Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Prostate cancer	24/97	5.202053809654754E-14	1.456575066703331E-12	0	0	6.825453252755066	208.77107912744515	PDGFRB;PDGFRA;TCF7L2;MAP2K1;MAP2K2;HSP90AB1;PIK3R3;PIK3R2;BRAF;EGFR;AR;NRAS;PIK3CA;ERBB2;BCL2;AKT1;MAPK1;CTNNB1;KRAS;ERG;SOS1;HRAS;FGFR2;FGFR1
Estrogen signaling pathway	28/137	7.462276716249481E-14	1.9153176905040335E-12	0	0	5.638056883966776	170.41777213061204	HSP90AB1;SHC1;ITPR1;PIK3R3;ITPR3;PIK3R2;EGFR;GNAI2;NRAS;AKT1;MAPK1;PRKACA;HRAS;NCOA2;KCNJ5;MAP2K1;JUN;MAP2K2;PRKCD;PIK3CA;GNAQ;GNAS;BCL2;RARA;KRAS;SOS1;CALM2;FKBP5
Neurotrophin signaling pathway	26/119	1.1089014789631679E-13	2.6272435040050438E-12	0	0	6.027238481599537	179.7939483970705	SHC1;PIK3R3;PIK3R2;CRKL;CDC42;NRAS;RAP1A;RPS6KA2;ABL1;AKT1;MAPK1;RAC1;HRAS;MAP3K5;MAP2K1;JUN;MAP2K2;PRKCD;BRAF;PTPN11;PIK3CA;BCL2;RAPGEF1;KRAS;SOS1;CALM2
Chronic myeloid leukemia	21/76	1.8605532797185887E-13	4.093217215380895E-12	0	0	7.622504537205083	223.43643497914425	MAP2K1;HDAC2;MAP2K2;CTBP2;SHC1;PIK3R3;PIK3R2;PTPN11;BRAF;TGFBR1;CRKL;NRAS;PIK3CA;MYC;ABL1;AKT1;MAPK1;KRAS;SOS1;HRAS;BCL2L1
PI3K-Akt signaling pathway	45/354	2.3549631955335585E-13	4.83552442816224E-12	0	0	3.506721215663355	101.9652172172994	PHLPP1;FLT1;HSP90AB1;FLT3;ITGB4;PIK3R3;PIK3R2;EGFR;RPTOR;PPP2CA;NRAS;CCND3;RXRA;CCND2;BCL2L11;MYC;ERBB2;KDR;AKT1;MAPK1;RAC1;JAK2;HRAS;EIF4E;YWHAG;MCL1;PDGFRB;PDGFRA;MAP2K1;MAP2K2;YWHAZ;PTK2;VEGFA;PIK3CA;RPS6KB1;COL4A1;KIT;GNB1;BCL2;KRAS;SOS1;FGFR3;FGFR2;BCL2L1;FGFR1
MAPK signaling pathway	40/295	6.420374623502954E-13	1.2359221150243186E-11	0	0	3.740502630040912	105.01135612989874	FLT1;FLT3;CACNA1E;EGFR;CACNA1H;CRKL;CDC42;NRAS;RAP1A;MYC;RPS6KA2;ERBB2;KDR;AKT1;MAPK1;FLNB;RAC1;FLNC;PRKACA;HRAS;MAP3K5;PDGFRB;PDGFRA;JUN;MAP2K1;MAP2K2;NFATC3;BRAF;TGFBR1;VEGFA;TAOK1;RASA1;KIT;KRAS;SOS1;FGFR3;MYD88;FGFR2;FGFR1;MAP3K12
Ras signaling pathway	35/232	7.966367617168176E-13	1.4433183682869401E-11	0	0	4.161712247324614	115.93855115259348	FLT1;SHC1;FLT3;PIK3R3;PIK3R2;RASAL2;EGFR;CDC42;NRAS;RAP1A;KDR;ABL1;AKT1;MAPK1;RAC1;PRKACA;HRAS;PDGFRB;PDGFRA;MAP2K1;MAP2K2;PTPN11;VEGFA;PIK3CA;RASA1;KIT;GNB1;REL;KRAS;SOS1;CALM2;FGFR3;FGFR2;BCL2L1;FGFR1
Endometrial cancer	18/58	1.0960755963847486E-12	1.8755071315916806E-11	0	0	8.561236623067778	235.77033492965518	TCF7L2;MAP2K1;MAP2K2;ILK;PIK3R3;PIK3R2;BRAF;EGFR;NRAS;PIK3CA;MYC;ERBB2;AKT1;MAPK1;CTNNB1;KRAS;SOS1;HRAS
Acute myeloid leukemia	19/66	1.1721746909401732E-12	1.900156867418807E-11	0	0	7.94148380355277	218.16971672366992	TCF7L2;MAP2K1;MAP2K2;FLT3;STAT3;PIK3R3;PIK3R2;BRAF;NRAS;PIK3CA;RPS6KB1;MYC;KIT;RARA;AKT1;MAPK1;KRAS;SOS1;HRAS
Human immunodeficiency virus 1 infection	33/212	1.4885268001352847E-12	2.2923312722083386E-11	0	0	4.294079375406636	116.9416693460208	PXN;CUL1;ITPR1;PIK3R3;CXCR4;PIK3R2;ITPR3;CRKL;GNAI2;NRAS;GNA11;AKT1;MAPK1;RAC1;HRAS;JUN;MAP2K1;MAP2K2;FBXW11;NFATC3;HLA-A;PTK2;DDB1;PIK3CA;RPS6KB1;GNAQ;GNB1;BCL2;KRAS;CALR;CALM2;MYD88;BCL2L1
Viral carcinogenesis	32/201	1.7430919367102436E-12	2.556534840508357E-11	0	0	4.391833933779379	118.91048747230451	HDAC4;GTF2A1;HDAC2;GTF2B;PXN;PIK3R3;PIK3R2;CHD4;CDC42;NRAS;CCND3;CCND2;MAPK1;RAC1;PRKACA;HRAS;YWHAG;JUN;GSN;STAT3;HLA-A;YWHAZ;DDB1;HNRNPK;SNW1;PKM;PIK3CA;TRAF3;REL;KRAS;IL6ST;HIST1H2BD
ErbB signaling pathway	21/85	2.0456415847097973E-12	2.8638982185937162E-11	0	0	6.8154158215010145	183.43902717661692	MAP2K1;JUN;MAP2K2;SHC1;PIK3R3;PIK3R2;BRAF;EGFR;PTK2;CRKL;NRAS;PIK3CA;RPS6KB1;MYC;ERBB2;ABL1;AKT1;MAPK1;KRAS;SOS1;HRAS
B cell receptor signaling pathway	18/71	4.865339030592834E-11	6.515323571402577E-10	0	0	6.9936862554638175	166.07416928477642	MAP2K1;JUN;MAP2K2;CD81;INPPL1;NFATC3;PIK3R3;PIK3R2;VAV2;NRAS;PIK3CA;AKT1;MAPK1;KRAS;RAC1;SOS1;HRAS;CARD11
Chemokine signaling pathway	29/190	5.54939707937009E-11	7.121726251858282E-10	0	0	4.210526315789474	99.43051257021067	SHC1;ROCK2;PXN;PIK3R3;CXCR4;PIK3R2;WASL;CRKL;GNAI2;CDC42;NRAS;RAP1A;AKT1;MAPK1;CCR7;RAC1;PRKACA;JAK2;HRAS;MAP2K1;PRKCD;STAT3;BRAF;PTK2;VAV2;PIK3CA;GNB1;KRAS;SOS1
Non-small cell lung cancer	17/66	1.2781667877066105E-10	1.5747014824545442E-9	0	0	7.105538140020899	161.8671721156493	ALK;MAP2K1;MAP2K2;STAT3;PIK3R3;PIK3R2;BRAF;EGFR;NRAS;RXRA;PIK3CA;ERBB2;AKT1;MAPK1;KRAS;SOS1;HRAS
Cellular senescence	26/160	1.3368864277814068E-10	1.5836962298333589E-9	0	0	4.482758620689656	101.91779260444858	ITPR1;PIK3R3;ITPR3;PIK3R2;ZFP36L2;ZFP36L1;CCND3;NRAS;CCND2;MYC;AKT1;MAPK1;HRAS;MAP2K1;MAP2K2;FBXW11;NFATC3;HLA-A;HIPK1;TGFBR1;PPP1CA;RAD50;PIK3CA;VDAC1;KRAS;CALM2
Insulin signaling pathway	24/137	1.382138032057747E-10	1.5766611624955042E-9	0	0	4.832620186257237	109.71120341233086	PTPN1;MAP2K1;MAP2K2;SHC1;INPPL1;PIK3R3;IRS2;PIK3R2;BRAF;CRKL;PPP1CA;RPTOR;NRAS;PIK3CA;RPS6KB1;RAPGEF1;AKT1;MAPK1;KRAS;PRKACA;SOS1;CALM2;HRAS;EIF4E
Thyroid hormone signaling pathway	22/116	1.649147676780894E-10	1.8140624444589832E-9	0	0	5.231866825208086	117.85089925573979	MED1;NCOA2;MAP2K1;HDAC2;MAP2K2;SLC2A1;PIK3R3;ATP2A2;PIK3R2;ACTB;MED17;NRAS;RXRA;PIK3CA;SIN3A;MYC;AKT1;MAPK1;CTNNB1;KRAS;PRKACA;HRAS
VEGF signaling pathway	16/59	1.9325582620045028E-10	2.0525101541289204E-9	0	0	7.481005260081824	167.327691635962	MAP2K1;MAP2K2;PXN;PIK3R3;PIK3R2;PTK2;VEGFA;CDC42;NRAS;PIK3CA;KDR;AKT1;MAPK1;KRAS;RAC1;HRAS
Autophagy	23/128	1.9744901888193264E-10	2.0271432605211752E-9	0	0	4.956896551724138	110.76453362812717	MAP2K1;MAP2K2;MTMR3;DAPK1;PRKCD;ITPR1;PIK3R3;IRS2;PIK3R2;AMBRA1;EIF2S1;RPTOR;PPP2CA;NRAS;PIK3CA;RPS6KB1;BCL2;AKT1;MAPK1;KRAS;PRKACA;HRAS;BCL2L1
Choline metabolism in cancer	20/99	3.440081993195203E-10	3.41788791581975E-9	0	0	5.572971090212469	121.4370219358163	PDGFRB;PDGFRA;MAP2K1;JUN;DGKD;MAP2K2;PIK3R3;PIK3R2;WASL;EGFR;NRAS;PIK3CA;RPS6KB1;AKT1;MAPK1;KRAS;RAC1;SOS1;HRAS;WASF2
Gastric cancer	24/149	8.257277970999983E-10	7.947630047087484E-9	0	0	4.44341587595464	92.93295858631875	TCF7L2;MAP2K1;MAP2K2;SHC1;LRP5;PIK3R3;PIK3R2;BRAF;TGFBR1;EGFR;NRAS;RXRA;PIK3CA;RPS6KB1;MYC;ERBB2;BCL2;AKT1;MAPK1;CTNNB1;KRAS;SOS1;HRAS;FGFR2
Glioma	17/75	1.111101921171123E-9	1.0370284597597149E-8	0	0	6.252873563218391	128.92120682981857	PDGFRB;PDGFRA;MAP2K1;MAP2K2;SHC1;PIK3R3;PIK3R2;BRAF;EGFR;NRAS;PIK3CA;AKT1;MAPK1;KRAS;SOS1;HRAS;CALM2
Pancreatic cancer	17/75	1.111101921171123E-9	1.0065276227079585E-8	0	0	6.252873563218391	128.92120682981857	MAP2K1;STAT3;PIK3R3;PIK3R2;BRAF;TGFBR1;EGFR;VEGFA;CDC42;PIK3CA;RPS6KB1;ERBB2;AKT1;MAPK1;KRAS;RAC1;BCL2L1
Bladder cancer	13/41	1.1570007770943703E-9	1.0181606838430459E-8	0	0	8.746846089150548	179.98765437992185	MAP2K1;MAP2K2;DAPK1;BRAF;EGFR;VEGFA;NRAS;MYC;ERBB2;MAPK1;KRAS;HRAS;FGFR3
Long-term potentiation	16/67	1.5102494024833038E-9	1.2921022665690488E-8	0	0	6.587750900669069	133.8037494681672	MAP2K1;MAP2K2;ITPR1;ITPR3;BRAF;PPP1CA;NRAS;RAP1A;RPS6KA2;GNAQ;MAPK1;KRAS;PRKACA;HRAS;CALM2;RAPGEF3
Hepatitis C	24/155	1.8794605592541313E-9	1.5645239250007362E-8	0	0	4.271412680756397	85.82242401037531	SCARB1;MAP2K1;MAP2K2;CD81;STAT3;PIK3R3;PIK3R2;BRAF;EIF2S1;YWHAZ;EGFR;PPP2CA;NRAS;RXRA;PIK3CA;TRAF3;MYC;AKT1;MAPK1;CTNNB1;KRAS;SOS1;HRAS;YWHAG
Axon guidance	26/181	2.0910372685853858E-9	1.694840733484997E-8	0	0	3.9626595542008003	79.19615095088866	ROCK2;PIK3R3;ILK;CXCR4;PIK3R2;GNAI2;CDC42;NRAS;ABLIM1;ABL1;MAPK1;FYN;RAC1;HRAS;EPHA5;EPHA7;UNC5B;NFATC3;PTPN11;SSH2;PTK2;SMO;PIK3CA;RASA1;PLXNB2;KRAS
Gap junction	18/88	2.1257762997541827E-9	1.6788182059597135E-8	0	0	5.642633228840126	112.67846962618039	PDGFRB;PDGFRA;MAP2K1;MAP2K2;ITPR1;CSNK1D;ITPR3;EGFR;GNAI2;NRAS;GNA11;GNAQ;GNAS;MAPK1;KRAS;PRKACA;SOS1;HRAS
Long-term depression	15/60	2.4761670459121214E-9	1.9066486253523333E-8	0	0	6.8965517241379315	136.66588978179982	MAP2K1;MAP2K2;ITPR1;ITPR3;BRAF;GNAI2;PPP2CA;GNA13;NRAS;GNA11;GNAQ;GNAS;MAPK1;KRAS;HRAS
Breast cancer	23/147	3.3181710070418963E-9	2.4926748052900097E-8	0	0	4.316209242317617	84.2690309112284	TCF7L2;MAP2K1;JUN;MAP2K2;SHC1;LRP5;PIK3R3;PIK3R2;BRAF;EGFR;NRAS;PIK3CA;RPS6KB1;MYC;KIT;ERBB2;AKT1;MAPK1;CTNNB1;KRAS;SOS1;HRAS;FGFR1
Leukocyte transendothelial migration	20/112	3.362347635803101E-9	2.4657215995889405E-8	0	0	4.926108374384237	96.11146012717941	ROCK2;PXN;PIK3R3;MSN;CXCR4;PIK3R2;PTPN11;ARHGAP5;ARHGAP35;ACTB;PTK2;VAV2;GNAI2;CDC42;RAP1A;PIK3CA;CTNNB1;RAC1;EZR;RAPGEF3
Fc gamma R-mediated phagocytosis	18/91	3.75023475253021E-9	2.6862146599518713E-8	0	0	5.456612353164077	105.86617754254696	MAP2K1;GSN;MYO10;PRKCD;INPPL1;PIK3R3;PIK3R2;ASAP1;WASL;CRKL;VAV2;CDC42;PIK3CA;RPS6KB1;AKT1;MAPK1;RAC1;WASF2
Thyroid cancer	12/37	3.786677011343827E-9	2.6506739079406794E-8	0	0	8.946877912395156	173.4958611485371	RET;TCF7L2;NRAS;MAP2K1;RXRA;MAP2K2;MYC;MAPK1;CTNNB1;BRAF;KRAS;HRAS
Phospholipase D signaling pathway	23/148	3.796825954435156E-9	2.598716431035618E-8	0	0	4.287045666356011	83.12195882035147	PDGFRB;PDGFRA;MAP2K1;DGKD;MAP2K2;SHC1;PIK3R3;PIK3R2;PTPN11;EGFR;GNA13;NRAS;PIK3CA;KIT;GNAS;AKT1;MAPK1;FYN;KRAS;SOS1;HRAS;RAPGEF3;CYTH1
Oocyte meiosis	21/125	4.304031977649512E-9	2.8818301067740213E-8	0	0	4.63448275862069	89.27734847373866	MAP2K1;FBXW11;PLK1;CUL1;ITPR1;ITPR3;SMC3;YWHAZ;AURKA;PPP1CA;PPP2CA;AR;RPS6KA2;CDC27;CDC16;MAPK1;FBXO5;PRKACA;CPEB2;CALM2;YWHAG
Adherens junction	16/72	4.671675018162343E-9	3.061438097008514E-8	0	0	6.130268199233717	117.58926070993736	PTPN1;TCF7L2;CSNK2A1;PTPRJ;WASL;ACTB;TGFBR1;EGFR;CDC42;ERBB2;MAPK1;CTNNB1;FYN;RAC1;WASF2;FGFR1
Hepatitis B	24/163	5.272404127878312E-9	3.38312598205525E-8	0	0	4.061772794584304	77.4205551583742	MAP2K1;JUN;MAP2K2;PCNA;STAT3;NFATC3;PIK3R3;PIK3R2;BRAF;YWHAZ;TGFBR1;DDB1;NRAS;PIK3CA;TRAF3;MYC;BCL2;AKT1;MAPK1;KRAS;JAK2;SOS1;HRAS;MYD88
GnRH signaling pathway	18/93	5.402095424603658E-9	3.395602838322299E-8	0	0	5.3392658509454956	101.6408218040574	MAP2K1;JUN;MAP2K2;PRKCD;ITPR1;ITPR3;EGFR;CDC42;NRAS;GNA11;GNAQ;GNAS;MAPK1;KRAS;PRKACA;SOS1;HRAS;CALM2
Relaxin signaling pathway	21/130	8.893511078034167E-9	5.4784028240690465E-8	0	0	4.456233421750664	82.60940526007502	MAP2K1;JUN;MAP2K2;SHC1;PIK3R3;PIK3R2;TGFBR1;EGFR;GNAI2;VEGFA;NRAS;PIK3CA;COL4A1;GNB1;GNAS;AKT1;MAPK1;KRAS;PRKACA;SOS1;HRAS
Hepatocellular carcinoma	24/168	9.703850426247335E-9	5.8603645711454494E-8	0	0	3.9408866995073892	72.71228799622394	TCF7L2;MAP2K1;SMARCD2;MAP2K2;SHC1;LRP5;PIK3R3;PIK3R2;BRAF;ACTB;TGFBR1;EGFR;NRAS;PIK3CA;RPS6KB1;MYC;AKT1;MAPK1;CTNNB1;KRAS;SOS1;BRD7;HRAS;BCL2L1
Sphingolipid signaling pathway	20/119	9.970009373408134E-9	5.9053132442494335E-8	0	0	4.636337293538106	85.41841466386236	MAP2K1;MAP2K2;SGMS1;ROCK2;PIK3R3;PIK3R2;GNAI2;PPP2CA;GNA13;NRAS;PIK3CA;GNAQ;BCL2;AKT1;MAPK1;FYN;KRAS;RAC1;HRAS;MAP3K5
Apoptosis	22/143	1.0015425425206957E-8	5.8202849640825334E-8	0	0	4.244031830238727	78.1714138564598	MAP2K1;JUN;MAP2K2;PARP1;ITPR1;PIK3R3;ITPR3;PIK3R2;EIF2S1;ACTB;NRAS;BCL2L11;PIK3CA;BCL2;AKT1;MAPK1;KRAS;HRAS;SPTAN1;MAP3K5;MCL1;BCL2L1
FoxO signaling pathway	21/132	1.1765547516647469E-8	6.710719694680407E-8	0	0	4.38871473354232	80.12954980983599	MAP2K1;MAP2K2;PLK1;STAT3;PIK3R3;IRS2;PIK3R2;BRAF;SOD2;TGFBR1;EGFR;NRAS;CCND2;BCL2L11;BCL6;PIK3CA;AKT1;MAPK1;KRAS;SOS1;HRAS
MicroRNAs in cancer	33/299	1.4141280312764958E-8	7.919116975148377E-8	0	0	3.044631530388652	55.02918066741574	TRIM71;HDAC4;SHC1;PIK3R2;IRS2;EGFR;CRKL;RPTOR;NRAS;CCND2;BCL2L11;MYC;ERBB2;ABL1;DNMT3B;MAPK1;HRAS;MCL1;PDGFRB;PDGFRA;MAP2K1;MAP2K2;STAT3;VEGFA;FOXP1;ZEB2;HNRNPK;PIK3CA;BCL2;KRAS;EZR;SOS1;FGFR3
Kaposi sarcoma-associated herpesvirus infection	25/186	1.6855298137267936E-8	9.270413975497364E-8	0	0	3.7078235076010384	66.36485279962622	ITPR1;PIK3R3;ITPR3;PIK3R2;NRAS;MYC;AKT1;MAPK1;RAC1;JAK2;HRAS;MAP2K1;JUN;MAP2K2;STAT3;NFATC3;HLA-A;VEGFA;PIK3CA;TRAF3;GNB1;CTNNB1;KRAS;IL6ST;CALM2
AGE-RAGE signaling pathway in diabetic complications	18/100	1.7938247242774586E-8	9.692947632937846E-8	0	0	4.9655172413793105	88.5666075450727	JUN;PRKCD;STAT3;PIK3R3;PIK3R2;TGFBR1;VEGFA;CDC42;NRAS;PIK3CA;COL4A1;BCL2;AKT1;MAPK1;KRAS;RAC1;JAK2;HRAS
Cholinergic synapse	19/112	1.988044356379874E-8	1.0557201064913815E-7	0	0	4.679802955665025	82.98942294438106	MAP2K1;ITPR1;PIK3R3;ITPR3;PIK3R2;GNAI2;NRAS;PIK3CA;GNAQ;GNA11;GNB1;BCL2;AKT1;MAPK1;FYN;KRAS;PRKACA;JAK2;HRAS
Prolactin signaling pathway	15/70	2.3977330055428297E-8	1.2516979079782908E-7	0	0	5.911330049261084	103.72112532425656	MAP2K1;MAP2K2;SHC1;STAT3;PIK3R3;PIK3R2;NRAS;CCND2;PIK3CA;AKT1;MAPK1;KRAS;JAK2;SOS1;HRAS
Human T-cell leukemia virus 1 infection	27/219	2.9365685723814113E-8	1.5074385338224579E-7	0	0	3.4010392064241852	58.985716001341785	SLC2A1;PIK3R3;PIK3R2;NRAS;CCND3;XPO1;CCND2;MYC;CDC27;AKT1;MAPK1;PRKACA;HRAS;JUN;MAP2K1;RANBP3;MAP2K2;NFATC3;HLA-A;TGFBR1;PIK3CA;CDC16;VDAC1;KRAS;CALR;TLN1;BCL2L1
Melanoma	15/72	3.589891118976655E-8	1.8126007617128031E-7	0	0	5.74712643678161	98.52045328096538	PDGFRB;PDGFRA;MAP2K1;MAP2K2;PIK3R3;PIK3R2;BRAF;EGFR;NRAS;PIK3CA;AKT1;MAPK1;KRAS;HRAS;FGFR1
Parathyroid hormone synthesis, secretion and action	18/106	4.607288058541907E-8	2.28878180972727E-7	0	0	4.68445022771633	79.1346113223777	MAP2K1;ITPR1;LRP5;ITPR3;BRAF;RUNX2;EGFR;GNAI2;GNA13;RXRA;GNAQ;GNA11;GNAS;BCL2;MAPK1;PRKACA;MEF2D;FGFR1
Progesterone-mediated oocyte maturation	17/99	9.171564647605967E-8	4.483876049940695E-7	0	0	4.737025426680599	76.76147359742045	MAP2K1;HSP90AB1;PLK1;PIK3R3;PIK3R2;BRAF;AURKA;GNAI2;PIK3CA;RPS6KA2;CDC27;CDC16;AKT1;MAPK1;KRAS;PRKACA;CPEB2
HIF-1 signaling pathway	17/100	1.0682683134694105E-7	5.141041258571537E-7	0	0	4.689655172413794	75.27861078793397	MAP2K1;MAP2K2;FLT1;STAT3;SLC2A1;PIK3R3;PIK3R2;EGFR;VEGFA;PIK3CA;RPS6KB1;ERBB2;PGK1;BCL2;AKT1;MAPK1;EIF4E
Platelet activation	19/124	1.0793300003827943E-7	5.114363694121548E-7	0	0	4.226918798665184	67.80719650157893	ROCK2;ITPR1;PIK3R3;ITPR3;PIK3R2;ARHGAP35;ACTB;GNAI2;PPP1CA;GNA13;RAP1A;PIK3CA;GNAQ;GNAS;AKT1;MAPK1;FYN;PRKACA;TLN1
Apelin signaling pathway	20/137	1.1427519800876192E-7	5.332842573742222E-7	0	0	4.0271834885476965	64.37314384088997	HDAC4;MAP2K1;MAP2K2;ITPR1;ITPR3;TGFBR1;GNAI2;GNA13;NRAS;RPS6KB1;GNAQ;GNB1;AKT1;TFAM;MAPK1;KRAS;PRKACA;CALM2;HRAS;MEF2D
Fc epsilon RI signaling pathway	14/68	1.1987431623433507E-7	5.510640208981373E-7	0	0	5.679513184584178	90.51339071337573	MAP2K1;MAP2K2;PIK3R3;PIK3R2;VAV2;NRAS;PIK3CA;AKT1;MAPK1;FYN;KRAS;RAC1;SOS1;HRAS
T cell receptor signaling pathway	17/101	1.2417634622293195E-7	5.624458034803389E-7	0	0	4.643222942983954	73.83450277623307	MAP2K1;JUN;MAP2K2;NFATC3;PIK3R3;PIK3R2;VAV2;CDC42;NRAS;PIK3CA;AKT1;MAPK1;FYN;KRAS;SOS1;HRAS;CARD11
Human papillomavirus infection	33/330	1.5142302579713038E-7	6.759172745726979E-7	0	0	2.7586206896551726	43.3191404735466	HDAC2;ITGB4;PXN;PIK3R3;PIK3R2;CHD4;EGFR;PPP2CA;CDC42;NRAS;CCND3;CCND2;AKT1;MAPK1;PRKACA;HRAS;ATP6V1C1;PDGFRB;TCF7L2;MAP2K1;MAP2K2;HLA-A;PTK2;VEGFA;PKM;PIK3CA;RPS6KB1;COL4A1;TRAF3;GNAS;CTNNB1;KRAS;SOS1
Transcriptional misregulation in cancer	23/186	2.925557708151146E-7	1.2872453915865042E-6	0	0	3.4111976269929554	51.32013970143318	ZBTB17;HDAC2;FLT1;TAF15;LDB1;FLT3;H3F3A;JMJD1C;KLF3;RUNX2;PTK2;CCND2;MYCN;RXRA;BCL6;EWSR1;SIN3A;MYC;REL;RARA;ERG;HIST1H3B;BCL2L1
