Gene	Gene ID	Gene type	Drug Name	Cell_Line	Time	Dose	P-value	Q-value	Log2(fold Change)
ARHGEF10	9639	CGC-TSG	helveticoside	MCF7	6h	7.4μM	0.000890259	0.00336955	0.417532
ARHGEF10	9639	CGC-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00200827	0.0096728	0.243815
ARHGEF10	9639	CGC-TSG	alvespimycin	MCF7	6h	0.1μM	0.00266323	0.0128723	0.257414
KAT8	84148	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	1.00703
KAT8	84148	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	4.66918e-26	3.59686e-25	0.719088
KAT8	84148	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	4.16015e-21	1.54681e-20	0.495434
KAT8	84148	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	9.38297e-09	3.9611e-08	0.431738
KAT8	84148	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	9.68806e-09	5.17292e-08	0.264614
KAT8	84148	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	0.000423833	0.0014282	0.440742
KAT8	84148	Novel DORGE-TSG	valproicacid	MCF7	6h	1000.0μM	0.00054782	0.0138833	0.257394
KAT8	84148	Novel DORGE-TSG	estradiol	MCF7	6h	0.1μM	0.00100491	0.0731115	0.237604
KAT8	84148	Novel DORGE-TSG	valproicacid	MCF7	6h	200.0μM	0.00350495	0.11326	0.242532
KAT8	84148	Novel DORGE-TSG	valproicacid	HL60	6h	1000.0μM	0.00592763	0.0727275	0.309755
KAT8	84148	Novel DORGE-TSG	famprofazone	MCF7	6h	10.6μM	0.00937517	0.331233	0.348023
MYOF	26509	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	1.01356
MYOF	26509	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	0	0	0.986232
MYOF	26509	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	1.76457e-26	1.40544e-25	0.718983
MYOF	26509	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	5.92544e-16	7.50696e-15	0.762628
MYOF	26509	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	9.63795e-16	8.21273e-14	0.606192
MYOF	26509	Novel DORGE-TSG	fulvestrant	MCF7	6h	0.01μM	1.58321e-09	1.34909e-07	0.474869
MYOF	26509	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	5.95259e-05	0.000438462	0.268899
MYOF	26509	Novel DORGE-TSG	troglitazone	PC3	6h	10.0μM	8.76548e-05	0.00539068	0.584201
MYOF	26509	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	0.000138507	0.000591339	0.541021
MYOF	26509	Novel DORGE-TSG	rosiglitazone	PC3	6h	10.0μM	0.000515619	0.0233451	0.594953
MYOF	26509	Novel DORGE-TSG	valproicacid	MCF7	6h	500.0μM	0.00059248	0.0123056	0.263437
MYOF	26509	Novel DORGE-TSG	valproicacid	MCF7	6h	200.0μM	0.00213687	0.0862491	0.236463
MYOF	26509	Novel DORGE-TSG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.00276463	0.0152962	0.605439
MYOF	26509	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	0.00277408	0.0119049	0.346577
MYOF	26509	Novel DORGE-TSG	geldanamycin	HL60	6h	1.0μM	0.00620926	0.0406576	0.533382
MYOF	26509	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	0.00665356	0.0176987	0.585571
MYOF	26509	Novel DORGE-TSG	15-deltaprostaglandinJ2	PC3	6h	10.0μM	0.00896246	0.130259	0.455219
ITPR1	3708	Novel DORGE-TSG	6-bromoindirubin-3'-oxime	PC3	6h	0.5μM	5.15294e-05	0.0221061	0.75219
ITPR1	3708	Novel DORGE-TSG	troglitazone	PC3	6h	10.0μM	0.00111451	0.0327018	0.568802
ITPR1	3708	Novel DORGE-TSG	thioridazine	PC3	6h	10.0μM	0.00123553	0.0182123	0.700594
ITPR1	3708	Novel DORGE-TSG	sirolimus	HL60	6h	0.1μM	0.00480888	0.160307	0.607107
ITPR1	3708	Novel DORGE-TSG	LY-294002	HL60	6h	10.0μM	0.00618966	0.0292463	0.488588
FAM69A	388650	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	3.71317e-12	2.70783e-11	0.421907
FAM69A	388650	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	4.67623e-11	1.01708e-09	1.66662
FAM69A	388650	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.63434e-10	6.77762e-09	1.30768
FAM69A	388650	Novel DORGE-TSG	helveticoside	MCF7	6h	7.4μM	1.0081e-09	1.69943e-08	1.46155
FAM69A	388650	Novel DORGE-TSG	LY-294002	MCF7	6h	10.0μM	1.12739e-08	7.05527e-08	0.407652
FAM69A	388650	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	2.60588e-08	1.60098e-07	0.992843
FAM69A	388650	Novel DORGE-TSG	geldanamycin	MCF7	6h	1.0μM	1.95207e-07	1.79542e-06	0.550215
FAM69A	388650	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	3.66179e-07	4.11901e-06	1.15511
FAM69A	388650	Novel DORGE-TSG	ionomycin	MCF7	6h	2.0μM	1.2887e-06	0.00015874	1.24483
FAM69A	388650	Novel DORGE-TSG	monorden	MCF7	6h	0.1μM	9.61954e-05	0.00494532	0.617349
FAM69A	388650	Novel DORGE-TSG	gossypol	MCF7	6h	7.8μM	0.000106062	0.00221026	0.695944
FAM69A	388650	Novel DORGE-TSG	sirolimus	PC3	6h	0.1μM	0.000106693	0.00246722	0.572223
FAM69A	388650	Novel DORGE-TSG	methylbenzethoniumchloride	MCF7	6h	8.6μM	0.000153351	0.00658414	0.680574
FAM69A	388650	Novel DORGE-TSG	thioridazine	MCF7	6h	10.0μM	0.00069516	0.0041105	0.336548
FAM69A	388650	Novel DORGE-TSG	celecoxib	MCF7	6h	10.0μM	0.00145305	0.446675	0.505839
FAM69A	388650	Novel DORGE-TSG	alvespimycin	MCF7	6h	0.1μM	0.00205239	0.0103125	0.357767
FAM69A	388650	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00403508	0.0177261	0.265794
FAM69A	388650	Novel DORGE-TSG	cobaltchloride	MCF7	6h	100.0μM	0.00474869	0.304435	0.743345
FAM69A	388650	Novel DORGE-TSG	tanespimycin	PC3	6h	1.0μM	0.00568581	0.035222	0.25521
FAM69A	388650	Novel DORGE-TSG	acacetin	MCF7	6h	14.0μM	0.0089967	0.142402	0.436142
FAM69A	388650	Novel DORGE-TSG	sirolimus	MCF7	6h	0.1μM	0.00914858	0.0315284	0.174737
GLG1	2734	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	0.000695632	0.00188138	0.585449
GLG1	2734	Novel DORGE-TSG	lycorine	MCF7	6h	12.4μM	0.000783513	0.0071817	0.470514
GLG1	2734	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	0.00209788	0.00939176	0.515031
GLG1	2734	Novel DORGE-TSG	pioglitazone	PC3	6h	10.0μM	0.00305322	0.041489	0.41125
UBC	7316	Novel DORGE-TSG	famprofazone	MCF7	6h	10.6μM	0.00494412	0.285599	0.330692
UBC	7316	Novel DORGE-TSG	acacetin	MCF7	6h	14.0μM	0.00613917	0.116652	0.317469
ANP32B	10541	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	0	0	1.21682
ANP32B	10541	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	1.22099
ANP32B	10541	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	1.17619e-33	7.35327e-32	0.761006
ANP32B	10541	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	2.1758e-32	3.50636e-31	0.870734
ANP32B	10541	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	2.57844e-21	2.15291e-19	0.917916
ANP32B	10541	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	1.35717e-14	2.01007e-12	1.49435
ANP32B	10541	Novel DORGE-TSG	helveticoside	MCF7	6h	7.4μM	3.7604e-07	3.14403e-06	0.647307
ANP32B	10541	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	1.21397e-06	5.29003e-06	0.575689
ANP32B	10541	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	2.10156e-06	1.33463e-05	0.600108
ANP32B	10541	Novel DORGE-TSG	valproicacid	HL60	6h	500.0μM	4.12331e-06	0.000287135	0.554171
ANP32B	10541	Novel DORGE-TSG	monastrol	MCF7	6h	100.0μM	1.19782e-05	0.00250659	0.545321
ANP32B	10541	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.21701e-05	0.00010588	0.545103
ANP32B	10541	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	2.84335e-05	0.000190593	0.510806
ANP32B	10541	Novel DORGE-TSG	valproicacid	MCF7	6h	1000.0μM	6.24602e-05	0.00330667	0.258727
ANP32B	10541	Novel DORGE-TSG	LY-294002	HL60	6h	10.0μM	0.0001455	0.001331	0.240509
ANP32B	10541	Novel DORGE-TSG	haloperidol	MCF7	6h	10.0μM	0.000884171	0.109208	0.139813
ANP32B	10541	Novel DORGE-TSG	valproicacid	HL60	6h	1000.0μM	0.00101357	0.0283176	0.404078
ANP32B	10541	Novel DORGE-TSG	valproicacid	HL60	6h	200.0μM	0.0013736	0.0312984	0.320482
ANP32B	10541	Novel DORGE-TSG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	0.00143547	0.00896517	0.326929
ANP32B	10541	Novel DORGE-TSG	phthalylsulfathiazole	MCF7	6h	10.0μM	0.00298021	0.166264	0.329759
ANP32B	10541	Novel DORGE-TSG	valproicacid	PC3	6h	1000.0μM	0.00547261	0.141843	0.382559
ANP32B	10541	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	0.00686144	0.0277514	0.146947
ANP32B	10541	Novel DORGE-TSG	thioridazine	HL60	6h	10.0μM	0.00951987	0.0598065	0.25443
MYO1C	4641	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	8.29486e-34	2.5287e-33	0.538857
MYO1C	4641	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	4.43433e-13	1.50484e-12	0.490955
MYO1C	4641	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	3.62993e-08	8.59535e-08	0.318951
MYO1C	4641	Novel DORGE-TSG	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.81812e-05	0.000153143	0.435721
MYO1C	4641	Novel DORGE-TSG	geldanamycin	MCF7	6h	1.0μM	0.000287221	0.00137066	0.303889
MYO1C	4641	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	0.00164133	0.00448196	0.17402
MYO1C	4641	Novel DORGE-TSG	tretinoin	MCF7	6h	1.0μM	0.00315839	0.0222248	0.238677
MYO1C	4641	Novel DORGE-TSG	alpha-estradiol	MCF7	6h	0.01μM	0.00751009	0.349177	0.240071
ILK	3611	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	9.69161e-09	4.99269e-08	0.224659
ILK	3611	Novel DORGE-TSG	pioglitazone	PC3	6h	10.0μM	0.000502901	0.0132071	0.432779
ILK	3611	Novel DORGE-TSG	phenelzine	MCF7	6h	17.0μM	0.00217502	0.310382	0.43204
DDX42	11325	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	2.30274e-40	7.8061e-40	0.448313
DDX42	11325	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	2.23565e-15	8.53445e-15	0.514789
DDX42	11325	Novel DORGE-TSG	thioridazine	MCF7	6h	10.0μM	1.06083e-09	3.38295e-08	0.574203
DDX42	11325	Novel DORGE-TSG	15-deltaprostaglandinJ2	HL60	6h	10.0μM	1.13894e-07	4.5856e-06	0.976271
DDX42	11325	Novel DORGE-TSG	fluphenazine	MCF7	6h	10.0μM	4.35384e-07	2.53113e-05	0.465755
DDX42	11325	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	6.08064e-07	9.79912e-06	0.352951
DDX42	11325	Novel DORGE-TSG	helveticoside	MCF7	6h	7.4μM	7.8556e-07	6.08919e-06	0.820726
DDX42	11325	Novel DORGE-TSG	trifluoperazine	MCF7	6h	10.0μM	2.50201e-06	6.94811e-05	0.488557
DDX42	11325	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	2.98428e-06	1.21292e-05	0.276597
DDX42	11325	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	3.52166e-06	1.34643e-05	0.232848
DDX42	11325	Novel DORGE-TSG	prochlorperazine	MCF7	6h	10.0μM	6.34173e-06	0.00018391	0.42619
DDX42	11325	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	4.51358e-05	0.000283603	0.578256
DDX42	11325	Novel DORGE-TSG	fulvestrant	MCF7	6h	0.01μM	0.00032286	0.00557101	0.327532
DDX42	11325	Novel DORGE-TSG	chlorcyclizine	MCF7	6h	11.8μM	0.000348202	0.0543142	0.458043
DDX42	11325	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	0.000350606	0.00138341	0.584295
DDX42	11325	Novel DORGE-TSG	thioridazine	PC3	6h	10.0μM	0.000546497	0.00994001	0.483165
DDX42	11325	Novel DORGE-TSG	15-deltaprostaglandinJ2	PC3	6h	10.0μM	0.000921317	0.0341765	0.533311
DDX42	11325	Novel DORGE-TSG	promazine	MCF7	6h	12.4μM	0.00108369	0.208165	0.492365
DDX42	11325	Novel DORGE-TSG	valproicacid	HL60	6h	500.0μM	0.00130059	0.0123828	0.440533
DDX42	11325	Novel DORGE-TSG	thioridazine	HL60	6h	10.0μM	0.00132058	0.0134496	0.480108
DDX42	11325	Novel DORGE-TSG	orphenadrine	MCF7	6h	13.0μM	0.00158991	0.782004	0.422923
DDX42	11325	Novel DORGE-TSG	alvespimycin	MCF7	6h	0.1μM	0.00160719	0.00836265	0.281414
DDX42	11325	Novel DORGE-TSG	geldanamycin	MCF7	6h	1.0μM	0.00189319	0.00743002	0.248808
DDX42	11325	Novel DORGE-TSG	clofazimine	MCF7	6h	8.4μM	0.0026896	0.0771189	0.346571
DDX42	11325	Novel DORGE-TSG	loperamide	MCF7	6h	7.8μM	0.00409224	0.0630874	0.323414
DDX42	11325	Novel DORGE-TSG	vincamine	MCF7	6h	11.2μM	0.00419807	0.745295	0.412842
DDX42	11325	Novel DORGE-TSG	bepheniumhydroxynaphthoate	MCF7	6h	9.0μM	0.00522368	0.333434	0.31184
DDX42	11325	Novel DORGE-TSG	benzamil	MCF7	6h	11.2μM	0.00582966	0.175185	0.401344
DDX42	11325	Novel DORGE-TSG	haloperidol	PC3	6h	10.0μM	0.00619201	0.696865	0.370745
DDX42	11325	Novel DORGE-TSG	estradiol	PC3	6h	0.01μM	0.00686956	0.34122	0.31321
DDX42	11325	Novel DORGE-TSG	trifluoperazine	HL60	6h	10.0μM	0.00714204	0.149032	0.355373
DDX42	11325	Novel DORGE-TSG	valproicacid	MCF7	6h	500.0μM	0.00794645	0.078524	0.251027
LRIG1	26018	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	1.2091e-06	8.06994e-06	1.1496
LRIG1	26018	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	2.50468e-06	3.45462e-05	0.473596
LRIG1	26018	Novel DORGE-TSG	phenoxybenzamine	MCF7	6h	11.8μM	1.53329e-05	0.00012959	0.935212
LRIG1	26018	Novel DORGE-TSG	helveticoside	MCF7	6h	7.4μM	6.96443e-05	0.000343282	0.875861
LRIG1	26018	Novel DORGE-TSG	fulvestrant	MCF7	6h	0.01μM	0.000469232	0.00755203	0.387566
LRIG1	26018	Novel DORGE-TSG	tretinoin	MCF7	6h	1.0μM	0.000597258	0.00538831	0.389181
LRIG1	26018	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	0.000915393	0.0039311	0.621673
LRIG1	26018	Novel DORGE-TSG	lycorine	MCF7	6h	12.4μM	0.00328528	0.0200999	0.446514
RRBP1	6238	Novel DORGE-TSG	LY-294002	MCF7	6h	10.0μM	4.82516e-07	2.42741e-06	0.201734
RRBP1	6238	Novel DORGE-TSG	sirolimus	MCF7	6h	0.1μM	3.46677e-06	3.05454e-05	0.217306
RRBP1	6238	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	0.000325184	0.000632424	0.133549
RRBP1	6238	Novel DORGE-TSG	LY-294002	PC3	6h	10.0μM	0.00284297	0.015338	0.282267
RRBP1	6238	Novel DORGE-TSG	wortmannin	MCF7	6h	0.01μM	0.00320581	0.0214862	0.173197
PSMA2	5683	Novel DORGE-TSG	cephaeline	MCF7	6h	6.0μM	1.91125e-11	2.77131e-10	1.23295
PSMA2	5683	Novel DORGE-TSG	LY-294002	MCF7	6h	10.0μM	1.55796e-08	9.52463e-08	0.253184
PSMA2	5683	Novel DORGE-TSG	gossypol	MCF7	6h	7.8μM	1.44148e-07	1.3243e-05	0.72378
PSMA2	5683	Novel DORGE-TSG	rottlerin	MCF7	6h	10.0μM	8.32118e-07	0.000220263	0.689336
PSMA2	5683	Novel DORGE-TSG	LY-294002	HL60	6h	10.0μM	1.69193e-06	3.52585e-05	0.374582
PSMA2	5683	Novel DORGE-TSG	thioridazine	MCF7	6h	10.0μM	4.34762e-05	0.00038605	0.282593
PSMA2	5683	Novel DORGE-TSG	LY-294002	PC3	6h	10.0μM	5.41333e-05	0.000586649	0.373938
PSMA2	5683	Novel DORGE-TSG	cloperastine	MCF7	6h	11.0μM	0.000297461	0.0203013	0.451212
PSMA2	5683	Novel DORGE-TSG	thioridazine	HL60	6h	10.0μM	0.000383577	0.00529206	0.451935
PSMA2	5683	Novel DORGE-TSG	thioridazine	PC3	6h	10.0μM	0.000997536	0.0156696	0.449946
PSMA2	5683	Novel DORGE-TSG	tanespimycin	HL60	6h	1.0μM	0.00125723	0.00563038	0.191713
PSMA2	5683	Novel DORGE-TSG	ionomycin	MCF7	6h	2.0μM	0.00257343	0.0174474	0.47348
PSMA2	5683	Novel DORGE-TSG	amiodarone	MCF7	6h	5.8μM	0.00342588	0.131882	0.318184
PSMA2	5683	Novel DORGE-TSG	pempidine	MCF7	6h	13.0μM	0.00405298	0.309925	0.381871
PSMA2	5683	Novel DORGE-TSG	wortmannin	HL60	6h	0.01μM	0.0049841	0.187418	0.262456
PSMA2	5683	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	0.00622499	0.0131687	0.176305
PSMA2	5683	Novel DORGE-TSG	fluphenazine	HL60	6h	10.0μM	0.00844422	0.580412	0.277072
HUWE1	10075	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	2.02109e-31	5.98106e-31	0.208097
HUWE1	10075	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	1.43221e-08	3.45946e-08	0.145132
HUWE1	10075	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	2.86433e-08	7.48953e-08	0.18229
HUWE1	10075	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	0.000522082	0.00172883	0.353364
HUWE1	10075	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	0.00154178	0.00354879	0.126029
SRSF7	6432	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	0.975901
SRSF7	6432	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	3.95843e-40	2.63634e-39	0.69836
SRSF7	6432	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	2.02575e-35	5.66344e-34	0.740244
SRSF7	6432	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	1.74131e-29	7.14971e-28	0.588853
SRSF7	6432	Novel DORGE-TSG	LY-294002	MCF7	6h	10.0μM	4.10178e-19	1.21212e-17	0.451537
SRSF7	6432	Novel DORGE-TSG	fulvestrant	MCF7	6h	1.0μM	2.42659e-14	1.60581e-12	0.454344
SRSF7	6432	Novel DORGE-TSG	trichostatinA	HL60	6h	1.0μM	1.62184e-11	4.00343e-10	0.993167
SRSF7	6432	Novel DORGE-TSG	tanespimycin	MCF7	6h	1.0μM	3.97017e-11	2.62449e-10	0.243554
SRSF7	6432	Novel DORGE-TSG	thioridazine	MCF7	6h	10.0μM	2.94963e-10	1.11539e-08	0.418814
SRSF7	6432	Novel DORGE-TSG	helveticoside	MCF7	6h	7.4μM	8.0163e-10	1.41062e-08	0.961568
SRSF7	6432	Novel DORGE-TSG	geldanamycin	MCF7	6h	1.0μM	2.43769e-09	3.08204e-08	0.354641
SRSF7	6432	Novel DORGE-TSG	LY-294002	PC3	6h	10.0μM	1.87942e-08	7.71679e-07	0.567766
SRSF7	6432	Novel DORGE-TSG	digoxigenin	MCF7	6h	10.2μM	2.39872e-08	3.90098e-07	0.823052
SRSF7	6432	Novel DORGE-TSG	lanatosideC	MCF7	6h	4.0μM	1.13768e-07	9.53763e-07	0.716238
SRSF7	6432	Novel DORGE-TSG	valproicacid	HL60	6h	200.0μM	5.10245e-07	0.000528996	0.59283
SRSF7	6432	Novel DORGE-TSG	trichostatinA	PC3	6h	1.0μM	6.24471e-07	2.12967e-06	0.399935
SRSF7	6432	Novel DORGE-TSG	fluphenazine	MCF7	6h	10.0μM	4.38483e-06	0.000156404	0.320115
SRSF7	6432	Novel DORGE-TSG	thioridazine	HL60	6h	10.0μM	6.22318e-06	0.000236766	0.584741
SRSF7	6432	Novel DORGE-TSG	genistein	HL60	6h	10.0μM	1.64136e-05	0.00162323	0.468493
SRSF7	6432	Novel DORGE-TSG	valproicacid	HL60	6h	1000.0μM	3.42604e-05	0.00655743	0.547451
SRSF7	6432	Novel DORGE-TSG	valproicacid	HL60	6h	500.0μM	4.58212e-05	0.00128392	0.480828
SRSF7	6432	Novel DORGE-TSG	fulvestrant	MCF7	6h	0.01μM	7.4637e-05	0.00162905	0.300869
SRSF7	6432	Novel DORGE-TSG	methotrexate	MCF7	6h	8.8μM	0.000180356	0.00268078	0.427341
SRSF7	6432	Novel DORGE-TSG	prochlorperazine	MCF7	6h	10.0μM	0.000181251	0.00269407	0.240302
SRSF7	6432	Novel DORGE-TSG	trifluoperazine	MCF7	6h	10.0μM	0.000206951	0.00246853	0.249566
SRSF7	6432	Novel DORGE-TSG	wortmannin	MCF7	6h	0.01μM	0.000307061	0.00321291	0.226034
SRSF7	6432	Novel DORGE-TSG	AG-013608	PC3	6h	10.0μM	0.000502738	0.0687315	0.560458
SRSF7	6432	Novel DORGE-TSG	LY-294002	HL60	6h	10.0μM	0.000696844	0.00479769	0.192707
SRSF7	6432	Novel DORGE-TSG	clofazimine	MCF7	6h	8.4μM	0.00103114	0.0445429	0.34061
SRSF7	6432	Novel DORGE-TSG	pramocaine	MCF7	6h	12.2μM	0.00153446	0.804108	0.336134
SRSF7	6432	Novel DORGE-TSG	sirolimus	PC3	6h	0.1μM	0.00202119	0.0205775	0.359338
SRSF7	6432	Novel DORGE-TSG	thioridazine	PC3	6h	10.0μM	0.0021506	0.0267022	0.439324
SRSF7	6432	Novel DORGE-TSG	amiodarone	MCF7	6h	5.8μM	0.00476718	0.153649	0.231607
SRSF7	6432	Novel DORGE-TSG	tretinoin	HL60	6h	1.0μM	0.00862146	0.047481	0.223492
SRSF7	6432	Novel DORGE-TSG	valproicacid	MCF7	6h	1000.0μM	0.0089938	0.0843194	0.18153
DDX54	79039	Novel DORGE-TSG	trichostatinA	MCF7	6h	0.1μM	0	0	0.68415
DDX54	79039	Novel DORGE-TSG	trichostatinA	PC3	6h	0.1μM	3.42057e-42	2.44611e-41	0.751937
DDX54	79039	Novel DORGE-TSG	trichostatinA	HL60	6h	0.1μM	6.67675e-24	1.56727e-22	0.573237
DDX54	79039	Novel DORGE-TSG	trichostatinA	MCF7	6h	1.0μM	1.93402e-17	8.22884e-17	0.515475
