Gene	Gene ID	Gene type	Drug Name	CREEDS ID	GEO ID	DrugBank ID	P-value	Q-value	Log2(fold Change)
ARL8B	55207	Novel DORGE-TSG	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3043	GSE29159		0.00051139	0.0147307	0.172759
ARL8B	55207	Novel DORGE-TSG	Resveratrol	drug:3500	GSE25412	DB02709	0.000602644	0.00297946	0.45198
ARL8B	55207	Novel DORGE-TSG	Sulforaphane	drug:3445	GSE28813		0.000712626	0.00420372	0.735962
ARL8B	55207	Novel DORGE-TSG	Harman	drug:3482	GSE5080		0.000805898	0.00335087	0.0495235
ARL8B	55207	Novel DORGE-TSG	Trovafloxacin	drug:2623	GSE9166	DB00685	0.000841203	0.00395847	1.0202
ARL8B	55207	Novel DORGE-TSG	Interferonbeta-1a	drug:3187	GSE26104	DB00060	0.00095779	0.0048743	0.20125
ARL8B	55207	Novel DORGE-TSG	Alfacalcidol	drug:3364	GSE15947	DB01436	0.00104048	0.0113861	0.255521
ARL8B	55207	Novel DORGE-TSG	Vemurafenib	drug:2563	GSE37441	DB08881	0.00190727	0.0288305	0.329867
ARL8B	55207	Novel DORGE-TSG	4-hydroxytamoxifen	drug:3240	GSE26298		0.00231799	0.00872703	0.180207
ARL8B	55207	Novel DORGE-TSG	Y15	drug:2553	GSE43452		0.00235055	0.0225928	0.43554
ARL8B	55207	Novel DORGE-TSG	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.00262223	0.00663414	0.0175708
ARL8B	55207	Novel DORGE-TSG	Lipopolysaccharide	drug:3484	GSE5504		0.00265853	0.0297332	0.3475
ARL8B	55207	Novel DORGE-TSG	Bisphenola	drug:2659	GSE17624		0.00305812	0.023769	0.440614
ARL8B	55207	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	0.00373892	0.0146626	0.214303
ARL8B	55207	Novel DORGE-TSG	Imatinib	drug:2515	GSE1922	DB00619	0.0039875	0.0142369	0.0364559
ARL8B	55207	Novel DORGE-TSG	Mln4924	drug:2647	GSE30531		0.00539412	0.0330132	0.427925
ARL8B	55207	Novel DORGE-TSG	3,3',4,4'-tetrachlorobiphenyl	drug:3273	GSE6878		0.00677105	0.0402782	0.241346
ARL8B	55207	Novel DORGE-TSG	Doxorubicin	drug:3262	GSE6930	DB00997	0.0071666	0.0178014	0.239048
ARL8B	55207	Novel DORGE-TSG	Phorbol12-myristate13-acetate(pma)	drug:3246	GSE45417		0.0080806	0.0313635	0.299462
ARL8B	55207	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00903464	0.017993	0.264087
ARL8B	55207	Novel DORGE-TSG	Argyrina	drug:3054	GSE8565		0.00955297	0.0290972	0.30578
ARL8B	55207	Novel DORGE-TSG	Cyfluthrin	drug:3572	GSE5023		0.01316	0.0329543	0.122066
ARL8B	55207	Novel DORGE-TSG	Cisplatin	drug:3148	GSE47856	DB00515	0.0136129	0.0417246	0.410253
ARL8B	55207	Novel DORGE-TSG	Plx4032	drug:2558	GSE50649	DB05238	0.0149296	0.0462587	0.302372
ARL8B	55207	Novel DORGE-TSG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.0158437	0.0283262	0.015
ARL8B	55207	Novel DORGE-TSG	Doxorubicin	drug:2720	GSE12972	DB00997	0.0158609	0.0179732	0.380125
ARL8B	55207	Novel DORGE-TSG	Bpde	drug:3379	GSE19510		0.0183678	0.0334309	0.0358048
ARHGEF10	9639	CGC-TSG	Dasatinib	drug:3306	GSE59357	DB01254	1.56132e-11	1.11387e-09	1.76399
ARHGEF10	9639	CGC-TSG	Antimony	drug:3532	GSE6907		5.70288e-08	5.05132e-07	0.101127
ARHGEF10	9639	CGC-TSG	Etanercept	drug:2610	GSE11903	DB00005	2.59024e-07	2.48105e-05	1.35898
ARHGEF10	9639	CGC-TSG	Estradiol	drug:3061	GSE4668	DB00783	1.11e-06	3.14081e-05	0.505742
ARHGEF10	9639	CGC-TSG	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		5.37371e-06	0.000116673	0.684552
ARHGEF10	9639	CGC-TSG	Mesalazine	drug:3195	GSE38713	DB00244	1.19757e-05	0.000401447	0.0995822
ARHGEF10	9639	CGC-TSG	4-hydroxytamoxifen	drug:3240	GSE26298		7.75373e-05	0.000744674	0.651031
ARHGEF10	9639	CGC-TSG	Vemurafenib	drug:2508	GSE63790	DB08881	0.00011126	0.000916403	0.218503
ARHGEF10	9639	CGC-TSG	Bisphenola	drug:2663	GSE17624		0.000155773	0.000649447	0.515954
ARHGEF10	9639	CGC-TSG	Cadmium	drug:3402	GSE9951		0.000272966	0.000609775	0.0360494
ARHGEF10	9639	CGC-TSG	Tretinoin	drug:3139	GSE54464	DB00755	0.000675138	0.0363836	0.437973
ARHGEF10	9639	CGC-TSG	Tretinoin	drug:3233	GSE23702	DB00755	0.00201884	0.00290684	0.215
ARHGEF10	9639	CGC-TSG	4-hydroxynonenal	drug:3081	GSE2397		0.00225309	0.0106107	0.229639
ARHGEF10	9639	CGC-TSG	Bisphenola	drug:2654	GSE17624		0.00261394	0.0255623	0.299039
ARHGEF10	9639	CGC-TSG	Insulin	drug:3368	GSE22309		0.00278449	0.021794	0.150694
ARHGEF10	9639	CGC-TSG	Cytarabine	drug:3424	GSE6930	DB00987	0.00289419	0.00819176	0.358795
ARHGEF10	9639	CGC-TSG	Estradiol	drug:3063	GSE4668	DB00783	0.00301124	0.0286939	0.69842
ARHGEF10	9639	CGC-TSG	Bpde	drug:3379	GSE19510		0.0031735	0.00751035	0.138179
ARHGEF10	9639	CGC-TSG	Quercetin	drug:3416	GSE7259		0.00350895	0.0284266	0.0794012
ARHGEF10	9639	CGC-TSG	4-hydroxynonenal	drug:3080	GSE2397		0.00367078	0.0124815	0.179678
ARHGEF10	9639	CGC-TSG	Aminolevulinicacid	drug:2575	GSE8920	DB00855	0.00458097	0.0106097	0.210969
ARHGEF10	9639	CGC-TSG	4-hydroxynonenal	drug:3079	GSE2397		0.00479571	0.0204443	0.251364
ARHGEF10	9639	CGC-TSG	Doxorubicin	drug:2533	GSE24460	DB00997	0.00487887	0.0230477	0.740762
ARHGEF10	9639	CGC-TSG	Etanercept	drug:2605	GSE41663	DB00005	0.00546341	0.0347062	0.863079
ARHGEF10	9639	CGC-TSG	Estradiol	drug:2733	GSE26834	DB00783	0.00948085	0.0307865	0.0805878
ARHGEF10	9639	CGC-TSG	Plx4032	drug:2558	GSE50649	DB05238	0.011038	0.0361494	0.316687
ARHGEF10	9639	CGC-TSG	Tretinoin	drug:2828	GSE23702	DB00755	0.0167707	0.0213621	0.131667
ARHGEF10	9639	CGC-TSG	Bisphenola	drug:2661	GSE17624		0.0203072	0.0415222	0.132564
ARHGEF10	9639	CGC-TSG	Imatinib	drug:2517	GSE1922	DB00619	0.0281027	0.0451763	0.161223
KAT8	84148	Novel DORGE-TSG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	5.46446e-07	8.35619e-06	0.03875
KAT8	84148	Novel DORGE-TSG	Etanercept	drug:2597	GSE36177	DB00005	1.39448e-05	0.000523458	0.642837
KAT8	84148	Novel DORGE-TSG	Carboplatin	drug:3174	GSE49577	DB00958	1.4209e-05	0.00188507	0.129377
KAT8	84148	Novel DORGE-TSG	Cediranib	drug:2642	GSE32569		2.49453e-05	5.02117e-05	0.101921
KAT8	84148	Novel DORGE-TSG	Mesalazine	drug:3195	GSE38713	DB00244	4.7399e-05	0.00105708	0.144703
KAT8	84148	Novel DORGE-TSG	Dexamethasone	drug:3169	GSE34313	DB01234	0.000150694	0.00119399	0.592896
KAT8	84148	Novel DORGE-TSG	Vemurafenib	drug:2564	GSE37441	DB08881	0.000168695	0.00090958	0.409677
KAT8	84148	Novel DORGE-TSG	Doxorubicin	drug:3179	GSE58074	DB00997	0.000178008	0.00119208	0.388915
KAT8	84148	Novel DORGE-TSG	Alfacalcidol	drug:3364	GSE15947	DB01436	0.000217253	0.00356658	0.112242
KAT8	84148	Novel DORGE-TSG	Etanercept	drug:2610	GSE11903	DB00005	0.000261775	0.00208993	0.203933
KAT8	84148	Novel DORGE-TSG	Estradiol	drug:3061	GSE4668	DB00783	0.000385721	0.00214961	0.10236
KAT8	84148	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	0.000459922	0.00283469	0.361647
KAT8	84148	Novel DORGE-TSG	Cadmium	drug:3402	GSE9951		0.000518677	0.00099528	0.247295
KAT8	84148	Novel DORGE-TSG	Lapatinib	drug:2584	GSE38376	DB01259	0.000628264	0.00627032	0.386639
KAT8	84148	Novel DORGE-TSG	Cycloheximide	drug:3059	GSE8597		0.000712133	0.00256653	0.281827
KAT8	84148	Novel DORGE-TSG	Doxorubicin	drug:3180	GSE58074	DB00997	0.00100802	0.00476655	0.526148
KAT8	84148	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	0.00107371	0.00383071	0.55665
KAT8	84148	Novel DORGE-TSG	Dasatinib	drug:3306	GSE59357	DB01254	0.0015326	0.00368696	0.230496
KAT8	84148	Novel DORGE-TSG	4-hydroxynonenal	drug:3081	GSE2397		0.00193201	0.00950721	0.154667
KAT8	84148	Novel DORGE-TSG	Dexamethasone	drug:2714	GSE34313	DB01234	0.00222906	0.0324786	0.265989
KAT8	84148	Novel DORGE-TSG	Adenosinetriphosphate	drug:3220	GSE30903		0.00318478	0.0128558	0.0767535
KAT8	84148	Novel DORGE-TSG	Cisplatin	drug:3152	GSE47856	DB00515	0.0035227	0.0112781	0.228163
KAT8	84148	Novel DORGE-TSG	Calcitriol	drug:3129	GSE52819		0.00364403	0.0164774	0.177907
KAT8	84148	Novel DORGE-TSG	Azacitidine	drug:2534	GSE29077	DB00928	0.00370598	0.0403007	0.230532
KAT8	84148	Novel DORGE-TSG	Diclofenac	drug:3053	GSE54255	DB00586	0.00636752	0.0135703	0.164205
KAT8	84148	Novel DORGE-TSG	Interferongamma-1b	drug:2476	GSE5542	DB00033	0.00679652	0.0148962	0.119977
KAT8	84148	Novel DORGE-TSG	Plx4032	drug:2558	GSE50649	DB05238	0.0159864	0.04888	0.264804
KAT8	84148	Novel DORGE-TSG	Imatinib	drug:2764	GSE24493	DB00619	0.0287812	0.0468822	0.150356
MYOF	26509	Novel DORGE-TSG	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		4.52349e-08	3.43447e-06	3.10731
MYOF	26509	Novel DORGE-TSG	Ribavirin	drug:2481	GSE23031	DB00811	2.1119e-07	6.50381e-06	0.964796
MYOF	26509	Novel DORGE-TSG	Nickel	drug:3531	GSE6907		3.13796e-07	6.97883e-06	2.31386
MYOF	26509	Novel DORGE-TSG	Lapatinib	drug:2584	GSE38376	DB01259	4.22026e-07	2.45741e-05	0.774308
MYOF	26509	Novel DORGE-TSG	Plx4032	drug:2558	GSE50649	DB05238	1.30832e-06	3.6557e-05	1.10229
MYOF	26509	Novel DORGE-TSG	4-hydroxynonenal	drug:3078	GSE2397		1.42271e-06	9.53833e-05	0.294865
MYOF	26509	Novel DORGE-TSG	Interferonbeta-1a	drug:3186	GSE26104	DB00060	1.4933e-06	0.000126832	1.31611
MYOF	26509	Novel DORGE-TSG	Bicalutamide	drug:3088	GSE7708	DB01128	1.60767e-06	1.41391e-05	1.03729
MYOF	26509	Novel DORGE-TSG	Antimony	drug:3532	GSE6907		4.87878e-06	1.47209e-05	1.30936
MYOF	26509	Novel DORGE-TSG	Pd173074	drug:2578	GSE52452		5.08085e-06	0.000102903	0.4246
MYOF	26509	Novel DORGE-TSG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	6.23552e-06	4.8544e-05	0.440278
MYOF	26509	Novel DORGE-TSG	Interferonbeta-1a	drug:3187	GSE26104	DB00060	7.13332e-06	0.000237071	1.13944
MYOF	26509	Novel DORGE-TSG	Dasatinib	drug:3306	GSE59357	DB01254	9.53679e-06	4.2916e-05	0.704325
MYOF	26509	Novel DORGE-TSG	Cocaine	drug:2472	GSE54839		1.25191e-05	0.00732748	0.208774
MYOF	26509	Novel DORGE-TSG	Tretinoin	drug:3233	GSE23702	DB00755	1.84243e-05	4.49413e-05	0.496667
MYOF	26509	Novel DORGE-TSG	Dexamethasone	drug:3169	GSE34313	DB01234	2.34399e-05	0.000294281	0.566462
MYOF	26509	Novel DORGE-TSG	Cytarabine	drug:3424	GSE6930	DB00987	2.7744e-05	0.000183615	1.41397
MYOF	26509	Novel DORGE-TSG	Actinomycind	drug:3098	GSE6400		3.87655e-05	0.000217031	0.404601
MYOF	26509	Novel DORGE-TSG	3,3',4,4'-tetrachlorobiphenyl	drug:3273	GSE6878		4.34596e-05	0.00304612	1.46098
MYOF	26509	Novel DORGE-TSG	Tretinoin	drug:2828	GSE23702	DB00755	5.06308e-05	0.000115933	0.396667
MYOF	26509	Novel DORGE-TSG	Sulforaphane	drug:3445	GSE28813		9.08022e-05	0.000939533	0.865549
MYOF	26509	Novel DORGE-TSG	Cytarabine	drug:3422	GSE6930	DB00987	9.93225e-05	0.00103864	1.81536
MYOF	26509	Novel DORGE-TSG	Cycloheximide	drug:3059	GSE8597		0.000105729	0.000479558	0.331615
MYOF	26509	Novel DORGE-TSG	Foretinib	drug:2582	GSE16179		0.000178991	0.0344885	1.95023
MYOF	26509	Novel DORGE-TSG	Interferonbeta-1a	drug:3188	GSE26104	DB00060	0.000211607	0.0285511	0.980556
MYOF	26509	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	0.000331226	0.00193317	1.79222
MYOF	26509	Novel DORGE-TSG	R1881	drug:3049	GSE22606		0.000475779	0.00450685	0.74365
MYOF	26509	Novel DORGE-TSG	Phorbol12-myristate13-acetate(pma)	drug:3246	GSE45417		0.000548337	0.00368144	1.82405
MYOF	26509	Novel DORGE-TSG	Lapatinib	drug:2583	GSE38376	DB01259	0.000607929	0.0172368	0.363598
MYOF	26509	Novel DORGE-TSG	Cytarabine	drug:3374	GSE6930	DB00987	0.000612907	0.00707257	1.26439
MYOF	26509	Novel DORGE-TSG	Cisplatin	drug:3155	GSE47856	DB00515	0.000643509	0.00674585	0.270853
MYOF	26509	Novel DORGE-TSG	Plx4720	drug:2505	GSE50791		0.000650392	0.00907479	0.479668
MYOF	26509	Novel DORGE-TSG	Bisphenola	drug:2662	GSE17624		0.000668006	0.00236374	0.0275418
MYOF	26509	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	0.000693092	0.00386061	0.277923
MYOF	26509	Novel DORGE-TSG	Cisplatin	drug:3145	GSE47856	DB00515	0.000761324	0.0440545	0.38155
MYOF	26509	Novel DORGE-TSG	Estradiol	drug:2487	GSE46924	DB00783	0.000771398	0.00899187	0.53418
MYOF	26509	Novel DORGE-TSG	Lipopolysaccharide	drug:2475	GSE40885		0.0011417	0.0159941	0.40835
MYOF	26509	Novel DORGE-TSG	Lipopolysaccharide	drug:3486	GSE5504		0.00140181	0.0153072	0.43
MYOF	26509	Novel DORGE-TSG	Nitricoxide	drug:3181	GSE13887	DB00435	0.00143938	0.00389049	0.374612
MYOF	26509	Novel DORGE-TSG	Aplidin	drug:2598	GSE5681		0.00155596	0.00399114	0.548968
MYOF	26509	Novel DORGE-TSG	4-hydroxynonenal	drug:3079	GSE2397		0.00198824	0.0109887	0.115934
MYOF	26509	Novel DORGE-TSG	Mln4924	drug:2647	GSE30531		0.00237755	0.0193594	0.501112
MYOF	26509	Novel DORGE-TSG	Cisplatin	drug:3143	GSE47856	DB00515	0.00260036	0.0187823	0.370672
MYOF	26509	Novel DORGE-TSG	Doxorubicin	drug:3261	GSE6930	DB00997	0.00294364	0.0177393	0.883614
MYOF	26509	Novel DORGE-TSG	Cisplatin	drug:3153	GSE47856	DB00515	0.00308961	0.00835878	0.20233
MYOF	26509	Novel DORGE-TSG	Lapatinib	drug:2586	GSE38376	DB01259	0.00337318	0.0302379	0.285207
MYOF	26509	Novel DORGE-TSG	Imatinib	drug:2517	GSE1922	DB00619	0.00358063	0.00776028	0.179374
MYOF	26509	Novel DORGE-TSG	Estradiol	drug:2733	GSE26834	DB00783	0.00552399	0.0205659	0.652943
MYOF	26509	Novel DORGE-TSG	Argyrina	drug:3054	GSE8565		0.00699369	0.0229452	0.0827384
MYOF	26509	Novel DORGE-TSG	Bpde	drug:3379	GSE19510		0.00787461	0.016263	0.0784165
MYOF	26509	Novel DORGE-TSG	Mercury	drug:3533	GSE6907		0.0108757	0.0222015	0.490694
MYOF	26509	Novel DORGE-TSG	Cadmium	drug:3402	GSE9951		0.0225751	0.0267467	0.265649
MYOF	26509	Novel DORGE-TSG	Bexarotene	drug:2680	GSE6914	DB00307	0.0345963	0.0494757	0.266218
ITPR1	3708	Novel DORGE-TSG	Doxorubicin	drug:2720	GSE12972	DB00997	1.79125e-12	3.13213e-12	0.221978
ITPR1	3708	Novel DORGE-TSG	Resveratrol	drug:3500	GSE25412	DB02709	3.05598e-11	5.99655e-09	2.37061
ITPR1	3708	Novel DORGE-TSG	Tretinoin	drug:3233	GSE23702	DB00755	2.11849e-09	4.92886e-08	1.01
ITPR1	3708	Novel DORGE-TSG	Tretinoin	drug:2828	GSE23702	DB00755	1.4464e-08	1.88221e-07	0.733333
ITPR1	3708	Novel DORGE-TSG	Calcitriol	drug:3170	GSE5145	DB00136	2.57057e-08	6.93667e-05	1.69709
ITPR1	3708	Novel DORGE-TSG	Phorbol12-myristate13-acetate(pma)	drug:3246	GSE45417		3.20451e-08	5.19891e-06	2.03849
ITPR1	3708	Novel DORGE-TSG	Hypochlorousacid	drug:3198	GSE11630		8.87863e-08	2.1214e-06	0.171824
ITPR1	3708	Novel DORGE-TSG	Aplidin	drug:2598	GSE5681		1.23748e-06	1.95774e-05	1.28928
ITPR1	3708	Novel DORGE-TSG	Cycloheximide	drug:3059	GSE8597		1.37607e-06	1.28267e-05	0.807789
ITPR1	3708	Novel DORGE-TSG	Resveratrol	drug:3501	GSE25412	DB02709	1.58987e-06	0.000130092	1.5944
ITPR1	3708	Novel DORGE-TSG	Calcitriol	drug:3126	GSE52819		2.02493e-06	7.38937e-05	0.83785
ITPR1	3708	Novel DORGE-TSG	Dexamethasone	drug:3169	GSE34313	DB01234	2.51244e-06	5.68972e-05	1.7193
ITPR1	3708	Novel DORGE-TSG	Y15	drug:2553	GSE43452		3.97888e-06	0.000550324	0.953906
ITPR1	3708	Novel DORGE-TSG	Pd173074	drug:2578	GSE52452		7.34886e-06	0.000133589	0.5172
ITPR1	3708	Novel DORGE-TSG	Cytarabine	drug:3424	GSE6930	DB00987	2.04982e-05	0.000143818	1.18809
ITPR1	3708	Novel DORGE-TSG	Vemurafenib	drug:2508	GSE63790	DB08881	2.60209e-05	0.000288515	0.300229
ITPR1	3708	Novel DORGE-TSG	Cisplatin	drug:3153	GSE47856	DB00515	3.20432e-05	0.000288048	0.392293
ITPR1	3708	Novel DORGE-TSG	Cytarabine	drug:3422	GSE6930	DB00987	6.29554e-05	0.000744741	1.10047
ITPR1	3708	Novel DORGE-TSG	Nicotine	drug:3064	GSE6264	DB00184	7.03192e-05	0.0100462	0.234371
ITPR1	3708	Novel DORGE-TSG	Arachidonicacid	drug:3171	GSE3737	DB04557	0.000272259	0.00180513	3.00017
ITPR1	3708	Novel DORGE-TSG	Cadmium	drug:3402	GSE9951		0.000293676	0.000643903	0.182714
ITPR1	3708	Novel DORGE-TSG	Thapsigargin	drug:3236	GSE19519		0.000315134	0.00252199	0.673048
ITPR1	3708	Novel DORGE-TSG	Vanadiumpentoxide	drug:3556	GSE5339		0.000359959	0.00354143	0.280525
ITPR1	3708	Novel DORGE-TSG	Tretinoin	drug:3232	GSE23702	DB00755	0.000444714	0.00244949	1.14
ITPR1	3708	Novel DORGE-TSG	Metformin	drug:2483	GSE33612	DB00331	0.000508678	0.00306523	0.377603
ITPR1	3708	Novel DORGE-TSG	Bisphenola	drug:2663	GSE17624		0.000814645	0.00252333	0.433581
ITPR1	3708	Novel DORGE-TSG	4-hydroxynonenal	drug:3082	GSE2397		0.000944173	0.00445428	0.0176433
ITPR1	3708	Novel DORGE-TSG	Doxycycline	drug:2573	GSE11422	DB00254	0.00109812	0.0305415	0.126973
ITPR1	3708	Novel DORGE-TSG	Apratoxina	drug:3071	GSE2742		0.00113039	0.0186494	1.22311
