Gene	Gene ID	Gene type	Drug Name	CREEDS ID	GEO ID	DrugBank ID	P-value	Q-value	Log2(fold Change)
TGIF1	7050	Novel DORGE-OG	Nilotinib	drug:2528	GSE19567	DB04868	0.000267629	0.00278002	-0.867839
TGIF1	7050	Novel DORGE-OG	Vemurafenib	drug:2563	GSE37441	DB08881	0.00054238	0.0117283	-0.33682
TGIF1	7050	Novel DORGE-OG	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3043	GSE29159		0.000682448	0.0173583	-0.255122
TGIF1	7050	Novel DORGE-OG	Citalopram	drug:3292	GSE7036	DB00215	0.00085986	0.0462909	-1.55304
TGIF1	7050	Novel DORGE-OG	Trovafloxacin	drug:3036	GSE9166	DB00685	0.000883983	0.0244833	-1.35666
TGIF1	7050	Novel DORGE-OG	Lipopolysaccharide	drug:3486	GSE5504		0.00112962	0.014261	-0.271667
TGIF1	7050	Novel DORGE-OG	Estradiol	drug:2487	GSE46924	DB00783	0.00113661	0.011596	-0.378364
TGIF1	7050	Novel DORGE-OG	Bicalutamide	drug:3088	GSE7708	DB01128	0.00161395	0.0042967	-0.137345
TGIF1	7050	Novel DORGE-OG	Plx4032	drug:2557	GSE50649	DB05238	0.00218803	0.0105324	-0.393003
TGIF1	7050	Novel DORGE-OG	Bexarotene	drug:2681	GSE12791	DB00307	0.00276811	0.0119535	-0.278723
TGIF1	7050	Novel DORGE-OG	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	0.00386265	0.0172676	-0.454744
TGIF1	7050	Novel DORGE-OG	Plx4032	drug:2565	GSE24862	DB05238	0.00387417	0.0295188	-0.288
TGIF1	7050	Novel DORGE-OG	Doxorubicin	drug:2533	GSE24460	DB00997	0.00434997	0.0213032	-1.67345
TGIF1	7050	Novel DORGE-OG	Trovafloxacin	drug:2623	GSE9166	DB00685	0.00460747	0.0143068	-1.05115
TGIF1	7050	Novel DORGE-OG	Alfacalcidol	drug:3362	GSE15947	DB01436	0.00506592	0.0493255	-0.235265
TGIF1	7050	Novel DORGE-OG	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.00599531	0.0124162	-0.148056
TGIF1	7050	Novel DORGE-OG	Lapatinib	drug:3252	GSE38376	DB01259	0.00602848	0.0468231	-0.257321
TGIF1	7050	Novel DORGE-OG	Tretinoin	drug:3232	GSE23702	DB00755	0.00625213	0.0177097	-1.02867
TGIF1	7050	Novel DORGE-OG	Imatinib	drug:2526	GSE22433	DB00619	0.0076859	0.0250605	-0.223858
TGIF1	7050	Novel DORGE-OG	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		0.00834359	0.040428	-0.325489
TGIF1	7050	Novel DORGE-OG	Estradiol	drug:2731	GSE8597	DB00783	0.00868272	0.0455639	-0.246599
TGIF1	7050	Novel DORGE-OG	Vemurafenib	drug:2564	GSE37441	DB08881	0.00890055	0.029617	-0.207535
TGIF1	7050	Novel DORGE-OG	Clinafloxacin	drug:2625	GSE9166		0.00894575	0.0355175	-0.265008
TGIF1	7050	Novel DORGE-OG	Estradiol	drug:3203	GSE12446	DB00783	0.0104688	0.0457493	-0.404661
TGIF1	7050	Novel DORGE-OG	Nitricoxide	drug:3181	GSE13887	DB00435	0.0229016	0.0413295	-0.290669
TGIF1	7050	Novel DORGE-OG	Bpde	drug:3379	GSE19510		0.0285398	0.0488361	-0.0697169
BTG2	7832	Novel DORGE-OG	Cediranib	drug:2642	GSE32569		2.47771e-12	2.75467e-11	-0.0238621
BTG2	7832	Novel DORGE-OG	Estradiol	drug:2731	GSE8597	DB00783	4.20299e-09	9.07341e-07	-0.996235
BTG2	7832	Novel DORGE-OG	Thapsigargin	drug:3236	GSE19519		5.50193e-09	1.65426e-07	-0.908496
BTG2	7832	Novel DORGE-OG	Vanadiumpentoxide	drug:3554	GSE5339		7.0562e-08	0.00021619	-0.39635
BTG2	7832	Novel DORGE-OG	R1881	drug:3048	GSE22606		6.65987e-07	3.20923e-05	-2.86952
BTG2	7832	Novel DORGE-OG	Vanadiumpentoxide	drug:3556	GSE5339		2.29411e-06	0.000211972	-1.00481
BTG2	7832	Novel DORGE-OG	Vanadiumpentoxide	drug:3558	GSE5339		3.0852e-06	2.60145e-05	-0.909269
BTG2	7832	Novel DORGE-OG	Estradiol	drug:2487	GSE46924	DB00783	4.34389e-06	0.000551622	-1.8151
BTG2	7832	Novel DORGE-OG	Estradiol	drug:3063	GSE4668	DB00783	4.61606e-06	0.000420667	-1.23669
BTG2	7832	Novel DORGE-OG	Estradiol	drug:2727	GSE4668	DB00783	5.77724e-06	0.00104487	-1.20843
BTG2	7832	Novel DORGE-OG	Vanadiumpentoxide	drug:3557	GSE5339		6.65377e-06	0.000158123	-1.00621
BTG2	7832	Novel DORGE-OG	Estradiol	drug:2733	GSE26834	DB00783	1.105e-05	0.000332584	-0.856137
BTG2	7832	Novel DORGE-OG	4-hydroxynonenal	drug:3080	GSE2397		1.4685e-05	0.000279313	-0.224299
BTG2	7832	Novel DORGE-OG	Curcumin	drug:3259	GSE10896		1.95059e-05	0.00037331	-0.49487
BTG2	7832	Novel DORGE-OG	Actinomycind	drug:3098	GSE6400		2.15078e-05	0.000138849	-0.513804
BTG2	7832	Novel DORGE-OG	Tretinoin	drug:3140	GSE54464	DB00755	2.92989e-05	0.0134736	-1.23994
BTG2	7832	Novel DORGE-OG	Doxorubicin	drug:3263	GSE6930	DB00997	4.6898e-05	6.39707e-05	-0.264556
BTG2	7832	Novel DORGE-OG	Mesalazine	drug:3289	GSE38713	DB00244	6.63719e-05	0.00698217	-1.01137
BTG2	7832	Novel DORGE-OG	4-hydroxynonenal	drug:3078	GSE2397		0.000123866	0.0015055	-0.33447
BTG2	7832	Novel DORGE-OG	Vx	drug:3376	GSE33606		0.000124968	0.000898372	-0.357211
BTG2	7832	Novel DORGE-OG	Cycloheximide	drug:3059	GSE8597		0.000136021	0.000598904	-0.346208
BTG2	7832	Novel DORGE-OG	4-hydroxynonenal	drug:3082	GSE2397		0.000222128	0.00178131	-0.126137
BTG2	7832	Novel DORGE-OG	Tamoxifen	drug:2820	GSE4025	DB00675	0.000401855	0.0243499	-0.494273
BTG2	7832	Novel DORGE-OG	Estradiol	drug:3061	GSE4668	DB00783	0.000580185	0.00294302	-0.432926
BTG2	7832	Novel DORGE-OG	R1881	drug:3049	GSE22606		0.000619144	0.00544443	-1.17774
BTG2	7832	Novel DORGE-OG	Bexarotene	drug:2681	GSE12791	DB00307	0.00070604	0.00418368	-0.688597
BTG2	7832	Novel DORGE-OG	4-hydroxytamoxifen	drug:3240	GSE26298		0.000773998	0.00378719	-0.296657
BTG2	7832	Novel DORGE-OG	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		0.000944636	0.00838865	-0.450928
BTG2	7832	Novel DORGE-OG	Lysophosphatidicacid	drug:3224	GSE26309		0.00125916	0.00998037	-0.381637
BTG2	7832	Novel DORGE-OG	Estradiol	drug:3062	GSE4668	DB00783	0.0013386	0.0304444	-0.703215
BTG2	7832	Novel DORGE-OG	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		0.00148819	0.00579179	-0.280194
BTG2	7832	Novel DORGE-OG	Mk-886	drug:3192	GSE3202		0.00165223	0.00672916	-0.383596
BTG2	7832	Novel DORGE-OG	Lysophosphatidicacid	drug:3223	GSE26309		0.00169721	0.0149303	-0.450602
BTG2	7832	Novel DORGE-OG	Hypochlorousacid	drug:3198	GSE11630		0.00185004	0.00593748	-0.0372568
BTG2	7832	Novel DORGE-OG	3,3',4,4'-tetrachlorobiphenyl	drug:3273	GSE6878		0.00291315	0.0245025	-0.972436
BTG2	7832	Novel DORGE-OG	Alfacalcidol	drug:3363	GSE15947	DB01436	0.00314392	0.0323349	-0.142706
BTG2	7832	Novel DORGE-OG	Bisphenola	drug:2661	GSE17624		0.00316297	0.0086862	-0.265555
BTG2	7832	Novel DORGE-OG	Dasatinib	drug:3306	GSE59357	DB01254	0.00318569	0.00702877	-0.550479
BTG2	7832	Novel DORGE-OG	Bisphenola	drug:2663	GSE17624		0.00370048	0.00883695	-0.522855
BTG2	7832	Novel DORGE-OG	Vx	drug:3345	GSE33606		0.00376734	0.0283872	-0.234741
BTG2	7832	Novel DORGE-OG	Aminolevulinicacid	drug:2575	GSE8920	DB00855	0.00467435	0.0107863	-0.164979
BTG2	7832	Novel DORGE-OG	Doxorubicin	drug:2533	GSE24460	DB00997	0.00681424	0.0292992	-0.624878
BTG2	7832	Novel DORGE-OG	Apratoxina	drug:3070	GSE2742		0.00722591	0.0253526	-0.0134407
BTG2	7832	Novel DORGE-OG	Pioglitazone	drug:2796	GSE8157	DB01132	0.00926046	0.0267426	-0.184257
BTG2	7832	Novel DORGE-OG	Estradiol	drug:3203	GSE12446	DB00783	0.0100003	0.0441397	-1.09015
BTG2	7832	Novel DORGE-OG	Curcumin	drug:3258	GSE10896		0.0129724	0.043714	-0.078986
BTG2	7832	Novel DORGE-OG	Metformin	drug:2483	GSE33612	DB00331	0.0133896	0.0411565	-0.198113
BTG2	7832	Novel DORGE-OG	Gefitinib	drug:3474	GSE53180	DB00317	0.0144139	0.0397393	-0.936855
LMNA	4000	Novel DORGE-OG	Vemurafenib	drug:2508	GSE63790	DB08881	3.50899e-08	2.02545e-06	-0.461714
LMNA	4000	Novel DORGE-OG	Tretinoin	drug:3233	GSE23702	DB00755	4.73585e-08	3.68033e-07	-0.916667
LMNA	4000	Novel DORGE-OG	Tretinoin	drug:2828	GSE23702	DB00755	1.60568e-07	1.02911e-06	-0.766667
LMNA	4000	Novel DORGE-OG	Calcitriol	drug:3126	GSE52819		9.74344e-07	4.64315e-05	-0.85181
LMNA	4000	Novel DORGE-OG	Tretinoin	drug:3231	GSE23702	DB00755	1.47676e-06	2.17045e-05	-0.963333
LMNA	4000	Novel DORGE-OG	Bisphenola	drug:2662	GSE17624		2.6426e-06	2.6986e-05	-0.14216
LMNA	4000	Novel DORGE-OG	Calcitriol	drug:3129	GSE52819		3.97498e-06	0.000226138	-0.605033
LMNA	4000	Novel DORGE-OG	Nickel	drug:3531	GSE6907		6.66502e-06	4.83611e-05	-0.417262
LMNA	4000	Novel DORGE-OG	Interferongamma-1b	drug:2476	GSE5542	DB00033	2.20473e-05	0.000124289	-0.0816344
LMNA	4000	Novel DORGE-OG	Lipopolysaccharide	drug:3594	GSE3140		2.52333e-05	0.00317335	-1.26508
LMNA	4000	Novel DORGE-OG	Y15	drug:2554	GSE43452		2.91935e-05	0.00120345	-0.485353
LMNA	4000	Novel DORGE-OG	Plx4720	drug:2506	GSE50791		4.98607e-05	0.00146136	-0.519558
LMNA	4000	Novel DORGE-OG	Cisplatin	drug:3148	GSE47856	DB00515	5.24209e-05	0.00238032	-0.726283
LMNA	4000	Novel DORGE-OG	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		6.031e-05	0.000584757	-0.29806
LMNA	4000	Novel DORGE-OG	Pioglitazone	drug:2796	GSE8157	DB01132	6.96546e-05	0.000518387	-0.268681
LMNA	4000	Novel DORGE-OG	Celecoxib	drug:2501	GSE54657	DB00482	0.00012348	0.00250716	-0.245031
LMNA	4000	Novel DORGE-OG	Lipopolysaccharide	drug:3595	GSE3140		0.000460566	0.0426925	-1.5038
LMNA	4000	Novel DORGE-OG	Tretinoin	drug:3232	GSE23702	DB00755	0.000532091	0.00278317	-1.28333
LMNA	4000	Novel DORGE-OG	Plx4720	drug:2507	GSE50791		0.000602565	0.0126968	-0.42874
LMNA	4000	Novel DORGE-OG	Plx4032	drug:2566	GSE24862	DB05238	0.00109562	0.0470881	-0.26
LMNA	4000	Novel DORGE-OG	Adenosinetriphosphate	drug:3220	GSE30903		0.00114331	0.00614434	-0.371136
LMNA	4000	Novel DORGE-OG	Plx4720	drug:2505	GSE50791		0.00131606	0.0154639	-0.412832
LMNA	4000	Novel DORGE-OG	Vx	drug:3376	GSE33606		0.00134593	0.0058985	-0.242286
LMNA	4000	Novel DORGE-OG	Etanercept	drug:2605	GSE41663	DB00005	0.00196758	0.0192803	-0.530115
LMNA	4000	Novel DORGE-OG	Cisplatin	drug:3155	GSE47856	DB00515	0.00199326	0.0135854	-0.120823
LMNA	4000	Novel DORGE-OG	Puromycin,ec50,3d	drug:3269	GSE6930		0.00224697	0.0197448	-0.301592
LMNA	4000	Novel DORGE-OG	Cediranib	drug:2642	GSE32569		0.00234178	0.00338405	-0.0803098
LMNA	4000	Novel DORGE-OG	Azacitidine	drug:2545	GSE29077	DB00928	0.00301624	0.0405369	-1.05855
LMNA	4000	Novel DORGE-OG	Isotretinoin	drug:2772	GSE10432	DB00982	0.0037636	0.00995405	-0.144978
LMNA	4000	Novel DORGE-OG	Gefitinib	drug:3474	GSE53180	DB00317	0.00683544	0.0223627	-0.938581
LMNA	4000	Novel DORGE-OG	Vemurafenib	drug:2495	GSE42872		0.00995852	0.0200149	-0.174467
LMNA	4000	Novel DORGE-OG	Bisphenola	drug:2663	GSE17624		0.0109605	0.0220764	-0.441294
LMNA	4000	Novel DORGE-OG	4-hydroxynonenal	drug:3078	GSE2397		0.0131865	0.0412148	-0.14077
LMNA	4000	Novel DORGE-OG	Bexarotene	drug:2681	GSE12791	DB00307	0.0138654	0.0411264	-0.313685
LMNA	4000	Novel DORGE-OG	Interferonbeta-1a	drug:3187	GSE26104	DB00060	0.016129	0.0388782	-0.136389
LMNA	4000	Novel DORGE-OG	Argyrina	drug:3054	GSE8565		0.0182356	0.0470616	-0.195197
LMNA	4000	Novel DORGE-OG	Puromycin,ec50,1d	drug:3268	GSE6930		0.0182694	0.032645	-0.263417
LMNA	4000	Novel DORGE-OG	Puromycin,ec50,5d	drug:3270	GSE6930		0.023236	0.0381992	-0.409443
ZFR	51663	Novel DORGE-OG	Tretinoin	drug:3233	GSE23702	DB00755	8.53588e-09	1.15947e-07	-0.893333
ZFR	51663	Novel DORGE-OG	Tretinoin	drug:2828	GSE23702	DB00755	1.62335e-08	2.02076e-07	-0.806667
ZFR	51663	Novel DORGE-OG	Bexarotene	drug:2680	GSE6914	DB00307	2.46077e-07	3.23548e-06	-0.518603
ZFR	51663	Novel DORGE-OG	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	drug:3527	GSE6907		3.16429e-07	8.25715e-06	-0.744847
ZFR	51663	Novel DORGE-OG	Imatinib	drug:2764	GSE24493	DB00619	1.08457e-06	1.56299e-05	-0.0941853
ZFR	51663	Novel DORGE-OG	Dasatinib	drug:3306	GSE59357	DB01254	1.13811e-06	6.84288e-06	-0.247312
ZFR	51663	Novel DORGE-OG	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		1.79183e-06	2.92161e-05	-0.487372
ZFR	51663	Novel DORGE-OG	Puromycin,ec50,5d	drug:3270	GSE6930		3.91007e-06	2.18328e-05	-0.584319
ZFR	51663	Novel DORGE-OG	Actinomycind	drug:3098	GSE6400		6.54493e-06	5.76271e-05	-0.383549
ZFR	51663	Novel DORGE-OG	Tretinoin	drug:3231	GSE23702	DB00755	7.00626e-06	5.84422e-05	-0.69
ZFR	51663	Novel DORGE-OG	Cetuximab	drug:3136	GSE61495	DB00002	9.61754e-06	0.000405308	-0.837388
ZFR	51663	Novel DORGE-OG	Naturalalphainterferon	drug:2474	GSE5542	DB05258	1.25967e-05	7.90752e-05	-0.457657
ZFR	51663	Novel DORGE-OG	Cediranib	drug:2642	GSE32569		2.05789e-05	4.20579e-05	-0.302192
ZFR	51663	Novel DORGE-OG	Chromium	drug:3534	GSE6907		9.34792e-05	0.00049299	-0.280944
ZFR	51663	Novel DORGE-OG	Imatinib	drug:2517	GSE1922	DB00619	0.00011448	0.000464885	-0.320797
ZFR	51663	Novel DORGE-OG	Etanercept	drug:2610	GSE11903	DB00005	0.000203567	0.00174205	-0.388878
ZFR	51663	Novel DORGE-OG	Fgfr-specificpd173074inhibitor	drug:3244	GSE52452		0.000836813	0.00407893	-0.249633
ZFR	51663	Novel DORGE-OG	Vemurafenib	drug:2495	GSE42872		0.000874175	0.00251308	-0.266133
ZFR	51663	Novel DORGE-OG	R1881	drug:3048	GSE22606		0.00093503	0.00520109	-0.335811
ZFR	51663	Novel DORGE-OG	Curcumin	drug:3259	GSE10896		0.000976923	0.00484378	-0.259024
ZFR	51663	Novel DORGE-OG	Cisplatin	drug:3155	GSE47856	DB00515	0.00104024	0.00913625	-0.223643
ZFR	51663	Novel DORGE-OG	Isotretinoin	drug:2772	GSE10432	DB00982	0.00117914	0.0039256	-0.274988
ZFR	51663	Novel DORGE-OG	Tretinoin	drug:3232	GSE23702	DB00755	0.0012957	0.00533912	-0.486667
ZFR	51663	Novel DORGE-OG	Doxorubicin	drug:3262	GSE6930	DB00997	0.00178389	0.00550817	-0.417386
ZFR	51663	Novel DORGE-OG	Lapatinib	drug:2584	GSE38376	DB01259	0.00235521	0.0175727	-0.302062
ZFR	51663	Novel DORGE-OG	4-hydroxynonenal	drug:3082	GSE2397		0.00244026	0.00853518	-0.225058
ZFR	51663	Novel DORGE-OG	Androstanolone	drug:3411	GSE7868		0.00246628	0.00833209	-0.136732
ZFR	51663	Novel DORGE-OG	4-hydroxynonenal	drug:3080	GSE2397		0.00270728	0.009965	-0.0995756
ZFR	51663	Novel DORGE-OG	Alfacalcidol	drug:3364	GSE15947	DB01436	0.00494145	0.0351486	-0.198159
ZFR	51663	Novel DORGE-OG	Nitricoxide	drug:3181	GSE13887	DB00435	0.00521968	0.0116576	-0.298938
ZFR	51663	Novel DORGE-OG	4-hydroxytamoxifen	drug:3240	GSE26298		0.00542246	0.0167492	-0.219122
ZFR	51663	Novel DORGE-OG	Cisplatin	drug:3159	GSE47856	DB00515	0.00572034	0.0275318	-0.19126
ZFR	51663	Novel DORGE-OG	Puromycin,ec50,3d	drug:3269	GSE6930		0.00616629	0.0372496	-0.350166
ZFR	51663	Novel DORGE-OG	Cisplatin	drug:3153	GSE47856	DB00515	0.00736149	0.0167689	-0.08737
ZFR	51663	Novel DORGE-OG	Trovafloxacin	drug:3036	GSE9166	DB00685	0.00855259	0.0433964	-0.824045
ZFR	51663	Novel DORGE-OG	Resveratrol	drug:3500	GSE25412	DB02709	0.00871715	0.0278285	-0.27556
ZFR	51663	Novel DORGE-OG	Imatinib	drug:2519	GSE1922	DB00619	0.00899771	0.0202101	-0.154964
ZFR	51663	Novel DORGE-OG	Mk-886	drug:3192	GSE3202		0.00972489	0.0263073	-0.128079
ZFR	51663	Novel DORGE-OG	Cytarabine	drug:3374	GSE6930	DB00987	0.00981336	0.0409736	-0.462427
ZFR	51663	Novel DORGE-OG	Nickel	drug:3531	GSE6907		0.0169047	0.0290062	-0.247509
ZFR	51663	Novel DORGE-OG	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3042	GSE29159		0.0182804	0.0434688	-0.038894
