Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Mitophagy	6/65	4.333773142010355E-4	0.006674010638695947	0	0	6.133401482238693	47.496458864438786	JUN;CSNK2A1;TFEB;AMBRA1;FOXO3;BCL2L1
Fc gamma R-mediated phagocytosis	7/91	4.4863323063759966E-4	0.006579954049351461	0	0	5.111167901865577	39.403551557887475	CDC42;GSN;PTPRC;PIK3R2;WASL;ASAP2;WASF2
Human papillomavirus infection	14/330	5.09951343687627E-4	0.0071393188116267775	0	0	2.8188865398167726	21.370529221511685	PDGFRB;MAML2;CSNK1A1;TNC;PIK3R2;HLA-A;PPP2R5C;VEGFA;CDC42;COL2A1;CCND2;PKM;FAS;SOS1
Kaposi sarcoma-associated herpesvirus infection	10/186	5.347230314538692E-4	0.007160638855990944	0	0	3.572321651841532	26.913019838307164	JUN;PPP3CB;GNB1;PDGFB;NFATC2;FAS;PIK3R2;HLA-A;CALM2;VEGFA
Cellular senescence	9/160	7.295769994657282E-4	0.009362904826476845	0	0	3.737541528239203	26.996433056895942	PPP3CB;CCND2;NFATC2;CACNA1D;PIK3R2;HLA-A;FOXO3;ETS1;CALM2
Natural killer cell mediated cytotoxicity	8/131	8.385963382527726E-4	0.010331506887274158	0	0	4.057721082397099	28.744007870913894	PPP3CB;SHC1;NFATC2;FAS;PIK3R2;FYN;HLA-A;SOS1
Glioma	6/75	9.320970744616781E-4	0.011041765343622957	0	0	5.3156146179401995	37.0927499883319	PDGFRB;SHC1;PDGFB;PIK3R2;SOS1;CALM2
Proteoglycans in cancer	10/201	9.721432149594391E-4	0.011089633711389157	0	0	3.3057304837936567	22.928571176886763	CDC42;CAV1;FAS;MSN;PIK3R2;FLNB;FLNC;SOS1;ACTB;VEGFA
Rap1 signaling pathway	10/206	0.001170757772063424	0.012878335492697663	0	0	3.225494307002548	21.772422253939546	PDGFRB;CDC42;PDGFB;RAPGEF1;PIK3R2;CALM2;ACTB;RAPGEF3;GNAI2;VEGFA
Measles	8/138	0.0011753969605451109	0.012483526339582557	0	0	3.851894650681304	25.98545659272525	JUN;CCND2;CSNK2A1;CD28;MSN;FAS;PIK3R2;BCL2L1
Human immunodeficiency virus 1 infection	10/212	0.001451621365207194	0.014903312682793858	0	0	3.1342067322760614	20.482273441825985	JUN;PPP3CB;GNB1;NFATC2;FAS;PIK3R2;HLA-A;CALM2;GNAI2;BCL2L1
Leukocyte transendothelial migration	7/112	0.00153732908833982	0.015274108361569826	0	0	4.152823920265781	26.90078374799818	CDC42;MSN;PIK3R2;ARHGAP35;ACTB;RAPGEF3;GNAI2
Adrenergic signaling in cardiomyocytes	8/145	0.001612257114698606	0.015517974728974083	0	0	3.6659411158208273	23.57244182722663	TPM3;ATP2A2;CACNA1D;PPP2R5C;ATP1A1;CALM2;RAPGEF3;GNAI2
Alcoholism	9/180	0.0016668467501400712	0.015557236334640664	0	0	3.322259136212625	21.25189903976443	H3F3B;SHC1;GNB1;SOS1;CALM2;HIST1H2AC;HIST1H2BD;HDAC7;GNAI2
Axon guidance	9/181	0.001731472734558098	0.015685105948349827	0	0	3.303904113360621	21.008809114616973	CDC42;PPP3CB;RGS3;NFATC2;PLXNB2;PIK3R2;FYN;NGEF;GNAI2
Phospholipase D signaling pathway	8/148	0.0018349093394347496	0.016147202187025797	0	0	3.591631498608243	22.630008817450747	PDGFRB;SHC1;PDGFB;PIK3R2;FYN;SOS1;DGKZ;RAPGEF3
VEGF signaling pathway	5/59	0.0019247473788213917	0.01646728312991635	0	0	5.630947688495974	35.21009376448634	CDC42;PPP3CB;NFATC2;PIK3R2;VEGFA
Viral myocarditis	5/59	0.0019247473788213917	0.016022221423702396	0	0	5.630947688495974	35.21009376448634	CAV1;CD28;FYN;HLA-A;ACTB
Transcriptional misregulation in cancer	9/186	0.002085373126198243	0.016902497970238392	0	0	3.2150894866573787	19.846128439609185	NTRK1;CCND2;H3F3B;ZBTB16;PRCC;REL;JMJD1C;TCF3;BCL2L1
Human cytomegalovirus infection	10/225	0.002249468504902664	0.017765033320769757	0	0	2.953119232189	18.005349016503267	PPP3CB;GNB1;NFATC2;FAS;PIK3R2;HLA-A;SOS1;CALM2;GNAI2;VEGFA
Oocyte meiosis	7/125	0.002869898725520702	0.022098220186509407	0	0	3.72093023255814	21.780385254356222	YWHAE;PPP3CB;PPP2R5C;CPEB2;CALM2;YWHAZ;YWHAG
Hippo signaling pathway	8/160	0.0029787058675907908	0.02237661968824301	0	0	3.322259136212625	19.323144004681158	YWHAE;CCND2;TEAD1;YWHAZ;ACTB;YWHAG;SMAD7;TEAD3
Prostate cancer	6/97	0.0034767718804795864	0.025496327123516967	0	0	4.110011302531082	23.269449749989903	PDGFRB;HSP90AA1;HSP90AB1;PDGFB;PIK3R2;SOS1
Relaxin signaling pathway	7/130	0.0035690242219501263	0.025564173496759046	0	0	3.5778175313059037	20.162658489216856	JUN;SHC1;GNB1;PIK3R2;SOS1;GNAI2;VEGFA
Hepatocellular carcinoma	8/168	0.004006943109322478	0.028048601765257343	0	0	3.1640563202024996	17.464725977700077	SMARCD1;SMARCD2;SHC1;CSNK1A1;PIK3R2;SOS1;ACTB;BCL2L1
Prolactin signaling pathway	5/70	0.00407054943049326	0.02786064943537609	0	0	4.746084480303749	26.12234121229937	CCND2;SHC1;PIK3R2;SOS1;FOXO3
Tight junction	8/170	0.0043023269104529565	0.028806884530858928	0	0	3.1268321282001175	17.03685522198579	CDC42;JUN;MSN;MYH9;CACNA1D;WASL;ARHGEF2;ACTB
B cell receptor signaling pathway	5/71	0.004326122115270134	0.028349906627727683	0	0	4.679238220017782	25.469485394375063	PPP3CB;JUN;NFATC2;PIK3R2;SOS1
Alzheimer disease	8/171	0.004456165767164143	0.02859373033930325	0	0	3.108546560198947	16.828012904072494	PPP3CB;LRP1;ATP2A2;FAS;CACNA1D;NDUFV2;CALM2;RTN4
C-type lectin receptor signaling pathway	6/104	0.004894301696772507	0.030764182093998615	0	0	3.8333759263991825	20.392347315128802	JUN;PPP3CB;BCL3;NFATC2;PIK3R2;CALM2
Chronic myeloid leukemia	5/76	0.005777756625314691	0.0355909808119385	0	0	4.371393600279769	22.529025173749158	CTBP2;SHC1;PIK3R2;SOS1;BCL2L1
Human T-cell leukemia virus 1 infection	9/219	0.006101890191257439	0.0368506309589665	0	0	2.7306239475720204	13.923879365719602	JUN;PPP3CB;CCND2;NFATC2;PIK3R2;HLA-A;TCF3;ETS1;BCL2L1
RNA degradation	5/79	0.006797079056658233	0.04025962210482184	0	0	4.2053913116615504	20.990211150909428	CNOT4;BTG2;BTG1;TOB2;TOB1
Chemokine signaling pathway	8/190	0.008262139588655217	0.04801394326992088	0	0	2.7976919041790524	13.417930952651075	CDC42;SHC1;GNB1;PIK3R2;WASL;FOXO3;SOS1;GNAI2
Oxytocin signaling pathway	7/153	0.008566563189288562	0.04886113819075698	0	0	3.0399756801945585	14.469945751309924	JUN;PPP3CB;NFATC2;CACNA1D;CALM2;ACTB;GNAI2
Hypertrophic cardiomyopathy (HCM)	5/85	0.009201167296735889	0.05152653686172098	0	0	3.908540160250147	18.324897099455743	TPM3;LMNA;ATP2A2;CACNA1D;ACTB
Wnt signaling pathway	7/158	0.010121455402339276	0.05566800471286602	0	0	2.9437739181630853	13.521041539601777	JUN;PPP3CB;CCND2;CSNK2A1;CTBP2;CSNK1A1;NFATC2
JAK-STAT signaling pathway	7/162	0.011506103104426036	0.06217332905549507	0	0	2.8710881424059718	12.819057363348225	PDGFRB;CCND2;PDGFB;PIK3R2;SOS1;MCL1;BCL2L1
Dilated cardiomyopathy (DCM)	5/91	0.01213538947077477	0.06444310270687291	0	0	3.6508342156182687	16.106127361131584	TPM3;LMNA;ATP2A2;CACNA1D;ACTB
Osteoclast differentiation	6/127	0.012548368016682503	0.06550673473115612	0	0	3.139142490909567	13.743682717570636	JUN;PPP3CB;NFATC2;PIK3R2;FYN;FOSL2
GnRH signaling pathway	5/93	0.013239656568822537	0.06796357038662236	0	0	3.572321651841532	15.448643116923442	CDC42;JUN;CACNA1D;SOS1;CALM2
Dopaminergic synapse	6/131	0.014442080641736623	0.07292066946975213	0	0	3.0432908117978243	12.89627673800103	PPP3CB;GNB1;CACNA1D;PPP2R5C;CALM2;GNAI2
Influenza A	7/171	0.015114961551137614	0.07508722835081268	0	0	2.7199782401740786	11.402339710347665	NXF1;JUN;HNRNPUL1;FAS;PIK3R2;PRSS3;ACTB
cAMP signaling pathway	8/212	0.015248871868062194	0.07455004024385961	0	0	2.5073653858208487	10.488935634751682	JUN;ATP2A2;PIK3R2;CACNA1D;ATP1A1;CALM2;RAPGEF3;GNAI2
Central carbon metabolism in cancer	4/65	0.016602793058245118	0.07990094159280463	0	0	4.088934321492461	16.75720660874987	PDGFRB;NTRK1;PKM;PIK3R2
Shigellosis	4/65	0.016602793058245118	0.07867169633753071	0	0	4.088934321492461	16.75720660874987	CDC42;WASL;WASF2;ACTB
Progesterone-mediated oocyte maturation	5/99	0.016954123467433302	0.07911924284802208	0	0	3.3558173093056816	13.682486668434073	HSP90AA1;HSP90AB1;PIK3R2;CPEB2;GNAI2
Insulin signaling pathway	6/137	0.01764232610115593	0.08110203640531383	0	0	2.9100080025220074	11.749024532197907	PTPN1;SHC1;RAPGEF1;PIK3R2;SOS1;CALM2
Amphetamine addiction	4/68	0.019289082775460372	0.08736819845355581	0	0	3.908540160250147	15.431760806798707	PPP3CB;JUN;CACNA1D;CALM2
Allograft rejection	3/38	0.01930948752490861	0.08619307474886742	0	0	5.245672320335723	20.705501253312473	CD28;FAS;HLA-A
Renin secretion	4/69	0.020240662044241794	0.08905891299466388	0	0	3.851894650681304	15.022626897403176	PPP3CB;CACNA1D;CALM2;GNAI2
Th17 cell differentiation	5/107	0.02289864935309886	0.099334985926119	0	0	3.1049150805725465	11.726262459637248	JUN;PPP3CB;HSP90AA1;HSP90AB1;NFATC2
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	4/72	0.023266737596604622	0.099529933052142	0	0	3.6913990402362495	13.882356992698037	LMNA;ATP2A2;CACNA1D;ACTB
Graft-versus-host disease	3/41	0.023612663951930905	0.09962603420814684	0	0	4.8618426383599385	18.212326891210925	CD28;FAS;HLA-A
TNF signaling pathway	5/110	0.025435211758419854	0.10586547596747722	0	0	3.0202355783751136	11.089159695767174	JUN;BCL3;DAB2IP;FAS;PIK3R2
Non-alcoholic fatty liver disease (NAFLD)	6/149	0.02543670075848932	0.1044600511148628	0	0	2.675644941916208	9.823796925915737	CDC42;MLXIP;JUN;FAS;PIK3R2;NDUFV2
Gastric acid secretion	4/75	0.026553487669374175	0.10761150266009534	0	0	3.5437430786268	12.858805502050295	ATP1A1;CALM2;ACTB;GNAI2
Pancreatic cancer	4/75	0.026553487669374175	0.1062139506774967	0	0	3.5437430786268	12.858805502050295	CDC42;PIK3R2;VEGFA;BCL2L1
Type I diabetes mellitus	3/43	0.026746062715563793	0.10561265790248267	0	0	4.635710422622267	16.787613403430075	CD28;FAS;HLA-A
Cholinergic synapse	5/112	0.02722240697553623	0.1061329284615843	0	0	2.9663028001898435	10.689709477160143	GNB1;CACNA1D;PIK3R2;FYN;GNAI2
Carbohydrate digestion and absorption	3/44	0.028391959556858765	0.10930904429390624	0	0	4.53035336756267	16.135529846396015	PIK3R2;CACNA1D;ATP1A1
Glutamatergic synapse	5/114	0.02908765115656453	0.11060489575582563	0	0	2.9142624001865127	10.309032912954901	PPP3CB;GNB1;CACNA1D;DLGAP1;GNAI2
Hepatitis C	6/155	0.030078682284162668	0.11297846516490367	0	0	2.572071589325903	9.012380892686792	YWHAE;FAS;PIK3R2;SOS1;YWHAZ;YWHAG
Cardiac muscle contraction	4/78	0.030104784257565534	0.11171413917265284	0	0	3.407445267910384	11.936523296443388	TPM3;ATP2A2;CACNA1D;ATP1A1
Thyroid hormone signaling pathway	5/116	0.031031819650412074	0.11378333871817761	0	0	2.8640164967350215	9.945990836839265	NCOA2;ATP2A2;PIK3R2;ATP1A1;ACTB
Type II diabetes mellitus	3/46	0.03184146569635426	0.11537848746443662	0	0	4.333381482016467	14.937104806681324	PKM;PIK3R2;CACNA1D
Hedgehog signaling pathway	3/47	0.03364469892432977	0.12049496824062292	0	0	4.241181876016117	14.385663833954556	CCND2;CSNK1A1;SUFU
Sphingolipid signaling pathway	5/119	0.03409777224491116	0.12071395231531767	0	0	2.7918144001786764	9.432209796164114	SGMS1;PIK3R2;FYN;PPP2R5C;GNAI2
Hepatitis B	6/163	0.037085258145801006	0.1297984035103035	0	0	2.445834946905	8.057890653801708	JUN;NFATC2;FAS;PIK3R2;SOS1;YWHAZ
MicroRNAs in cancer	9/299	0.037833036502649034	0.1309278117170326	0	0	2.0000222224691386	6.549217922097077	PDGFRB;CCND2;SHC1;PDGFB;TNC;PIK3R2;SOS1;VEGFA;MCL1
Protein processing in endoplasmic reticulum	6/165	0.03898685558353674	0.13342168355254796	0	0	2.4161884627000907	7.83939770699261	HSP90AA1;HSP90AB1;UBE2D3;DNAJB12;UBE2G1;UBQLN4
ErbB signaling pathway	4/85	0.03943430907997085	0.13346996919374748	0	0	3.1268321282001175	10.10942052847572	JUN;SHC1;PIK3R2;SOS1
Platelet activation	5/124	0.03961242295879298	0.13261550294900257	0	0	2.679241238881149	8.650231751254163	PIK3R2;FYN;ARHGAP35;ACTB;GNAI2
Amyotrophic lateral sclerosis (ALS)	3/51	0.04137497524507064	0.13702679973636298	0	0	3.908540160250147	12.449009355448657	PPP3CB;DAXX;BCL2L1
Gap junction	4/88	0.04388286845842652	0.14378642005526987	0	0	3.0202355783751136	9.441954923562259	PDGFRB;PDGFB;SOS1;GNAI2
Autoimmune thyroid disease	3/53	0.045546097336221385	0.1476652418900651	0	0	3.7610480787312732	11.617991616466005	CD28;FAS;HLA-A
mRNA surveillance pathway	4/91	0.04860167538268786	0.15593037518612354	0	0	2.9206673724946155	8.83238224460605	NXF1;ETF1;MSI2;PPP2R5C
Th1 and Th2 cell differentiation	4/92	0.05023450844908953	0.15950751136411934	0	0	2.888920988010978	8.640915987705643	PPP3CB;JUN;MAML2;NFATC2
Apelin signaling pathway	5/137	0.05636244031742336	0.1771390981404734	0	0	2.425006668768339	6.9742034923521805	MEF2B;GNB1;CALM2;MEF2D;GNAI2
Endometrial cancer	3/58	0.056841217218127134	0.17683934245639554	0	0	3.4368197960820255	9.855058636155745	PIK3R2;SOS1;FOXO3
Circadian entrainment	4/97	0.058845037367459496	0.18124271509177525	0	0	2.7400075350207214	7.762024250813939	GNB1;CACNA1D;CALM2;GNAI2
Lysine degradation	3/59	0.05924525489248379	0.18066869808797037	0	0	3.3785686130975847	9.548070009719376	NSD1;SETD1B;ASH1L
Aldosterone synthesis and secretion	4/98	0.06065580324459632	0.1831567392091732	0	0	2.7120482744592853	7.600623673482123	NR4A2;CACNA1D;ATP1A1;CALM2
Phosphatidylinositol signaling system	4/99	0.06249587569053519	0.18688087099694017	0	0	2.6846538474445456	7.443618143880225	PIK3R2;DGKZ;CALM2;PIK3C2B
AGE-RAGE signaling pathway in diabetic complications	4/100	0.06436513133938128	0.19061981204355224	0	0	2.6578073089700998	7.290852442079058	CDC42;JUN;PIK3R2;VEGFA
Calcium signaling pathway	6/188	0.06532351412577134	0.19161564143559592	0	0	2.1205909380080583	5.785827130221883	PDGFRB;PPP3CB;STIM2;ATP2A2;CACNA1D;CALM2
Phototransduction	2/28	0.0660371786296137	0.19188161337661339	0	0	4.746084480303749	12.897661998038796	GNB1;CALM2
Chagas disease (American trypanosomiasis)	4/103	0.07014663799094506	0.20191742524496334	0	0	2.5803954456020386	6.856542656089703	JUN;FAS;PIK3R2;GNAI2
Breast cancer	5/147	0.07163490062868491	0.20429212401513847	0	0	2.2600402287160715	5.957856769559966	JUN;SHC1;CSNK1A1;PIK3R2;SOS1
Endocytosis	7/244	0.07661664150078709	0.21649473011231582	0	0	1.9062142584826536	4.896951913577742	CDC42;CAPZB;CAV1;HLA-A;WASL;ASAP2;SH3GL1
Acute myeloid leukemia	3/66	0.0773630192387484	0.2166164538684955	0	0	3.0202355783751136	7.7295270316411875	ZBTB16;PIK3R2;SOS1
Non-small cell lung cancer	3/66	0.0773630192387484	0.21466495428409466	0	0	3.0202355783751136	7.7295270316411875	PIK3R2;SOS1;FOXO3
Long-term potentiation	3/67	0.0801285197728856	0.2203534293754354	0	0	2.9751574354142907	7.509664609064449	PPP3CB;CALM2;RAPGEF3
Fc epsilon RI signaling pathway	3/68	0.08293649617852293	0.22605699843349614	0	0	2.9314051201876103	7.298260905740437	PIK3R2;FYN;SOS1
Serotonergic synapse	4/113	0.09125040106826758	0.24653617130724925	0	0	2.352041866345221	5.631136074466845	GNB1;CACNA1D;RAPGEF3;GNAI2
Melanoma	3/72	0.094580240308951	0.25331055665353835	0	0	2.7685492801771874	6.529088319403974	PDGFRB;PDGFB;PIK3R2
p53 signaling pathway	3/72	0.094580240308951	0.2511268449582492	0	0	2.7685492801771874	6.529088319403974	CCND2;FAS;BCL2L1
Aldosterone-regulated sodium reabsorption	2/37	0.10668480696850643	0.28084547475470073	0	0	3.591631498608243	8.037627802769851	PIK3R2;ATP1A1
Thyroid cancer	2/37	0.10668480696850643	0.27846542835847443	0	0	3.591631498608243	8.037627802769851	NTRK1;TPM3
Pertussis	3/76	0.10685095490950958	0.276555412706966	0	0	2.6228361601678616	5.865501906820914	JUN;CALM2;GNAI2
AMPK signaling pathway	4/120	0.10762002754101373	0.27622473735526853	0	0	2.2148394241417497	4.937206022172949	RAB14;PIK3R2;PPP2R5C;FOXO3
Antigen processing and presentation	3/77	0.11001147831428226	0.2800292175272639	0	0	2.588773352892954	5.713864357739061	HSP90AA1;HSP90AB1;HLA-A
Cell cycle	4/124	0.11752789579337745	0.29670976970787094	0	0	2.143392991104919	4.589174927806214	YWHAE;CCND2;YWHAZ;YWHAG
Autophagy	4/128	0.12781692930923405	0.3200619042865373	0	0	2.0764119601328903	4.27150390075437	VMP1;PIK3R2;AMBRA1;BCL2L1
NOD-like receptor signaling pathway	5/178	0.1316040163769317	0.3268873955168949	0	0	1.8664377169733846	3.7850568161840408	JUN;HSP90AA1;HSP90AB1;TP53BP1;BCL2L1
FoxO signaling pathway	4/132	0.13846860952033385	0.3411866538581026	0	0	2.013490385583409	3.9808952483749445	CCND2;PIK3R2;FOXO3;SOS1
Colorectal cancer	3/86	0.13997987107747623	0.3421730181893863	0	0	2.3178552113111337	4.55749821075773	JUN;PIK3R2;SOS1
Systemic lupus erythematosus	4/133	0.1411859391512061	0.3424036949493818	0	0	1.9983513601278944	3.9121275746781508	H3F3B;CD28;HIST1H2AC;HIST1H2BD
Spliceosome	4/134	0.1439244165182491	0.3463181272470369	0	0	1.9834382902761938	3.844829677188632	HNRNPM;TRA2B;HNRNPU;PRPF40B
GABAergic synapse	3/89	0.150523250663265	0.35938884654484976	0	0	2.2397252603680617	4.2412282293521155	GNB1;CACNA1D;GNAI2
Ubiquitin mediated proteolysis	4/137	0.15226359578934556	0.3607475961778341	0	0	1.9400053350146713	3.651365671159506	UBE2H;UBE2D3;UBE2G1;SAE1
Protein digestion and absorption	3/90	0.15409306206855333	0.36229513829858345	0	0	2.2148394241417497	4.142189501522174	COL2A1;ATP1A1;PRSS3
Rheumatoid arthritis	3/91	0.15768936065901648	0.3679418415377051	0	0	2.1905005293709614	4.046135415989888	JUN;CD28;VEGFA
Notch signaling pathway	2/48	0.16275245520694953	0.37690042258451467	0	0	2.7685492801771874	5.026370188954211	CTBP2;MAML2
IL-17 signaling pathway	3/93	0.1649585780056359	0.37915852258011834	0	0	2.143392991104919	3.8625246575673717	HSP90AA1;JUN;HSP90AB1
Cocaine addiction	2/49	0.16808630896746868	0.3834858011998545	0	0	2.7120482744592853	4.836335175662326	JUN;GNAI2
Pancreatic secretion	3/98	0.18354566527915916	0.4156769478380958	0	0	2.034036205844464	3.4482848708526097	ATP2A2;ATP1A1;PRSS3
Retrograde endocannabinoid signaling	4/148	0.18430465046513805	0.41434914119169725	0	0	1.7958157493041216	3.037021067609987	GNB1;CACNA1D;NDUFV2;GNAI2
Epstein-Barr virus infection	5/201	0.1868492839766372	0.41702593815075545	0	0	1.6528652418968284	2.772603684457752	JUN;CCND2;FAS;PIK3R2;HLA-A
Gastric cancer	4/149	0.18732170040283824	0.4150725447775121	0	0	1.7837632946108053	2.987674761405483	SHC1;CSNK1A1;PIK3R2;SOS1
HIF-1 signaling pathway	3/100	0.19113146296985292	0.42048921853367643	0	0	1.9933554817275747	3.2985922921527795	ARNT;PIK3R2;VEGFA
Inflammatory mediator regulation of TRP channels	3/100	0.19113146296985292	0.4175070254944305	0	0	1.9933554817275747	3.2985922921527795	NTRK1;PIK3R2;CALM2
Regulation of lipolysis in adipocytes	2/55	0.2006382307562371	0.4351871484008523	0	0	2.4161884627000907	3.8810071629783645	PIK3R2;GNAI2
Glucagon signaling pathway	3/103	0.20265472683762137	0.43648710395795376	0	0	1.935296584201529	3.0892202710377323	PPP3CB;PKM;CALM2
Parathyroid hormone synthesis, secretion and action	3/106	0.21433531027081182	0.45843941363479196	0	0	1.8805240393656366	2.896408737785935	NR4A2;MEF2D;GNAI2
Insulin resistance	3/108	0.22220094744331187	0.47198546077613834	0	0	1.8456995201181248	2.7762516387309013	MLXIP;PTPN1;PIK3R2
Necroptosis	4/162	0.2278702624389881	0.4807126084329338	0	0	1.6406217956605553	2.426444914275737	HSP90AA1;HSP90AB1;FAS;HIST1H2AC
One carbon pool by folate	1/20	0.2617203673439697	0.5483664839587937	0	0	3.322259136212625	4.453417426595877	MTHFR
Thermogenesis	5/231	0.26878424586232624	0.559361808956733	0	0	1.4382074182738636	1.8895834680845338	SMARCD1;SMARCD2;NDUFV2;SOS1;ACTB
Epithelial cell signaling in Helicobacter pylori infection	2/68	0.27291159374522683	0.5641394018357709	0	0	1.9542700801250734	2.5378295264359774	CDC42;JUN
Proximal tubule bicarbonate reclamation	1/23	0.29458848375157615	0.6048883533032364	0	0	2.888920988010978	3.530769512791752	ATP1A1
Vascular smooth muscle contraction	3/132	0.3196362567287738	0.6519732918706115	0	0	1.5101177891875568	1.7223975044424487	CACNA1D;MRVI1;CALM2
ECM-receptor interaction	2/82	0.35045729581088003	0.7101371520378358	0	0	1.6206142127866463	1.6992406090998853	COL2A1;TNC
Parkinson disease	3/142	0.360769028356448	0.7262539917240913	0	0	1.4037714660053344	1.4311693454621577	UBE2G1;NDUFV2;GNAI2
Citrate cycle (TCA cycle)	1/30	0.3657193747614224	0.7314387495228448	0	0	2.2148394241417497	2.2278825587982185	CS
Glyoxylate and dicarboxylate metabolism	1/30	0.3657193747614224	0.7267197898485039	0	0	2.2148394241417497	2.2278825587982185	CS
Insulin secretion	2/86	0.37215936098551505	0.7347761742534528	0	0	1.5452368075407557	1.5273632491627478	CACNA1D;ATP1A1
