Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Long-term potentiation	7/67	0.0027522569245880106	0.03390780531092429	0	0	3.704879856038954	21.841504196202035	MAP2K2;RAP1A;RPS6KA2;ITPR3;CALM2;RAPGEF3;PPP1CA
Insulin resistance	9/108	0.0034922572187091297	0.041369816283169686	0	0	2.955082742316785	16.717514728999273	MLXIP;PTPN1;RPS6KB1;RPS6KA2;PRKCD;SLC2A1;IRS2;PIK3R2;PPP1CA
Thyroid cancer	5/37	0.0036222005851259246	0.041319917785880914	0	0	4.792026068621814	26.934414133577867	MAP2K2;TPM3;LEF1;NCOA4;CCDC6
MAPK signaling pathway	17/295	0.004449332593079843	0.04894265852387828	0	0	2.043514845534319	11.065635285887447	PDGFRB;JUN;MAP2K2;NFATC3;CACNA1E;CACNA1H;CRKL;VEGFA;RAP1A;RPS6KA2;TAOK1;FAS;FLNB;FLNC;EPHA2;MAP3K5;MAP3K12
Estrogen signaling pathway	10/137	0.005512450735318498	0.058546028499244736	0	0	2.588393642905213	13.461577820450332	NCOA2;JUN;MAP2K2;SHC1;PRKCD;ITPR3;PIK3R2;CALM2;FKBP5;GNAI2
Homologous recombination	5/41	0.005679597229636189	0.05831053155759821	0	0	4.324511330219686	22.361507347511886	BARD1;BRIP1;POLD1;RPA2;NBN
PI3K-Akt signaling pathway	19/354	0.005844200307245792	0.05806495789134529	0	0	1.903273630644709	9.787214477848076	PDGFRB;YWHAE;PHLPP1;MAP2K2;SYK;ITGB4;PIK3R2;FOXO3;YWHAZ;PTK2;VEGFA;CCND2;RPS6KB1;GNB1;EIF4E;YWHAG;EPHA2;MCL1;BCL2L1
Kaposi sarcoma-associated herpesvirus infection	12/186	0.006657876890917062	0.06408206507507673	0	0	2.2878059940517046	11.466379845344806	JUN;MAP2K2;SYK;TRAF3;GNB1;HLA-B;NFATC3;FAS;ITPR3;PIK3R2;CALM2;VEGFA
Choline metabolism in cancer	8/99	0.0069091707781012155	0.06448559392894468	0	0	2.8655347804283977	14.255765173931254	PDGFRB;JUN;DGKD;MAP2K2;RPS6KB1;PIK3R2;WASL;WASF2
Apoptosis	10/143	0.007401447272470072	0.06704840470355242	0	0	2.4797897138322673	12.166046026221176	JUN;MAP2K2;PARP1;FAS;ITPR3;PIK3R2;MAP3K5;MCL1;BCL2L1;BIRC3
cGMP-PKG signaling pathway	11/166	0.007566106274597813	0.06658173521646076	0	0	2.3498248312398533	11.476724722687536	GNA13;MAP2K2;ROCK2;NFATC3;IRS2;VDAC1;ITPR3;CALM2;MEF2D;GNAI2;PPP1CA
Proteasome	5/45	0.008447603942821597	0.07227394484414033	0	0	3.9401103230890464	18.80958406180257	PSMD12;PSMD7;PSMA2;PSME4;PSMD1
Cell cycle	9/124	0.008554348845358481	0.0712091741721733	0	0	2.573781743308168	12.25458687833218	YWHAE;ZBTB17;STAG1;CCND2;PCNA;BUB1B;MCM6;YWHAZ;YWHAG
Type II diabetes mellitus	5/46	0.009263249258144894	0.07508107293443757	0	0	3.8544557508479804	18.045407030773507	PKM;PRKCD;IRS2;PIK3R2;CACNA1E
Phospholipase D signaling pathway	10/148	0.009327982685470176	0.07366714531089268	0	0	2.396013034310907	11.2007295993018	PDGFRB;GRM3;GNA13;DGKD;MAP2K2;SYK;SHC1;PIK3R2;RAPGEF3;CYTH1
Human T-cell leukemia virus 1 infection	13/219	0.00951421464390453	0.07325945275806488	0	0	2.1049904465818194	9.798663843538582	JUN;RANBP3;CRTC3;MAP2K2;HLA-B;NFATC3;SLC2A1;BUB1B;PIK3R2;CCND2;VDAC1;TCF3;BCL2L1
Non-alcoholic fatty liver disease (NAFLD)	10/149	0.00975544652083573	0.07328481776627815	0	0	2.3799324099195585	11.018919349848765	MLXIP;XBP1;JUN;FAS;IRS2;PIK3R2;SDHA;NDUFV2;SDHB;MAP3K5
ErbB signaling pathway	7/85	0.010148339766636285	0.07442115828866609	0	0	2.920317062995411	13.405555317747211	JUN;MAP2K2;RPS6KB1;SHC1;PIK3R2;PTK2;CRKL
Salmonella infection	7/86	0.01078727564850157	0.07726699766833683	0	0	2.8863598878443018	13.073443897834146	JUN;ROCK2;FLNB;WASL;FLNC;WASF2;MYH10
Rap1 signaling pathway	12/206	0.014258960224487088	0.09981272157140962	0	0	2.065688907250568	8.779941710779424	PDGFRB;MAP2K2;RAP1A;RAPGEF1;PIK3R2;CALM2;RAPGEF3;CRKL;EPHA2;VAV2;GNAI2;VEGFA
Hippo signaling pathway	10/160	0.015502468747817046	0.10610578609617001	0	0	2.2163120567375887	9.234831546292085	YWHAE;CCND2;RASSF4;LEF1;CSNK1D;TEAD1;YWHAZ;YWHAG;TEAD3;PPP1CA
Apelin signaling pathway	9/137	0.015724728906636336	0.10528731528791285	0	0	2.3295542786146917	9.673522401426787	GNA13;MAP2K2;RPS6KB1;GNB1;ITPR3;CALM2;MEF2D;SLC9A1;GNAI2
Adherens junction	6/72	0.0159196709857408	0.10432465241719502	0	0	2.955082742316785	12.234632876785708	PTPN1;CSNK2A1;LEF1;PTPRJ;WASL;WASF2
NF-kappa B signaling pathway	7/95	0.017910548776166504	0.11492602131373507	0	0	2.6129152668906306	10.5101000217514	SYK;CSNK2A1;PARP1;TRAF3;BCL10;BIRC3;BCL2L1
DNA replication	4/36	0.018050625288348544	0.11346107324104798	0	0	3.9401103230890464	15.817868214300624	PCNA;POLD1;RPA2;MCM6
Chronic myeloid leukemia	6/76	0.020294025116850675	0.12501119471980016	0	0	2.799552071668533	10.911054774571443	MAP2K2;CTBP2;SHC1;PIK3R2;CRKL;BCL2L1
AMPK signaling pathway	8/120	0.020428406417419054	0.12337155248166802	0	0	2.3640661938534278	9.198177010116225	RAB10;RPS6KB1;RAB14;SCD;IRS2;PIK3R2;HMGCR;FOXO3
Hepatocellular carcinoma	10/168	0.021043363319624267	0.1246414596623899	0	0	2.110773387369132	8.150054986266344	SMARCE1;SMARCD2;MAP2K2;SMARCD3;RPS6KB1;SHC1;LEF1;LRP5;PIK3R2;BCL2L1
HIF-1 signaling pathway	7/100	0.02304843473051027	0.13394184711315402	0	0	2.4822695035460995	9.358546785782801	MAP2K2;RPS6KB1;PGK1;SLC2A1;PIK3R2;EIF4E;VEGFA
Endometrial cancer	5/58	0.023560502776730052	0.1343821269487566	0	0	3.0569821472242604	11.458130289061426	MAP2K2;LEF1;ILK;PIK3R2;FOXO3
T cell receptor signaling pathway	7/101	0.024186188780419497	0.13544265717034917	0	0	2.4576925777684155	9.147466695467896	JUN;MAP2K2;PTPRC;NFATC3;PIK3R2;BCL10;VAV2
VEGF signaling pathway	5/59	0.02516560249739615	0.13841081373567882	0	0	3.0051688904916456	11.065864879074931	MAP2K2;PXN;PIK3R2;PTK2;VEGFA
Longevity regulating pathway	7/102	0.025361942455981824	0.13704347853407722	0	0	2.433597552496176	8.94226773034095	RPS6KB1;SESN2;IRS2;PIK3R2;FOXO3;SOD2;EIF4E
Oocyte meiosis	8/125	0.025363579170679756	0.1346893514580925	0	0	2.269503546099291	8.339156935900416	YWHAE;RPS6KA2;ITPR3;FBXO5;CALM2;YWHAZ;YWHAG;PPP1CA
Mismatch repair	3/23	0.025974804193203936	0.1355972829068951	0	0	4.6253469010175765	16.885422203072256	PCNA;POLD1;RPA2
Protein export	3/23	0.025974804193203936	0.13333732819178018	0	0	4.6253469010175765	16.885422203072256	SEC61A1;HSPA5;SEC62
Epstein-Barr virus infection	11/201	0.027711744813576196	0.1399215967636306	0	0	1.9406513531632619	6.9589796596409625	JUN;PSMD12;PSMD7;CCND2;SYK;TRAF3;HLA-B;PSMD1;FAS;PIK3R2;CD58
mTOR signaling pathway	9/152	0.02859714809417708	0.14206325182268614	0	0	2.0996640537513995	7.463147290975394	FLCN;MAP2K2;RPS6KB1;RPS6KA2;SESN2;LRP5;PIK3R2;EIF4E;ATP6V1C1
Autophagy	8/128	0.02869448798423167	0.14028416347846592	0	0	2.2163120567375887	7.870235440958073	MAP2K2;MTMR3;RPS6KB1;DAPK1;PRKCD;IRS2;PIK3R2;BCL2L1
Hepatitis C	9/155	0.0318630788870182	0.15334106714377507	0	0	2.0590253946465342	7.096034333202686	YWHAE;SCARB1;MAP2K2;CD81;TRAF3;FAS;PIK3R2;YWHAZ;YWHAG
Ras signaling pathway	12/232	0.03230956506306861	0.15309763137577126	0	0	1.834189288334556	6.295656567513572	PDGFRB;MAP2K2;RAP1A;SHC1;GNB1;REL;PIK3R2;RASAL2;CALM2;EPHA2;VEGFA;BCL2L1
Vascular smooth muscle contraction	8/132	0.03358904106310707	0.15674885829449964	0	0	2.1491510853212983	7.293263322695981	GNA13;MAP2K2;ARHGEF12;ROCK2;PRKCD;ITPR3;CALM2;PPP1CA
TNF signaling pathway	7/110	0.036194317536955616	0.16638581793107957	0	0	2.256608639587363	7.489352684115314	JUN;TRAF3;BCL3;FAS;PIK3R2;MAP3K5;BIRC3
Central carbon metabolism in cancer	5/65	0.036259971828834656	0.16423634298942758	0	0	2.727768685215494	9.048120159784524	PDGFRB;MAP2K2;PKM;SLC2A1;PIK3R2
Mitophagy	5/65	0.036259971828834656	0.16185610613450832	0	0	2.727768685215494	9.048120159784524	JUN;CSNK2A1;MFN2;FOXO3;BCL2L1
Acute myeloid leukemia	5/66	0.03835902235027192	0.16877969834119647	0	0	2.686438856651623	8.759847183183199	MAP2K2;RPS6KB1;ZBTB16;LEF1;PIK3R2
cAMP signaling pathway	11/212	0.03856873755385136	0.16731226995191856	0	0	1.8399571791783755	5.989636963827806	JUN;MAP2K2;RAP1A;ROCK2;PIK3R2;CALM2;RAPGEF3;VAV2;GNAI2;PPP1CA;SLC9A1
Measles	8/138	0.04194697583951701	0.1794398410912672	0	0	2.0557097337855894	6.5193728817134975	JUN;CCND2;CSNK2A1;TRAF3;MSN;FAS;PIK3R2;BCL2L1
Endocytosis	12/244	0.04464662821847789	0.18837207522316698	0	0	1.7439832577607255	5.42200294791534	ARFGEF1;RAB10;HLA-B;AGAP1;CHMP4B;ASAP1;WASL;VPS37B;EPS15;EPN1;CYTH1;SH3GL1
Thyroid hormone signaling pathway	7/116	0.046069922010638906	0.19175048620644303	0	0	2.139887503056982	6.585707064735872	MED1;NCOA2;MAP2K2;SLC2A1;PIK3R2;SLC9A1;MED17
Prolactin signaling pathway	5/70	0.04748610611432119	0.19500960910947904	0	0	2.532928064842958	7.7186375724043605	CCND2;MAP2K2;SHC1;PIK3R2;FOXO3
Small cell lung cancer	6/93	0.04776173243014246	0.19356070511162995	0	0	2.2878059940517046	6.9584317933944515	ZBTB17;TRAF3;PIK3R2;PTK2;BIRC3;BCL2L1
Human papillomavirus infection	15/330	0.048251068656808595	0.19300427462723438	0	0	1.6118633139909737	4.88610139122304	PDGFRB;MAP2K2;ITGB4;PXN;HLA-B;PIK3R2;PTK2;VEGFA;CCND2;PKM;RPS6KB1;TRAF3;FAS;MAML3;ATP6V1C1
Citrate cycle (TCA cycle)	3/30	0.05157313194498592	0.2036477517827649	0	0	3.546099290780142	10.513313620020813	ACO2;SDHA;SDHB
Sphingolipid signaling pathway	7/119	0.051595899779967	0.20115869787632704	0	0	2.0859407592824364	6.183381458657507	GNA13;MAP2K2;SGMS1;ROCK2;PIK3R2;MAP3K5;GNAI2
Cholesterol metabolism	4/50	0.05203229974565704	0.2003243540207796	0	0	2.8368794326241136	8.385505260365761	ABCA1;SCARB1;LRP1;VDAC1
Tight junction	9/170	0.05208779004395399	0.19806221399429416	0	0	1.8773466833541927	5.547230376440471	JUN;RAP1A;PCNA;ROCK2;MSN;WASL;EZR;MYH10;MAP3K5
Circadian rhythm	3/31	0.055945601238291044	0.21013713635845907	0	0	3.4317089910775564	9.894905514163018	BHLHE40;RORA;CSNK1D
Inositol phosphate metabolism	5/74	0.05779294886612935	0.21446058133455229	0	0	2.396013034310907	6.830766011790553	ITPKB;MTMR3;ITPK1;INPPL1;PIK3C2B
Gastric acid secretion	5/75	0.060554454052044064	0.22203299819082822	0	0	2.3640661938534278	6.629343384838762	ITPR3;EZR;CALM2;SLC9A1;GNAI2
Glioma	5/75	0.060554454052044064	0.21942084527093614	0	0	2.3640661938534278	6.629343384838762	PDGFRB;MAP2K2;SHC1;PIK3R2;CALM2
Base excision repair	3/33	0.06519773308702602	0.2334988580326048	0	0	3.2237266279819474	8.801839391546961	PCNA;PARP1;POLD1
Fanconi anemia pathway	4/54	0.06555360015052793	0.2320748143260069	0	0	2.6267402153926978	7.157570654257282	BRIP1;USP1;RPA2;FANCC
Oxytocin signaling pathway	8/153	0.06851524179874309	0.23980334629560082	0	0	1.8541695638066102	4.970470589077728	JUN;MAP2K2;ROCK2;NFATC3;ITPR3;CALM2;GNAI2;PPP1CA
Pathogenic Escherichia coli infection	4/55	0.06919333583955367	0.23945558919755652	0	0	2.5789813023855577	6.888074078381839	ROCK2;WASL;EZR;YWHAZ
Prion diseases	3/35	0.07510160291598922	0.25701437442360753	0	0	3.0395136778115504	7.869037619103262	STIP1;MAP2K2;HSPA5
Relaxin signaling pathway	7/130	0.0753092226120858	0.25489275345629037	0	0	1.9094380796508457	4.938098394434235	JUN;MAP2K2;SHC1;GNB1;PIK3R2;GNAI2;VEGFA
Natural killer cell mediated cytotoxicity	7/131	0.07773627543278365	0.2602475307967105	0	0	1.894862216447404	4.84029907879542	MAP2K2;SYK;SHC1;HLA-B;FAS;PIK3R2;VAV2
Wnt signaling pathway	8/158	0.07924100902830904	0.2624325890399912	0	0	1.7954933117874137	4.552044749811759	JUN;CCND2;CSNK2A1;CTBP2;ROCK2;LEF1;NFATC3;LRP5
FoxO signaling pathway	7/132	0.08020852197598635	0.2628109017936574	0	0	1.880507199656136	4.744755688512234	CCND2;MAP2K2;BCL6;IRS2;PIK3R2;FOXO3;SOD2
Long-term depression	4/60	0.0888968346234659	0.28821289541081574	0	0	2.3640661938534278	5.721699156339107	GNA13;MAP2K2;ITPR3;GNAI2
Hepatitis B	8/163	0.09091199719319247	0.29167599099482583	0	0	1.7404168298307445	4.173281650235835	JUN;MAP2K2;PCNA;TRAF3;NFATC3;FAS;PIK3R2;YWHAZ
Colorectal cancer	5/86	0.09572855507518958	0.30396283467173596	0	0	2.061685634174501	4.837206506451161	JUN;MAP2K2;RPS6KB1;LEF1;PIK3R2
Fluid shear stress and atherosclerosis	7/139	0.09877062453365691	0.31042196282006457	0	0	1.7858053982346038	4.1340592088368835	JUN;SDC4;PIK3R2;CALM2;PTK2;MAP3K5;VEGFA
Gap junction	5/88	0.10304027573084357	0.32056974671818	0	0	2.014829142488717	4.578971914632495	PDGFRB;MAP2K2;CSNK1D;ITPR3;GNAI2
Bladder cancer	3/41	0.1083935274907914	0.33385206467163747	0	0	2.594706798131811	5.76540451804312	MAP2K2;DAPK1;VEGFA
Shigellosis	4/65	0.11098255835357757	0.3384418611178405	0	0	2.1822149481723954	4.797342546570809	ROCK2;WASL;WASF2;CRKL
Alzheimer disease	8/171	0.11153086954472145	0.3367794884291589	0	0	1.6589938202480194	3.638926414493687	RTN3;LRP1;FAS;ITPR3;SDHA;NDUFV2;SDHB;CALM2
Aminoacyl-tRNA biosynthesis	4/66	0.11566795016729546	0.34588086069443696	0	0	2.1491510853212983	4.635787000253022	DARS;MARS;IARS;AARS
GnRH signaling pathway	5/93	0.12248019203703628	0.36272979949429973	0	0	1.906504995043087	4.003290550843968	JUN;MAP2K2;PRKCD;ITPR3;CALM2
Breast cancer	7/147	0.12261564860909328	0.3596725692533403	0	0	1.6886187098953056	3.543905140278813	JUN;MAP2K2;RPS6KB1;SHC1;LEF1;LRP5;PIK3R2
Fc epsilon RI signaling pathway	4/68	0.12529248979264654	0.3640574231710862	0	0	2.0859407592824364	4.332716638891416	MAP2K2;SYK;PIK3R2;VAV2
Terpenoid backbone biosynthesis	2/22	0.12672712639350678	0.3647846255065429	0	0	3.2237266279819474	6.6593137175202575	HMGCS1;HMGCR
NOD-like receptor signaling pathway	8/178	0.1314833465919425	0.37497102546591005	0	0	1.593752490238266	3.23352470678213	JUN;TRAF3;PRKCD;MFN2;VDAC1;ITPR3;BCL2L1;BIRC3
Circadian entrainment	5/97	0.1391651650971941	0.3932373472471173	0	0	1.8278862323608978	3.604763129959616	GNB1;ITPR3;CALM2;CACNA1H;GNAI2
MicroRNAs in cancer	12/299	0.14085869801077644	0.394404354430174	0	0	1.423183661851562	2.7894371776151785	PDGFRB;TRIM71;CCND2;MAP2K2;SHC1;DNMT3B;PIK3R2;IRS2;EZR;CRKL;VEGFA;MCL1
Bile secretion	4/72	0.14550162174206793	0.403734229698711	0	0	1.9700551615445232	3.7974153791156655	SCARB1;SLC2A1;HMGCR;SLC9A1
p53 signaling pathway	4/72	0.14550162174206793	0.40012945979068676	0	0	1.9700551615445232	3.7974153791156655	CCND2;SESN2;FAS;BCL2L1
Cysteine and methionine metabolism	3/47	0.14629306670401826	0.3987457039366162	0	0	2.263467632412856	4.350709287073387	AMD1;DNMT3B;SMS
Nucleotide excision repair	3/47	0.14629306670401826	0.39524793460383884	0	0	2.263467632412856	4.350709287073387	PCNA;POLD1;RPA2
Cushing syndrome	7/155	0.14911992449053876	0.39938205863552995	0	0	1.601464195836193	3.04759346622845	SCARB1;MAP2K2;RAP1A;LEF1;ITPR3;CACNA1H;GNAI2
Inflammatory mediator regulation of TRP channels	5/100	0.1522962755054857	0.4043728694455999	0	0	1.773049645390071	3.3367508410762605	PRKCD;ITPR3;PIK3R2;CALM2;PPP1CA
Cocaine addiction	3/49	0.1597728690355946	0.42059866378600974	0	0	2.1710811984368217	3.981767348714334	GRM3;JUN;GNAI2
Pancreatic cancer	4/75	0.1614335863144695	0.4213690219055644	0	0	1.8912529550827424	3.4490051085555304	RPS6KB1;PIK3R2;VEGFA;BCL2L1
Calcium signaling pathway	8/188	0.16290638498481036	0.4216400552548033	0	0	1.508978421608571	2.738161413022266	PDGFRB;ITPKB;STIM2;VDAC1;ITPR3;CACNA1E;CALM2;CACNA1H
Glucagon signaling pathway	5/103	0.16592227142656557	0.42586716332818497	0	0	1.7214074227088068	3.092053716009992	PPP4C;PKM;SLC2A1;ITPR3;CALM2
Parathyroid hormone synthesis, secretion and action	5/106	0.18001026684084379	0.45820795195851144	0	0	1.6726883447076142	2.8682279401074604	GNA13;LRP5;ITPR3;MEF2D;GNAI2
Phototransduction	2/28	0.18629538523890163	0.47031949716050575	0	0	2.532928064842958	4.256387467761813	GNB1;CALM2
Glycosaminoglycan biosynthesis	3/53	0.18777291701282117	0.47019559707275543	0	0	2.007226013649137	3.357129535260572	EXT1;B4GALT1;HS6ST1
Regulation of lipolysis in adipocytes	3/55	0.20221819282169942	0.5022838982990598	0	0	1.9342359767891681	3.091698263158634	IRS2;PIK3R2;GNAI2
Thermogenesis	9/231	0.20650104204528172	0.5088185675995742	0	0	1.3815971262779774	2.17940013867043	SMARCE1;SMARCD2;SMARCD3;RPS6KB1;RPS6KA2;SDHA;NDUFV2;SDHB;MAP3K5
Parkinson disease	6/142	0.21272576286698444	0.5199963092304064	0	0	1.4983518130056936	2.3190761778360542	VDAC1;SDHA;NDUFV2;SDHB;UBE2L3;GNAI2
RNA polymerase	2/31	0.2173575778961937	0.5271349133230524	0	0	2.2878059940517046	3.4916757199914743	POLR1A;POLR3H
Adrenergic signaling in cardiomyocytes	6/145	0.2262714003231619	0.5444655570276083	0	0	1.467351430667645	2.180513740002167	TPM3;CALM2;RAPGEF3;SLC9A1;GNAI2;PPP1CA
Gastric cancer	6/149	0.24474836042486078	0.5843604264407529	0	0	1.4279594459517349	2.0098881858818705	MAP2K2;RPS6KB1;SHC1;LEF1;LRP5;PIK3R2
Alcoholism	7/180	0.24637868263529308	0.5837279557820789	0	0	1.3790386130811663	1.931875288496837	SHC1;GNB1;CALM2;HIST1H2AC;HIST1H2BD;GNAI2;PPP1CA
Synthesis and degradation of ketone bodies	1/10	0.24882548247822253	0.5850247984984164	0	0	3.546099290780142	4.932636531296369	HMGCS1
mRNA surveillance pathway	4/91	0.25506285676902024	0.5951466657943806	0	0	1.5587249629802822	2.129600603329008	EIF4A3;CASC3;SMG6;PPP1CA
Cortisol synthesis and secretion	3/65	0.2774770141458746	0.6425783485483412	0	0	1.6366612111292964	2.0982277923619606	SCARB1;ITPR3;CACNA1H
Non-small cell lung cancer	3/66	0.2851822073856128	0.6554934319012593	0	0	1.6118633139909737	2.0222871999259664	MAP2K2;PIK3R2;FOXO3
Allograft rejection	2/38	0.2909292739643444	0.6637497509705044	0	0	1.8663680477790219	2.3043581301733567	HLA-B;FAS
Prostate cancer	4/97	0.2927059816112732	0.6628929583549423	0	0	1.4623089858887184	1.7965732975262958	PDGFRB;MAP2K2;LEF1;PIK3R2
Aldosterone synthesis and secretion	4/98	0.29905579917222025	0.6723298258762324	0	0	1.4473874656245476	1.747177744532613	SCARB1;ITPR3;CALM2;CACNA1H
Amphetamine addiction	3/68	0.3006405066600248	0.670994753994838	0	0	1.5644555694618274	1.880225372413796	JUN;CALM2;PPP1CA
