Gene	Compound	Cellline	Qvalue	Fold_change	Gene_type
MYOF	geldanamycin	HL60	0.0406576	0.533382	Novel DORGE-TSG
ITPR1	6-bromoindirubin-3'-oxime	PC3	0.0221061	0.75219	Novel DORGE-TSG
ITPR1	troglitazone	PC3	0.0327018	0.568802	Novel DORGE-TSG
ITPR1	thioridazine	PC3	0.0182123	0.700594	Novel DORGE-TSG
ITPR1	LY-294002	HL60	0.0292463	0.488588	Novel DORGE-TSG
FAM69A	tanespimycin	MCF7	2.70783E-11	0.421907	Novel DORGE-TSG
FAM69A	lanatosideC	MCF7	1.01708E-9	1.66662	Novel DORGE-TSG
FAM69A	phenoxybenzamine	MCF7	6.77762E-9	1.30768	Novel DORGE-TSG
FAM69A	helveticoside	MCF7	1.69943E-8	1.46155	Novel DORGE-TSG
FAM69A	LY-294002	MCF7	7.05527E-8	0.407652	Novel DORGE-TSG
FAM69A	cephaeline	MCF7	1.60098E-7	0.992843	Novel DORGE-TSG
FAM69A	geldanamycin	MCF7	1.79542E-6	0.550215	Novel DORGE-TSG
FAM69A	digoxigenin	MCF7	4.11901E-6	1.15511	Novel DORGE-TSG
FAM69A	ionomycin	MCF7	1.5874E-4	1.24483	Novel DORGE-TSG
FAM69A	monorden	MCF7	0.00494532	0.617349	Novel DORGE-TSG
FAM69A	gossypol	MCF7	0.00221026	0.695944	Novel DORGE-TSG
FAM69A	sirolimus	PC3	0.00246722	0.572223	Novel DORGE-TSG
FAM69A	methylbenzethoniumchloride	MCF7	0.00658414	0.680574	Novel DORGE-TSG
FAM69A	thioridazine	MCF7	0.0041105	0.336548	Novel DORGE-TSG
FAM69A	alvespimycin	MCF7	0.0103125	0.357767	Novel DORGE-TSG
FAM69A	15-deltaprostaglandinJ2	MCF7	0.0177261	0.265794	Novel DORGE-TSG
GLG1	cephaeline	MCF7	0.00188138	0.585449	Novel DORGE-TSG
GLG1	lycorine	MCF7	0.0071817	0.470514	Novel DORGE-TSG
GLG1	phenoxybenzamine	MCF7	0.00939176	0.515031	Novel DORGE-TSG
GLG1	pioglitazone	PC3	0.041489	0.41125	Novel DORGE-TSG
ANP32B	trichostatinA	PC3	0.0	1.21682	Novel DORGE-TSG
ANP32B	helveticoside	MCF7	3.14403E-6	0.647307	Novel DORGE-TSG
ANP32B	cephaeline	MCF7	5.29003E-6	0.575689	Novel DORGE-TSG
ANP32B	lanatosideC	MCF7	1.33463E-5	0.600108	Novel DORGE-TSG
ANP32B	valproicacid	HL60	2.87135E-4	0.554171	Novel DORGE-TSG
ANP32B	monastrol	MCF7	0.00250659	0.545321	Novel DORGE-TSG
ANP32B	phenoxybenzamine	MCF7	1.0588E-4	0.545103	Novel DORGE-TSG
ANP32B	digoxigenin	MCF7	1.90593E-4	0.510806	Novel DORGE-TSG
ANP32B	LY-294002	HL60	0.001331	0.240509	Novel DORGE-TSG
ANP32B	15-deltaprostaglandinJ2	HL60	0.00896517	0.326929	Novel DORGE-TSG
MYO1C	trichostatinA	MCF7	2.5287E-33	0.538857	Novel DORGE-TSG
MYO1C	15-deltaprostaglandinJ2	MCF7	1.53143E-4	0.435721	Novel DORGE-TSG
MYO1C	geldanamycin	MCF7	0.00137066	0.303889	Novel DORGE-TSG
MYO1C	tanespimycin	MCF7	0.00448196	0.17402	Novel DORGE-TSG
MYO1C	tretinoin	MCF7	0.0222248	0.238677	Novel DORGE-TSG
ILK	tanespimycin	MCF7	4.99269E-8	0.224659	Novel DORGE-TSG
ILK	pioglitazone	PC3	0.0132071	0.432779	Novel DORGE-TSG
DDX42	trichostatinA	MCF7	7.8061E-40	0.448313	Novel DORGE-TSG
DDX42	thioridazine	MCF7	3.38295E-8	0.574203	Novel DORGE-TSG
DDX42	15-deltaprostaglandinJ2	HL60	4.5856E-6	0.976271	Novel DORGE-TSG
DDX42	fluphenazine	MCF7	2.53113E-5	0.465755	Novel DORGE-TSG
DDX42	fulvestrant	MCF7	9.79912E-6	0.352951	Novel DORGE-TSG
DDX42	helveticoside	MCF7	6.08919E-6	0.820726	Novel DORGE-TSG
DDX42	trifluoperazine	MCF7	6.94811E-5	0.488557	Novel DORGE-TSG
DDX42	tanespimycin	MCF7	1.34643E-5	0.232848	Novel DORGE-TSG
DDX42	prochlorperazine	MCF7	1.8391E-4	0.42619	Novel DORGE-TSG
DDX42	digoxigenin	MCF7	2.83603E-4	0.578256	Novel DORGE-TSG
DDX42	lanatosideC	MCF7	0.00138341	0.584295	Novel DORGE-TSG
DDX42	valproicacid	HL60	0.0123828	0.440533	Novel DORGE-TSG
DDX42	alvespimycin	MCF7	0.00836265	0.281414	Novel DORGE-TSG
DDX42	geldanamycin	MCF7	0.00743002	0.248808	Novel DORGE-TSG
LRIG1	lanatosideC	MCF7	8.06994E-6	1.1496	Novel DORGE-TSG
LRIG1	fulvestrant	MCF7	3.45462E-5	0.473596	Novel DORGE-TSG
LRIG1	phenoxybenzamine	MCF7	1.2959E-4	0.935212	Novel DORGE-TSG
LRIG1	helveticoside	MCF7	3.43282E-4	0.875861	Novel DORGE-TSG
LRIG1	tretinoin	MCF7	0.00538831	0.389181	Novel DORGE-TSG
LRIG1	digoxigenin	MCF7	0.0039311	0.621673	Novel DORGE-TSG
LRIG1	lycorine	MCF7	0.0200999	0.446514	Novel DORGE-TSG
RRBP1	LY-294002	MCF7	2.42741E-6	0.201734	Novel DORGE-TSG
RRBP1	sirolimus	MCF7	3.05454E-5	0.217306	Novel DORGE-TSG
RRBP1	trichostatinA	PC3	6.32424E-4	0.133549	Novel DORGE-TSG
RRBP1	wortmannin	MCF7	0.0214862	0.173197	Novel DORGE-TSG
PSMA2	cephaeline	MCF7	2.77131E-10	1.23295	Novel DORGE-TSG
PSMA2	LY-294002	MCF7	9.52463E-8	0.253184	Novel DORGE-TSG
PSMA2	gossypol	MCF7	1.3243E-5	0.72378	Novel DORGE-TSG
PSMA2	rottlerin	MCF7	2.20263E-4	0.689336	Novel DORGE-TSG
PSMA2	thioridazine	MCF7	3.8605E-4	0.282593	Novel DORGE-TSG
PSMA2	cloperastine	MCF7	0.0203013	0.451212	Novel DORGE-TSG
PSMA2	tanespimycin	HL60	0.00563038	0.191713	Novel DORGE-TSG
PSMA2	ionomycin	MCF7	0.0174474	0.47348	Novel DORGE-TSG
PSMA2	trichostatinA	PC3	0.0131687	0.176305	Novel DORGE-TSG
HUWE1	trichostatinA	MCF7	5.98106E-31	0.208097	Novel DORGE-TSG
SRSF7	trichostatinA	MCF7	0.0	0.975901	Novel DORGE-TSG
SRSF7	LY-294002	MCF7	1.21212E-17	0.451537	Novel DORGE-TSG
SRSF7	fulvestrant	MCF7	1.60581E-12	0.454344	Novel DORGE-TSG
SRSF7	tanespimycin	MCF7	2.62449E-10	0.243554	Novel DORGE-TSG
SRSF7	thioridazine	MCF7	1.11539E-8	0.418814	Novel DORGE-TSG
SRSF7	helveticoside	MCF7	1.41062E-8	0.961568	Novel DORGE-TSG
SRSF7	geldanamycin	MCF7	3.08204E-8	0.354641	Novel DORGE-TSG
SRSF7	digoxigenin	MCF7	3.90098E-7	0.823052	Novel DORGE-TSG
SRSF7	lanatosideC	MCF7	9.53763E-7	0.716238	Novel DORGE-TSG
SRSF7	valproicacid	HL60	5.28996E-4	0.59283	Novel DORGE-TSG
SRSF7	fluphenazine	MCF7	1.56404E-4	0.320115	Novel DORGE-TSG
SRSF7	genistein	HL60	0.00162323	0.468493	Novel DORGE-TSG
SRSF7	methotrexate	MCF7	0.00268078	0.427341	Novel DORGE-TSG
SRSF7	prochlorperazine	MCF7	0.00269407	0.240302	Novel DORGE-TSG
SRSF7	trifluoperazine	MCF7	0.00246853	0.249566	Novel DORGE-TSG
SRSF7	wortmannin	MCF7	0.00321291	0.226034	Novel DORGE-TSG
SRSF7	clofazimine	MCF7	0.0445429	0.34061	Novel DORGE-TSG
SRSF7	sirolimus	PC3	0.0205775	0.359338	Novel DORGE-TSG
SRSF7	tretinoin	HL60	0.047481	0.223492	Novel DORGE-TSG
DDX54	trichostatinA	MCF7	0.0	0.68415	Novel DORGE-TSG
DDX54	lanatosideC	MCF7	4.57119E-4	0.53502	Novel DORGE-TSG
DDX54	helveticoside	MCF7	0.00168773	0.509662	Novel DORGE-TSG
DDX54	tanespimycin	HL60	0.0037002	0.306913	Novel DORGE-TSG
DDX54	thioridazine	HL60	0.0178641	0.526357	Novel DORGE-TSG
DDX54	valproicacid	HL60	0.016445	0.558694	Novel DORGE-TSG
DDX54	LY-294002	HL60	0.0129519	0.305463	Novel DORGE-TSG
DDX54	15-deltaprostaglandinJ2	MCF7	0.011267	0.233891	Novel DORGE-TSG
DDX54	digoxigenin	MCF7	0.0109908	0.387167	Novel DORGE-TSG
TRAM2	thioridazine	MCF7	1.25675E-10	0.737973	Novel DORGE-TSG
TRAM2	tretinoin	MCF7	8.43791E-8	0.434773	Novel DORGE-TSG
TRAM2	tanespimycin	MCF7	3.12151E-6	0.226836	Novel DORGE-TSG
TRAM2	fluphenazine	MCF7	4.56405E-5	0.435387	Novel DORGE-TSG
TRAM2	trifluoperazine	MCF7	3.74412E-5	0.453846	Novel DORGE-TSG
TRAM2	sirolimus	MCF7	1.78396E-5	0.295312	Novel DORGE-TSG
TRAM2	prochlorperazine	MCF7	3.46876E-4	0.424617	Novel DORGE-TSG
TRAM2	diethylstilbestrol	MCF7	0.00333371	0.608962	Novel DORGE-TSG
TRAM2	geldanamycin	MCF7	4.39883E-4	0.258987	Novel DORGE-TSG
TRAM2	rottlerin	MCF7	0.00493391	0.580266	Novel DORGE-TSG
TRAM2	ionomycin	MCF7	0.00302731	0.579421	Novel DORGE-TSG
TRAM2	lycorine	MCF7	0.0113917	0.532794	Novel DORGE-TSG
TRAM2	methotrexate	MCF7	0.0174865	0.361567	Novel DORGE-TSG
TRAM2	gossypol	MCF7	0.0238925	0.495081	Novel DORGE-TSG
TRAM2	wortmannin	MCF7	0.0197732	0.245592	Novel DORGE-TSG
TRAM2	LY-294002	PC3	0.0226433	0.297034	Novel DORGE-TSG
TRAM2	15-deltaprostaglandinJ2	MCF7	0.0323523	0.206285	Novel DORGE-TSG
USP36	trichostatinA	MCF7	7.70138E-28	0.608791	Novel DORGE-TSG
USP36	tanespimycin	HL60	8.97893E-9	0.940881	Novel DORGE-TSG
USP36	LY-294002	HL60	1.07195E-6	0.632421	Novel DORGE-TSG
USP36	geldanamycin	MCF7	2.43201E-4	0.460624	Novel DORGE-TSG
USP36	15-deltaprostaglandinJ2	HL60	7.91024E-4	0.770535	Novel DORGE-TSG
USP36	tretinoin	HL60	0.00105994	0.559707	Novel DORGE-TSG
USP36	fulvestrant	MCF7	0.00325568	0.343781	Novel DORGE-TSG
USP36	sirolimus	PC3	0.0201922	0.539656	Novel DORGE-TSG
ADAM9	cephaeline	MCF7	0.00351053	0.552042	Novel DORGE-TSG
SH2D3C	trichostatinA	HL60	7.0456E-5	0.814635	Novel DORGE-TSG
SH2D3C	15-deltaprostaglandinJ2	HL60	0.00423388	0.589489	Novel DORGE-TSG
SH2D3C	pioglitazone	PC3	0.0483353	0.359789	Novel DORGE-TSG
HNRNPD	trichostatinA	MCF7	0.0	0.557791	Novel DORGE-TSG
HNRNPD	LY-294002	MCF7	1.39866E-16	0.419522	Novel DORGE-TSG
HNRNPD	phenoxybenzamine	MCF7	5.13719E-5	0.541208	Novel DORGE-TSG
HNRNPD	trifluoperazine	MCF7	0.0024956	0.234422	Novel DORGE-TSG
HNRNPD	15-deltaprostaglandinJ2	HL60	0.00206152	0.376742	Novel DORGE-TSG
HNRNPD	thioridazine	MCF7	0.00171993	0.221883	Novel DORGE-TSG
HNRNPD	cloperastine	MCF7	0.0302508	0.371845	Novel DORGE-TSG
HNRNPD	valproicacid	HL60	0.0237221	0.29022	Novel DORGE-TSG
HNRNPD	tanespimycin	HL60	0.00333513	0.170545	Novel DORGE-TSG
HNRNPD	fluphenazine	MCF7	0.0101963	0.210279	Novel DORGE-TSG
HNRNPD	methylbenzethoniumchloride	MCF7	0.0248361	0.334556	Novel DORGE-TSG
HNRNPD	cephaeline	MCF7	0.00324934	0.321868	Novel DORGE-TSG
HNRNPD	prochlorperazine	MCF7	0.0158515	0.193835	Novel DORGE-TSG
HNRNPD	fulvestrant	MCF7	0.0127692	0.143413	Novel DORGE-TSG
HNRNPD	genistein	HL60	0.0434756	0.290269	Novel DORGE-TSG
HNRNPD	geldanamycin	HL60	0.0307259	0.271024	Novel DORGE-TSG
HNRNPD	sirolimus	MCF7	0.0232687	0.108411	Novel DORGE-TSG
CRIM1	tretinoin	MCF7	7.54115E-10	0.688354	Novel DORGE-TSG
CRIM1	lanatosideC	MCF7	2.53726E-4	0.788471	Novel DORGE-TSG
CRIM1	helveticoside	MCF7	2.89973E-4	0.914992	Novel DORGE-TSG
CRIM1	phenoxybenzamine	MCF7	0.00127655	0.581645	Novel DORGE-TSG
CRIM1	digoxigenin	MCF7	0.00194503	0.73236	Novel DORGE-TSG
CRIM1	fulvestrant	MCF7	0.0284866	0.239202	Novel DORGE-TSG
NUP210	trichostatinA	MCF7	0.0	0.657202	Novel DORGE-TSG
NUP210	cephaeline	MCF7	6.28582E-10	1.06914	Novel DORGE-TSG
NUP210	thioridazine	HL60	1.38068E-5	0.962457	Novel DORGE-TSG
NUP210	15-deltaprostaglandinJ2	HL60	1.28757E-4	0.739832	Novel DORGE-TSG
NUP210	prochlorperazine	HL60	0.0404203	0.471626	Novel DORGE-TSG
NUP210	trifluoperazine	HL60	0.0459753	0.475633	Novel DORGE-TSG
NUP210	valproicacid	HL60	0.0146997	0.490959	Novel DORGE-TSG
NUP210	geldanamycin	MCF7	0.00687371	0.211056	Novel DORGE-TSG
NUP210	tanespimycin	MCF7	0.00635588	0.121006	Novel DORGE-TSG
NUP210	fulvestrant	MCF7	0.0295487	0.27551	Novel DORGE-TSG
NUP210	ionomycin	MCF7	0.0367726	0.46262	Novel DORGE-TSG
NUP210	helveticoside	MCF7	0.0272082	0.302298	Novel DORGE-TSG
LONP1	trichostatinA	MCF7	2.76249E-30	0.398557	Novel DORGE-TSG
LONP1	LY-294002	HL60	4.11983E-7	0.653163	Novel DORGE-TSG
LONP1	sirolimus	HL60	3.42877E-4	0.472059	Novel DORGE-TSG
LONP1	wortmannin	HL60	0.0128982	0.455344	Novel DORGE-TSG
LONP1	valproicacid	HL60	0.00194872	0.501075	Novel DORGE-TSG
LONP1	genistein	HL60	0.00809032	0.434989	Novel DORGE-TSG
RBMS1	trichostatinA	MCF7	0.0	0.868539	Novel DORGE-TSG
RBMS1	tretinoin	MCF7	2.61877E-17	0.689164	Novel DORGE-TSG
RBMS1	LY-294002	MCF7	2.32115E-11	0.331578	Novel DORGE-TSG
RBMS1	tanespimycin	PC3	5.14831E-8	0.458165	Novel DORGE-TSG
RBMS1	genistein	MCF7	2.56587E-5	0.402439	Novel DORGE-TSG
RBMS1	phenoxybenzamine	MCF7	1.30093E-5	0.696184	Novel DORGE-TSG
RBMS1	ionomycin	MCF7	9.16976E-4	0.814129	Novel DORGE-TSG
RBMS1	monastrol	MCF7	0.0104308	0.430279	Novel DORGE-TSG
RBMS1	gossypol	MCF7	0.00241619	0.446557	Novel DORGE-TSG
RBMS1	cephaeline	MCF7	0.00109694	0.432064	Novel DORGE-TSG
EIF2S2	trichostatinA	MCF7	0.0	0.751157	Novel DORGE-TSG
EIF2S2	LY-294002	MCF7	1.87976E-15	0.397507	Novel DORGE-TSG
EIF2S2	sirolimus	MCF7	1.43362E-9	0.3446	Novel DORGE-TSG
EIF2S2	lanatosideC	MCF7	6.93E-9	1.01647	Novel DORGE-TSG
EIF2S2	helveticoside	MCF7	2.82271E-8	0.943294	Novel DORGE-TSG
EIF2S2	cephaeline	MCF7	6.5546E-8	0.565321	Novel DORGE-TSG
EIF2S2	digoxigenin	MCF7	5.1647E-5	0.603748	Novel DORGE-TSG
EIF2S2	wortmannin	HL60	0.0200014	0.367673	Novel DORGE-TSG
EIF2S2	fulvestrant	MCF7	0.00478337	0.183492	Novel DORGE-TSG
EIF2S2	tanespimycin	HL60	0.00438372	0.187505	Novel DORGE-TSG
EIF2S2	valproicacid	HL60	0.0416309	0.295711	Novel DORGE-TSG
EIF2S2	geldanamycin	HL60	0.0465445	0.272525	Novel DORGE-TSG
RPS3	cephaeline	MCF7	0.00642636	0.284433	Novel DORGE-TSG
SEC62	trichostatinA	PC3	6.30304E-42	0.609331	Novel DORGE-TSG
SEC62	sirolimus	MCF7	3.3939E-5	0.27308	Novel DORGE-TSG
SEC62	gossypol	MCF7	0.00310365	0.421464	Novel DORGE-TSG
SEC62	LY-294002	MCF7	9.00502E-4	0.180211	Novel DORGE-TSG
TAF1D	trichostatinA	MCF7	0.0	1.21726	Novel DORGE-TSG
TAF1D	fulvestrant	MCF7	1.27449E-12	0.62241	Novel DORGE-TSG
TAF1D	cephaeline	MCF7	1.21741E-11	1.70356	Novel DORGE-TSG
TAF1D	valproicacid	HL60	9.91744E-4	0.7768	Novel DORGE-TSG
TAF1D	sirolimus	PC3	0.00250489	0.497592	Novel DORGE-TSG
TAF1D	lanatosideC	MCF7	8.20464E-4	0.556497	Novel DORGE-TSG
TAF1D	helveticoside	MCF7	0.00330814	0.467225	Novel DORGE-TSG
TAF1D	LY-294002	MCF7	0.00844488	0.172285	Novel DORGE-TSG
TAF1D	tretinoin	HL60	0.0430528	0.386885	Novel DORGE-TSG
PPP2CA	trichostatinA	PC3	1.53591E-36	1.07355	Novel DORGE-TSG
PPP2CA	LY-294002	MCF7	2.29108E-9	0.488615	Novel DORGE-TSG
PPP2CA	sirolimus	MCF7	2.65572E-8	0.530749	Novel DORGE-TSG
PPP2CA	methotrexate	MCF7	6.7614E-5	1.01499	Novel DORGE-TSG
PPP2CA	tanespimycin	MCF7	1.64364E-5	0.278063	Novel DORGE-TSG
PPP2CA	tretinoin	MCF7	0.00509441	0.335219	Novel DORGE-TSG
PPP2CA	alvespimycin	MCF7	0.0129648	0.382395	Novel DORGE-TSG
PPP2CA	prochlorperazine	MCF7	0.035446	0.356449	Novel DORGE-TSG
PPP2CA	thioridazine	MCF7	0.0257643	0.307507	Novel DORGE-TSG
PPP2CA	ionomycin	MCF7	0.0406301	0.577034	Novel DORGE-TSG
SEC61A1	cephaeline	MCF7	8.51226E-13	1.39158	Novel DORGE-TSG
SEC61A1	trichostatinA	MCF7	2.46792E-7	0.153001	Novel DORGE-TSG
SEC61A1	LY-294002	MCF7	8.19056E-5	0.181257	Novel DORGE-TSG
SEC61A1	sirolimus	MCF7	0.00496804	0.148587	Novel DORGE-TSG
SEC61A1	lycorine	MCF7	0.0174412	0.65761	Novel DORGE-TSG
SEC61A1	wortmannin	MCF7	0.0398584	0.164054	Novel DORGE-TSG
SEC61A1	valproicacid	HL60	0.047692	0.375393	Novel DORGE-TSG
POLD1	trichostatinA	PC3	1.91309E-16	0.540928	CGC-TSG
POLD1	tanespimycin	MCF7	2.06941E-11	0.437149	CGC-TSG
POLD1	15-deltaprostaglandinJ2	HL60	3.92783E-6	0.934776	CGC-TSG
POLD1	geldanamycin	MCF7	6.79306E-6	0.573561	CGC-TSG
POLD1	thioridazine	HL60	1.24149E-4	0.774323	CGC-TSG
POLD1	genistein	HL60	0.00267234	0.663106	CGC-TSG
POLD1	trifluoperazine	HL60	0.0100584	0.646035	CGC-TSG
POLD1	valproicacid	HL60	0.00261965	0.649115	CGC-TSG
POLD1	prochlorperazine	HL60	0.0124067	0.584018	CGC-TSG
POLD1	lanatosideC	MCF7	6.82467E-4	0.657399	CGC-TSG
POLD1	alvespimycin	HL60	0.0133306	0.540712	CGC-TSG
POLD1	ionomycin	MCF7	0.00852651	0.862562	CGC-TSG
CACNA1E	geldanamycin	MCF7	0.00895797	0.224182	Novel DORGE-TSG
ITPK1	trichostatinA	MCF7	3.42308E-28	0.28868	Novel DORGE-TSG
ITPK1	tanespimycin	MCF7	1.04138E-14	0.320218	Novel DORGE-TSG
ITPK1	fulvestrant	MCF7	2.0572E-9	0.359363	Novel DORGE-TSG
ITPK1	geldanamycin	MCF7	3.20081E-4	0.24435	Novel DORGE-TSG
ITPK1	phenoxybenzamine	MCF7	9.84018E-4	0.419463	Novel DORGE-TSG
ITPK1	15-deltaprostaglandinJ2	MCF7	0.00154836	0.218177	Novel DORGE-TSG
ITPK1	LY-294002	MCF7	0.00230989	0.120982	Novel DORGE-TSG
ITPK1	alvespimycin	MCF7	0.00625638	0.214214	Novel DORGE-TSG
ITPK1	lanatosideC	MCF7	0.00576461	0.401759	Novel DORGE-TSG
BANP	trichostatinA	PC3	0.0	1.62108	Novel DORGE-TSG
BANP	valproicacid	HL60	0.00100595	0.829492	Novel DORGE-TSG
BANP	sirolimus	PC3	0.00131724	0.529888	Novel DORGE-TSG
BANP	tanespimycin	PC3	0.0137999	0.281566	Novel DORGE-TSG
BANP	LY-294002	PC3	0.0357471	0.249672	Novel DORGE-TSG
CAND2	trichostatinA	PC3	1.62951E-31	0.69482	Novel DORGE-TSG
CAND2	LY-294002	PC3	0.00968175	0.383501	Novel DORGE-TSG
DNMT3B	tanespimycin	MCF7	6.29159E-16	0.52314	Novel DORGE-TSG
DNMT3B	lanatosideC	MCF7	1.40682E-10	1.94644	Novel DORGE-TSG
DNMT3B	helveticoside	MCF7	3.78676E-10	1.81914	Novel DORGE-TSG
DNMT3B	15-deltaprostaglandinJ2	MCF7	4.46205E-8	0.661835	Novel DORGE-TSG
DNMT3B	geldanamycin	MCF7	3.85299E-8	0.568353	Novel DORGE-TSG
DNMT3B	tretinoin	MCF7	9.04983E-8	0.531027	Novel DORGE-TSG
DNMT3B	digoxigenin	MCF7	2.08344E-6	1.38538	Novel DORGE-TSG
DNMT3B	thioridazine	MCF7	6.98256E-6	0.577194	Novel DORGE-TSG
DNMT3B	alvespimycin	MCF7	3.37874E-5	0.529866	Novel DORGE-TSG
DNMT3B	phenoxybenzamine	MCF7	1.97416E-4	1.04101	Novel DORGE-TSG
DNMT3B	methotrexate	MCF7	8.03715E-4	0.834567	Novel DORGE-TSG
DNMT3B	cephaeline	MCF7	1.29696E-4	0.693918	Novel DORGE-TSG
DNMT3B	trifluoperazine	MCF7	6.91889E-4	0.475935	Novel DORGE-TSG
DNMT3B	LY-294002	MCF7	2.92772E-4	0.246208	Novel DORGE-TSG
DNMT3B	lycorine	MCF7	0.00402532	1.14554	Novel DORGE-TSG
DNMT3B	prochlorperazine	MCF7	0.00479607	0.380992	Novel DORGE-TSG
DNMT3B	ionomycin	MCF7	0.00638982	0.673516	Novel DORGE-TSG
DNMT3B	fluphenazine	MCF7	0.00876397	0.33436	Novel DORGE-TSG
DNMT3B	methylbenzethoniumchloride	MCF7	0.0426842	0.519848	Novel DORGE-TSG
TMEM127	cephaeline	MCF7	9.4171E-6	0.71054	CGC-TSG
TMEM127	rottlerin	MCF7	0.0093931	0.55726	CGC-TSG
TMEM127	sirolimus	MCF7	0.00217149	0.276279	CGC-TSG
TMEM127	methylbenzethoniumchloride	MCF7	0.0244857	0.50995	CGC-TSG
TMEM127	LY-294002	MCF7	0.00574137	0.171202	CGC-TSG
TMEM127	gossypol	MCF7	0.0341231	0.383016	CGC-TSG
KCNH2	LY-294002	MCF7	2.17185E-4	0.151782	Novel DORGE-TSG
KCNH2	sirolimus	MCF7	0.0172272	0.130287	Novel DORGE-TSG
PCNA	tanespimycin	MCF7	1.06869E-21	0.49375	Novel DORGE-TSG
PCNA	trichostatinA	PC3	4.92564E-21	0.439792	Novel DORGE-TSG
PCNA	15-deltaprostaglandinJ2	MCF7	2.3949E-10	0.733429	Novel DORGE-TSG
PCNA	geldanamycin	MCF7	1.85688E-10	0.525977	Novel DORGE-TSG
PCNA	phenoxybenzamine	MCF7	7.76107E-10	1.12736	Novel DORGE-TSG
PCNA	cephaeline	MCF7	2.37244E-9	1.03337	Novel DORGE-TSG
PCNA	gossypol	MCF7	1.10488E-5	0.783872	Novel DORGE-TSG
PCNA	thioridazine	MCF7	3.21908E-6	0.457699	Novel DORGE-TSG
PCNA	LY-294002	MCF7	1.37426E-6	0.265917	Novel DORGE-TSG
PCNA	lanatosideC	MCF7	3.11983E-6	0.799495	Novel DORGE-TSG
PCNA	prochlorperazine	MCF7	2.00793E-4	0.379318	Novel DORGE-TSG
PCNA	methylbenzethoniumchloride	MCF7	0.00129255	0.566094	Novel DORGE-TSG
PCNA	alvespimycin	MCF7	4.61514E-4	0.350497	Novel DORGE-TSG
PCNA	monastrol	MCF7	0.00690062	0.555503	Novel DORGE-TSG
PCNA	helveticoside	MCF7	3.10768E-4	0.527533	Novel DORGE-TSG
PCNA	trifluoperazine	MCF7	0.0018021	0.279243	Novel DORGE-TSG
PCNA	ionomycin	MCF7	0.0032539	0.585463	Novel DORGE-TSG
PCNA	rottlerin	MCF7	0.00690921	0.464776	Novel DORGE-TSG
PCNA	fluphenazine	MCF7	0.00320799	0.280279	Novel DORGE-TSG
PCNA	fulvestrant	MCF7	0.00163744	0.22904	Novel DORGE-TSG
PCNA	acacetin	MCF7	0.0349732	0.431324	Novel DORGE-TSG
PCNA	lycorine	MCF7	0.018964	0.601449	Novel DORGE-TSG
PCNA	sirolimus	PC3	0.0328973	0.344825	Novel DORGE-TSG
EDEM1	helveticoside	MCF7	4.29793E-6	0.749057	Novel DORGE-TSG
EDEM1	cephaeline	MCF7	4.98709E-4	0.565249	Novel DORGE-TSG
