Gene	GeneID	Gene_type	DORGE-OG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
BTG2	7832	Novel DORGE-OG	0.739314167470498	loperamide	MCF7	6h	7.8μM	0.0013603	0.0311093	-0.3995	0.002469135802469136
BTG2	7832	Novel DORGE-OG	0.739314167470498	prochlorperazine	HL60	6h	10.0μM	0.00184875	0.0601669	-0.596212	0.004761904761904762
BTG2	7832	Novel DORGE-OG	0.739314167470498	trichostatinA	MCF7	6h	1.0μM	0.00224185	0.0042942	-0.156547	2.967359050445104E-4
BTG2	7832	Novel DORGE-OG	0.739314167470498	prochlorperazine	MCF7	6h	10.0μM	0.00323485	0.0260653	-0.263422	0.0015600624024961
BTG2	7832	Novel DORGE-OG	0.739314167470498	amiodarone	MCF7	6h	5.8μM	0.0037949	0.13927	-0.297187	0.02857142857142857
LMNA	4000	Novel DORGE-OG	0.870767910579207	trichostatinA	PC3	6h	0.1μM	0.0	0.0	-0.794883	2.745744096650192E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	-0.818601	2.495632642874969E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	trichostatinA	MCF7	6h	1.0μM	8.94532E-26	6.74886E-25	-0.601153	2.967359050445104E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	trichostatinA	PC3	6h	1.0μM	5.04105E-14	4.37958E-13	-0.677384	3.663003663003663E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	trichostatinA	HL60	6h	0.1μM	3.88206E-10	2.37097E-9	-0.254197	3.424657534246575E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	trichostatinA	HL60	6h	1.0μM	2.49636E-6	1.3468E-5	-0.685178	3.90777647518562E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	thioridazine	HL60	6h	10.0μM	9.14453E-6	3.0894E-4	-0.610187	0.001626016260162602
LMNA	4000	Novel DORGE-OG	0.870767910579207	prochlorperazine	HL60	6h	10.0μM	2.63365E-4	0.0189395	-0.486083	0.004761904761904762
LMNA	4000	Novel DORGE-OG	0.870767910579207	LY-294002	HL60	6h	10.0μM	4.16634E-4	0.00312061	-0.278338	7.627765064836003E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	fluphenazine	MCF7	6h	10.0μM	4.47147E-4	0.00617421	-0.237102	0.002049180327868853
LMNA	4000	Novel DORGE-OG	0.870767910579207	fulvestrant	MCF7	6h	1.0μM	5.56826E-4	0.00393607	-0.174958	7.178750897343862E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	lanatosideC	MCF7	6h	4.0μM	0.00197467	0.0065372	-0.390968	6.071645415907711E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	trifluoperazine	HL60	6h	10.0μM	0.00260619	0.0866658	-0.394531	0.0078125
LMNA	4000	Novel DORGE-OG	0.870767910579207	helveticoside	MCF7	6h	7.4μM	0.00332602	0.0108493	-0.358558	5.701254275940707E-4
LMNA	4000	Novel DORGE-OG	0.870767910579207	digoxigenin	MCF7	6h	10.2μM	0.00784431	0.0256954	-0.324795	6.49772579597141E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	tanespimycin	MCF7	6h	1.0μM	2.97958E-22	5.765E-21	-0.453279	5.461496450027307E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	alvespimycin	MCF7	6h	0.1μM	9.46968E-11	3.44481E-9	-0.571178	6.574621959237344E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	geldanamycin	MCF7	6h	1.0μM	1.10756E-9	1.49611E-8	-0.440933	7.468259895444362E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	cephaeline	MCF7	6h	6.0μM	3.8293E-8	2.26105E-7	-0.775817	3.554923569143263E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	3.22069E-7	4.09873E-6	-0.384609	7.874015748031496E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	lycorine	MCF7	6h	12.4μM	6.38465E-5	0.00162436	-0.781316	8.230452674897119E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	tanespimycin	PC3	6h	1.0μM	5.08312E-4	0.00524422	-0.319842	9.9601593625498E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	tanespimycin	HL60	6h	1.0μM	6.87318E-4	0.00330797	-0.336976	5.966587112171838E-4
ZFR	51663	Novel DORGE-OG	0.881528034046914	acacetin	MCF7	6h	14.0μM	0.00108447	0.0479171	-0.70583	0.01923076923076923
ZFR	51663	Novel DORGE-OG	0.881528034046914	digoxigenin	MCF7	6h	10.2μM	0.00518438	0.0179114	-0.395764	6.49772579597141E-4
SMAD7	4092	Novel DORGE-OG	0.842071700571606	digoxigenin	MCF7	6h	10.2μM	4.85337E-13	7.64313E-11	-2.0382	6.49772579597141E-4
SMAD7	4092	Novel DORGE-OG	0.842071700571606	helveticoside	MCF7	6h	7.4μM	5.43667E-12	2.10055E-10	-1.72952	5.701254275940707E-4
SMAD7	4092	Novel DORGE-OG	0.842071700571606	lanatosideC	MCF7	6h	4.0μM	6.7812E-11	1.41315E-9	-1.5486	6.071645415907711E-4
SMAD7	4092	Novel DORGE-OG	0.842071700571606	trichostatinA	PC3	6h	0.1μM	4.37822E-6	9.45486E-6	-0.395855	2.745744096650192E-4
SMAD7	4092	Novel DORGE-OG	0.842071700571606	estradiol	MCF7	6h	0.01μM	1.36823E-4	0.016204	-0.297536	0.01219512195121951
SMAD7	4092	Novel DORGE-OG	0.842071700571606	tacrolimus	MCF7	6h	1.0μM	0.00482726	0.133755	-0.697174	0.0
SMAD7	4092	Novel DORGE-OG	0.842071700571606	butylhydroxybenzoate	MCF7	6h	20.6μM	0.00598932	0.2217	-0.486617	0.0131578947368421
SMAD7	4092	Novel DORGE-OG	0.842071700571606	lorglumide	MCF7	6h	8.4μM	0.00960135	0.202617	-0.367545	0.02
SGK1	6446	CGC-OG	0.964449839349004	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	-1.52039	2.495632642874969E-4
SGK1	6446	CGC-OG	0.964449839349004	trichostatinA	MCF7	6h	1.0μM	1.36216E-36	4.88376E-35	-1.3092	2.967359050445104E-4
SGK1	6446	CGC-OG	0.964449839349004	tanespimycin	MCF7	6h	1.0μM	3.18657E-24	7.56568E-23	-0.778627	5.461496450027307E-4
SGK1	6446	CGC-OG	0.964449839349004	trichostatinA	PC3	6h	0.1μM	3.00259E-23	1.19117E-22	-0.893445	2.745744096650192E-4
SGK1	6446	CGC-OG	0.964449839349004	alvespimycin	MCF7	6h	0.1μM	8.72311E-16	9.27557E-14	-1.17653	6.574621959237344E-4
SGK1	6446	CGC-OG	0.964449839349004	trichostatinA	PC3	6h	1.0μM	4.28068E-12	2.73809E-11	-0.934572	3.663003663003663E-4
SGK1	6446	CGC-OG	0.964449839349004	geldanamycin	MCF7	6h	1.0μM	1.77851E-11	3.27799E-10	-0.743661	7.468259895444362E-4
SGK1	6446	CGC-OG	0.964449839349004	alpha-estradiol	MCF7	6h	0.01μM	7.08477E-11	2.20354E-7	-0.671441	0.07142857142857142
SGK1	6446	CGC-OG	0.964449839349004	trichostatinA	HL60	6h	0.1μM	7.01243E-10	4.18225E-9	-0.515337	3.424657534246575E-4
SGK1	6446	CGC-OG	0.964449839349004	thioridazine	HL60	6h	10.0μM	8.69134E-10	6.36053E-7	-2.03035	0.001626016260162602
SGK1	6446	CGC-OG	0.964449839349004	equilin	MCF7	6h	15.0μM	1.25183E-9	3.8935E-6	-1.02616	0.005917159763313609
SGK1	6446	CGC-OG	0.964449839349004	estradiol	MCF7	6h	0.1μM	1.28721E-9	1.77935E-6	-0.707375	0.01492537313432836
SGK1	6446	CGC-OG	0.964449839349004	genistein	MCF7	6h	10.0μM	3.66835E-9	1.65202E-6	-0.592918	0.004347826086956522
SGK1	6446	CGC-OG	0.964449839349004	butylhydroxybenzoate	MCF7	6h	20.6μM	6.82078E-9	2.82858E-5	-1.17693	0.0131578947368421
SGK1	6446	CGC-OG	0.964449839349004	diethylstilbestrol	MCF7	6h	15.0μM	2.1383E-7	1.47792E-4	-2.12509	0.007751937984496124
SGK1	6446	CGC-OG	0.964449839349004	estradiol	MCF7	6h	0.01μM	2.82977E-7	1.8529E-4	-0.558496	0.01219512195121951
SGK1	6446	CGC-OG	0.964449839349004	lorglumide	MCF7	6h	8.4μM	4.65047E-7	7.25845E-4	-0.858138	0.02
SGK1	6446	CGC-OG	0.964449839349004	thioperamide	MCF7	6h	9.8μM	9.02163E-7	0.0112238	-0.732831	1.0
SGK1	6446	CGC-OG	0.964449839349004	prochlorperazine	HL60	6h	10.0μM	1.26358E-5	0.0030824	-1.22311	0.004761904761904762
SGK1	6446	CGC-OG	0.964449839349004	testosterone	MCF7	6h	11.6μM	2.28687E-5	0.0214008	-0.777901	0.05882352941176471
SGK1	6446	CGC-OG	0.964449839349004	trichostatinA	HL60	6h	1.0μM	2.6274E-5	1.12328E-4	-1.1794	3.90777647518562E-4
SGK1	6446	CGC-OG	0.964449839349004	thioridazine	PC3	6h	10.0μM	6.35166E-5	0.00206321	-0.961048	0.001677852348993289
SGK1	6446	CGC-OG	0.964449839349004	trifluoperazine	HL60	6h	10.0μM	1.46824E-4	0.0160231	-1.07354	0.0078125
SGK1	6446	CGC-OG	0.964449839349004	monorden	MCF7	6h	0.1μM	6.91293E-4	0.0210278	-0.595087	0.004464285714285714
SGK1	6446	CGC-OG	0.964449839349004	valproicacid	MCF7	6h	1000.0μM	8.47177E-4	0.0183939	-0.314093	0.001988071570576541
SGK1	6446	CGC-OG	0.964449839349004	nefopam	MCF7	6h	13.8μM	0.00111616	0.330624	-0.765695	0.3333333333333333
SGK1	6446	CGC-OG	0.964449839349004	flurbiprofen	MCF7	6h	16.4μM	0.00120557	0.401617	-0.569358	0.0
SGK1	6446	CGC-OG	0.964449839349004	sirolimus	HL60	6h	0.1μM	0.00147427	0.0829929	-0.502199	0.02
SGK1	6446	CGC-OG	0.964449839349004	levonorgestrel	MCF7	6h	12.8μM	0.00342346	0.242275	-0.693895	0.03448275862068965
SGK1	6446	CGC-OG	0.964449839349004	phenoxybenzamine	MCF7	6h	11.8μM	0.00473853	0.018605	-0.565766	6.389776357827476E-4
SGK1	6446	CGC-OG	0.964449839349004	3-hydroxy-DL-kynurenine	MCF7	6h	17.8μM	0.00627941	0.642615	-0.374614	0.0
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	tanespimycin	MCF7	6h	1.0μM	0.0	0.0	-0.772791	5.461496450027307E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	geldanamycin	MCF7	6h	1.0μM	1.19591E-27	4.64946E-25	-0.766429	7.468259895444362E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	trichostatinA	MCF7	6h	0.1μM	6.08391E-24	1.60258E-23	-0.238559	2.495632642874969E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	alvespimycin	MCF7	6h	0.1μM	6.25295E-23	3.53604E-20	-0.83436	6.574621959237344E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	tanespimycin	HL60	6h	1.0μM	1.6958E-22	3.28479E-19	-0.860111	5.966587112171838E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.50202E-15	1.25413E-13	-0.520322	7.874015748031496E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	tanespimycin	PC3	6h	1.0μM	1.3397E-14	8.25359E-12	-0.697178	9.9601593625498E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	geldanamycin	HL60	6h	1.0μM	6.54268E-12	1.62795E-8	-0.859639	0.00141643059490085
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	alvespimycin	HL60	6h	0.1μM	7.19411E-12	2.23755E-8	-0.837941	0.004651162790697674
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	15-deltaprostaglandinJ2	HL60	6h	10.0μM	2.41111E-10	3.61405E-8	-0.749702	7.057163020465773E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	trichostatinA	PC3	6h	0.1μM	6.38127E-10	1.6285E-9	-0.221594	2.745744096650192E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	monorden	MCF7	6h	0.1μM	9.92682E-10	6.86109E-7	-0.876688	0.004464285714285714
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	phenoxybenzamine	MCF7	6h	11.8μM	1.26478E-8	2.72235E-7	-0.779228	6.389776357827476E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	trichostatinA	MCF7	6h	1.0μM	1.83438E-8	4.84429E-8	-0.180993	2.967359050445104E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	trichostatinA	PC3	6h	1.0μM	7.49259E-6	2.27465E-5	-0.21206	3.663003663003663E-4
HSP90AA1	3320	Novel DORGE-OG	0.758129671488276	15-deltaprostaglandinJ2	PC3	6h	10.0μM	4.88204E-5	0.00562599	-0.56035	0.005
MARK2	2011	Novel DORGE-OG	0.724356551270897	helveticoside	MCF7	6h	7.4μM	1.868E-6	1.31745E-5	-0.83499	5.701254275940707E-4
MARK2	2011	Novel DORGE-OG	0.724356551270897	lanatosideC	MCF7	6h	4.0μM	1.30972E-5	7.03855E-5	-0.741271	6.071645415907711E-4
MARK2	2011	Novel DORGE-OG	0.724356551270897	digoxigenin	MCF7	6h	10.2μM	2.1319E-4	0.00109701	-0.624031	6.49772579597141E-4
MARK2	2011	Novel DORGE-OG	0.724356551270897	cephaeline	MCF7	6h	6.0μM	4.51671E-4	0.00126788	-0.420649	3.554923569143263E-4
MARK2	2011	Novel DORGE-OG	0.724356551270897	lycorine	MCF7	6h	12.4μM	0.00414659	0.0235408	-0.523509	8.230452674897119E-4
SIX2	10736	CGC-OG	0.831690493963932	trichostatinA	MCF7	6h	0.1μM	2.98238E-4	5.00591E-4	-0.119248	2.495632642874969E-4
SIX2	10736	CGC-OG	0.831690493963932	LY-294002	HL60	6h	0.1μM	0.00235971	0.796933	-0.486765	0.0
SIX2	10736	CGC-OG	0.831690493963932	fluocinonide	MCF7	6h	8.0μM	0.00447514	0.998642	-0.452242	0.0
SIX2	10736	CGC-OG	0.831690493963932	phenoxybenzamine	MCF7	6h	11.8μM	0.00809624	0.0294099	-0.379061	6.389776357827476E-4
CELF1	10658	Novel DORGE-OG	0.855036888689835	trichostatinA	MCF7	6h	0.1μM	1.75737E-16	4.0428E-16	-0.222135	2.495632642874969E-4
CELF1	10658	Novel DORGE-OG	0.855036888689835	helveticoside	MCF7	6h	7.4μM	1.50633E-8	1.79849E-7	-0.97853	5.701254275940707E-4
CELF1	10658	Novel DORGE-OG	0.855036888689835	digoxigenin	MCF7	6h	10.2μM	9.90108E-8	1.32593E-6	-0.90734	6.49772579597141E-4
CELF1	10658	Novel DORGE-OG	0.855036888689835	lanatosideC	MCF7	6h	4.0μM	1.04062E-7	8.77121E-7	-0.89808	6.071645415907711E-4
CELF1	10658	Novel DORGE-OG	0.855036888689835	trichostatinA	MCF7	6h	1.0μM	9.54594E-7	2.29268E-6	-0.215911	2.967359050445104E-4
CELF1	10658	Novel DORGE-OG	0.855036888689835	LY-294002	MCF7	6h	10.0μM	0.00322492	0.00899175	-0.117229	4.627487274409995E-4
CELF1	10658	Novel DORGE-OG	0.855036888689835	lycorine	MCF7	6h	12.4μM	0.00811578	0.0384127	-0.417581	8.230452674897119E-4
YAP1	10413	Novel DORGE-OG	0.816410007820044	helveticoside	MCF7	6h	7.4μM	9.62399E-12	3.34447E-10	-1.94711	5.701254275940707E-4
YAP1	10413	Novel DORGE-OG	0.816410007820044	lanatosideC	MCF7	6h	4.0μM	4.84087E-11	1.04922E-9	-1.795	6.071645415907711E-4
YAP1	10413	Novel DORGE-OG	0.816410007820044	digoxigenin	MCF7	6h	10.2μM	4.43976E-10	1.52163E-8	-1.68413	6.49772579597141E-4
YAP1	10413	Novel DORGE-OG	0.816410007820044	tacrolimus	MCF7	6h	1.0μM	3.36668E-5	0.0979381	-0.919067	0.0
YAP1	10413	Novel DORGE-OG	0.816410007820044	lycorine	MCF7	6h	12.4μM	0.00115754	0.00944324	-0.969964	8.230452674897119E-4
YAP1	10413	Novel DORGE-OG	0.816410007820044	trichostatinA	HL60	6h	0.1μM	0.00158698	0.00446992	-0.397572	3.424657534246575E-4
YAP1	10413	Novel DORGE-OG	0.816410007820044	clofazimine	MCF7	6h	8.4μM	0.00561683	0.114556	-0.468869	0.006289308176100629
YAP1	10413	Novel DORGE-OG	0.816410007820044	cloperastine	MCF7	6h	11.0μM	0.00727811	0.151925	-0.539268	0.005780346820809248
BRD2	6046	Novel DORGE-OG	0.915330200648815	cephaeline	MCF7	6h	6.0μM	1.59165E-12	3.32803E-11	-1.69424	3.554923569143263E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	tanespimycin	MCF7	6h	1.0μM	1.2741E-10	8.00962E-10	-0.28294	5.461496450027307E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	LY-294002	MCF7	6h	10.0μM	9.84786E-9	6.213E-8	-0.295745	4.627487274409995E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	LY-294002	HL60	6h	10.0μM	7.22328E-8	3.08746E-6	-0.555028	7.627765064836003E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	lanatosideC	MCF7	6h	4.0μM	1.14203E-7	9.542E-7	-1.10812	6.071645415907711E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	helveticoside	MCF7	6h	7.4μM	2.87743E-7	2.47566E-6	-0.996899	5.701254275940707E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	thioridazine	MCF7	6h	10.0μM	6.29335E-7	9.72616E-6	-0.428599	0.00104602510460251
BRD2	6046	Novel DORGE-OG	0.915330200648815	phenoxybenzamine	MCF7	6h	11.8μM	7.44372E-7	9.25485E-6	-0.783266	6.389776357827476E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	6.63046E-6	6.20222E-5	-0.326934	7.874015748031496E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	geldanamycin	MCF7	6h	1.0μM	8.00901E-6	5.36043E-5	-0.31373	7.468259895444362E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	digoxigenin	MCF7	6h	10.2μM	2.53074E-4	0.00127469	-0.542705	6.49772579597141E-4
BRD2	6046	Novel DORGE-OG	0.915330200648815	15-deltaprostaglandinJ2	HL60	6h	10.0μM	2.93852E-4	0.00242203	-0.620703	7.057163020465773E-4
