Gene	Compound	Cellline	Qvalue	Fold_change	Gene_type
CACNA1D	cephaeline	MCF7	0.0208539	-0.343666	CGC-OG
NOTCH2NL	trichostatinA	MCF7	2.35418E-43	-0.547546	Novel DORGE-OG
NOTCH2NL	LY-294002	MCF7	3.4211E-11	-0.464793	Novel DORGE-OG
NOTCH2NL	tanespimycin	PC3	5.28416E-8	-0.586777	Novel DORGE-OG
NOTCH2NL	helveticoside	MCF7	1.12465E-7	-1.11697	Novel DORGE-OG
NOTCH2NL	lanatosideC	MCF7	5.93238E-7	-1.00402	Novel DORGE-OG
NOTCH2NL	digoxigenin	MCF7	1.79057E-5	-0.911864	Novel DORGE-OG
NOTCH2NL	cephaeline	MCF7	1.27103E-5	-0.75552	Novel DORGE-OG
NOTCH2NL	tretinoin	HL60	0.00235268	-0.526109	Novel DORGE-OG
NOTCH2NL	methotrexate	MCF7	0.00320932	-0.453434	Novel DORGE-OG
NOTCH2NL	alvespimycin	MCF7	0.00357968	-0.337128	Novel DORGE-OG
NOTCH2NL	geldanamycin	HL60	0.00970334	-0.496	Novel DORGE-OG
NOTCH2NL	sirolimus	MCF7	0.00506977	-0.223685	Novel DORGE-OG
KIAA0174	tanespimycin	HL60	2.87071E-10	-0.589039	Novel DORGE-OG
KIAA0174	lanatosideC	MCF7	3.77619E-10	-1.50907	Novel DORGE-OG
KIAA0174	cephaeline	MCF7	2.39672E-9	-1.09793	Novel DORGE-OG
KIAA0174	helveticoside	MCF7	2.26828E-8	-1.19052	Novel DORGE-OG
KIAA0174	digoxigenin	MCF7	2.69268E-7	-1.2619	Novel DORGE-OG
KIAA0174	LY-294002	MCF7	1.92924E-7	-0.308753	Novel DORGE-OG
KIAA0174	15-deltaprostaglandinJ2	HL60	4.82363E-6	-0.735449	Novel DORGE-OG
KIAA0174	geldanamycin	HL60	4.59046E-5	-0.605456	Novel DORGE-OG
KIAA0174	tretinoin	HL60	1.46212E-4	-0.463653	Novel DORGE-OG
KIAA0174	thioridazine	HL60	0.007036	-0.360557	Novel DORGE-OG
KIAA0174	lycorine	MCF7	0.00765846	-0.766265	Novel DORGE-OG
KIAA0174	fulvestrant	MCF7	0.0132707	-0.204445	Novel DORGE-OG
KIAA0174	alvespimycin	MCF7	0.0307425	-0.236755	Novel DORGE-OG
CHD3	tanespimycin	MCF7	4.99166E-10	-0.299563	Novel DORGE-OG
CHD3	alvespimycin	MCF7	9.59447E-4	-0.328303	Novel DORGE-OG
CHD3	fulvestrant	MCF7	0.00202586	-0.240504	Novel DORGE-OG
CHD3	geldanamycin	MCF7	0.00474376	-0.2283	Novel DORGE-OG
CHD3	helveticoside	MCF7	0.0118886	-0.455989	Novel DORGE-OG
CHD3	lanatosideC	MCF7	0.0264975	-0.377125	Novel DORGE-OG
ETV5	trichostatinA	MCF7	0.0	-1.01034	CGC-OG
ETV5	phenoxybenzamine	MCF7	5.64006E-8	-1.17103	CGC-OG
ETV5	PF-00562151-00	MCF7	2.89922E-4	-1.24249	CGC-OG
ETV5	ionomycin	MCF7	4.20686E-5	-0.98683	CGC-OG
ETV5	thioridazine	MCF7	1.2196E-5	-0.632091	CGC-OG
ETV5	helveticoside	MCF7	7.69706E-6	-0.794206	CGC-OG
ETV5	15-deltaprostaglandinJ2	MCF7	1.52809E-5	-0.64889	CGC-OG
ETV5	lanatosideC	MCF7	2.12416E-5	-0.770063	CGC-OG
ETV5	LY-294002	MCF7	6.62552E-5	-0.363217	CGC-OG
ETV5	cloperastine	MCF7	0.00380687	-0.792592	CGC-OG
ETV5	digoxigenin	MCF7	4.81105E-4	-0.58387	CGC-OG
ETV5	equilin	MCF7	0.010942	-0.53952	CGC-OG
ETV5	rottlerin	MCF7	0.00519313	-0.560825	CGC-OG
ETV5	methylbenzethoniumchloride	MCF7	0.0114671	-0.512444	CGC-OG
ETV5	diethylstilbestrol	MCF7	0.0386477	-0.579295	CGC-OG
ETV5	valproicacid	MCF7	0.0211899	-0.383415	CGC-OG
ETV5	geldanamycin	MCF7	0.0151356	-0.251262	CGC-OG
ETV5	cephaeline	MCF7	0.0174839	-0.421157	CGC-OG
ASAP2	trichostatinA	PC3	1.64349E-14	-0.582705	Novel DORGE-OG
ASAP2	tanespimycin	MCF7	1.25075E-7	-0.41773	Novel DORGE-OG
ASAP2	LY-294002	PC3	3.19188E-6	-0.868928	Novel DORGE-OG
ASAP2	alvespimycin	MCF7	6.0678E-6	-0.752371	Novel DORGE-OG
ASAP2	thioridazine	PC3	0.0010823	-1.0717	Novel DORGE-OG
ASAP2	15-deltaprostaglandinJ2	MCF7	4.77429E-4	-0.552657	Novel DORGE-OG
ASAP2	sirolimus	PC3	0.0166209	-0.524058	Novel DORGE-OG
ZNF750	cephaeline	MCF7	8.14496E-11	-1.40352	Novel DORGE-OG
ZNF750	helveticoside	MCF7	3.79329E-8	-1.09578	Novel DORGE-OG
ZNF750	lanatosideC	MCF7	6.26424E-5	-0.656919	Novel DORGE-OG
ZNF750	digoxigenin	MCF7	1.87427E-4	-0.644905	Novel DORGE-OG
MEIS2	tretinoin	MCF7	1.15088E-6	-0.979229	Novel DORGE-OG
MEIS2	cephaeline	MCF7	7.71311E-7	-1.64545	Novel DORGE-OG
MEIS2	lycorine	MCF7	0.00507622	-1.23218	Novel DORGE-OG
TNS1	trichostatinA	PC3	5.1848E-44	-0.47541	Novel DORGE-OG
TNS1	cephaeline	MCF7	0.00552371	-0.313922	Novel DORGE-OG
TNS1	tretinoin	HL60	0.0404102	-0.230647	Novel DORGE-OG
CTIF	trichostatinA	MCF7	5.86506E-29	-0.29548	Novel DORGE-OG
CTIF	alvespimycin	MCF7	0.0346484	-0.21926	Novel DORGE-OG
RIT1	15-deltaprostaglandinJ2	MCF7	2.79546E-19	-1.70718	Novel DORGE-OG
RIT1	digoxigenin	MCF7	7.25494E-11	-2.13343	Novel DORGE-OG
RIT1	tanespimycin	HL60	3.80335E-10	-0.538782	Novel DORGE-OG
RIT1	tretinoin	HL60	7.10407E-9	-0.960668	Novel DORGE-OG
RIT1	lanatosideC	MCF7	2.98157E-9	-1.79449	Novel DORGE-OG
RIT1	fulvestrant	MCF7	6.76297E-9	-0.585191	Novel DORGE-OG
RIT1	helveticoside	MCF7	1.07782E-8	-1.67517	Novel DORGE-OG
RIT1	thioridazine	HL60	7.31344E-6	-0.880284	Novel DORGE-OG
RIT1	phenoxybenzamine	MCF7	9.62368E-7	-1.13411	Novel DORGE-OG
RIT1	trichostatinA	MCF7	3.81563E-6	-0.22395	Novel DORGE-OG
RIT1	geldanamycin	HL60	1.41824E-4	-0.618837	Novel DORGE-OG
RIT1	prochlorperazine	MCF7	3.19938E-4	-0.530435	Novel DORGE-OG
RIT1	genistein	HL60	0.00426061	-0.483637	Novel DORGE-OG
RIT1	LY-294002	HL60	0.00137567	-0.393191	Novel DORGE-OG
RIT1	trifluoperazine	MCF7	0.0031457	-0.394556	Novel DORGE-OG
RIT1	clofazimine	MCF7	0.0201426	-0.535924	Novel DORGE-OG
RIT1	valproicacid	MCF7	0.0128086	-0.40302	Novel DORGE-OG
RIT1	alvespimycin	MCF7	0.0147393	-0.342443	Novel DORGE-OG
HGF	trichostatinA	PC3	4.06474E-6	-0.167808	Novel DORGE-OG
HGF	ionomycin	MCF7	0.0203195	-0.413348	Novel DORGE-OG
SUPT5H	trichostatinA	PC3	2.71824E-10	-0.336272	Novel DORGE-OG
SUPT5H	phenoxybenzamine	MCF7	0.00241383	-0.635984	Novel DORGE-OG
HSPD1	tanespimycin	MCF7	4.18288E-42	-0.667307	Novel DORGE-OG
HSPD1	geldanamycin	MCF7	1.70178E-22	-0.696935	Novel DORGE-OG
HSPD1	alvespimycin	MCF7	1.9917E-16	-0.711899	Novel DORGE-OG
HSPD1	15-deltaprostaglandinJ2	MCF7	4.33042E-8	-0.357283	Novel DORGE-OG
HSPD1	monorden	MCF7	1.28255E-5	-0.717529	Novel DORGE-OG
HSPD1	phenoxybenzamine	MCF7	2.28418E-5	-0.596392	Novel DORGE-OG
TOM1L2	trichostatinA	MCF7	5.9211E-23	-0.360643	Novel DORGE-OG
ZFC3H1	trichostatinA	PC3	2.30214E-34	-0.776533	Novel DORGE-OG
ZFC3H1	clofazimine	MCF7	0.0101115	-0.591284	Novel DORGE-OG
ZFC3H1	haloperidol	MCF7	0.0449128	-0.65024	Novel DORGE-OG
ZFC3H1	methotrexate	MCF7	0.019392	-0.531682	Novel DORGE-OG
ZFC3H1	prochlorperazine	MCF7	0.0238598	-0.295417	Novel DORGE-OG
PDGFB	cephaeline	MCF7	2.21697E-8	-0.657817	CGC-OG
TRIM8	cephaeline	MCF7	2.79614E-5	-0.593306	Novel DORGE-OG
TRIM8	thioridazine	PC3	0.00188429	-0.674815	Novel DORGE-OG
TRIM8	wortmannin	MCF7	0.00166637	-0.201516	Novel DORGE-OG
TRIM8	LY-294002	HL60	0.0148999	-0.221876	Novel DORGE-OG
TRIM8	sirolimus	PC3	0.0344804	-0.381285	Novel DORGE-OG
TRIM8	tretinoin	HL60	0.034856	-0.230277	Novel DORGE-OG
TCEB3	cephaeline	MCF7	5.01646E-5	-0.434189	Novel DORGE-OG
TCEB3	pioglitazone	PC3	0.0497372	-0.353601	Novel DORGE-OG
ZC3H4	LY-294002	MCF7	8.62829E-7	-0.240559	Novel DORGE-OG
ZC3H4	sirolimus	MCF7	2.49964E-5	-0.231869	Novel DORGE-OG
TBC1D2B	trichostatinA	MCF7	1.21212E-42	-0.370659	Novel DORGE-OG
TBC1D2B	tanespimycin	HL60	0.0113518	-0.207318	Novel DORGE-OG
RTN4	trichostatinA	MCF7	1.21944E-24	-0.249715	Novel DORGE-OG
RTN4	15-deltaprostaglandinJ2	HL60	2.5053E-7	-0.744955	Novel DORGE-OG
RTN4	thioridazine	HL60	3.18245E-4	-0.425229	Novel DORGE-OG
RTN4	prochlorperazine	MCF7	0.0077638	-0.252556	Novel DORGE-OG
RTN4	helveticoside	MCF7	0.00276646	-0.397746	Novel DORGE-OG
RTN4	digoxigenin	MCF7	0.0271693	-0.238181	Novel DORGE-OG
DNAJB12	tretinoin	HL60	7.12905E-8	-1.10717	Novel DORGE-OG
DNAJB12	digoxigenin	MCF7	9.63589E-6	-0.686837	Novel DORGE-OG
DNAJB12	helveticoside	MCF7	3.66577E-5	-0.657572	Novel DORGE-OG
DNAJB12	lanatosideC	MCF7	1.08678E-4	-0.594176	Novel DORGE-OG
DNAJB12	tanespimycin	MCF7	0.00134557	-0.128234	Novel DORGE-OG
MAML1	cephaeline	MCF7	1.7739E-6	-0.908005	Novel DORGE-OG
MAML1	lanatosideC	MCF7	5.21541E-5	-0.788484	Novel DORGE-OG
MAML1	helveticoside	MCF7	8.87073E-5	-0.772331	Novel DORGE-OG
MAML1	lycorine	MCF7	0.00297202	-0.969566	Novel DORGE-OG
MAML1	LY-294002	MCF7	0.00158114	-0.221376	Novel DORGE-OG
MAML1	digoxigenin	MCF7	0.00253201	-0.638524	Novel DORGE-OG
AHCTF1	helveticoside	MCF7	6.12745E-5	-0.999301	Novel DORGE-OG
AHCTF1	rosiglitazone	PC3	0.0133026	-0.654085	Novel DORGE-OG
AHCTF1	digoxigenin	MCF7	0.0016106	-0.787821	Novel DORGE-OG
AHCTF1	lanatosideC	MCF7	0.00584014	-0.596919	Novel DORGE-OG
AHCTF1	lycorine	MCF7	0.0410751	-0.801131	Novel DORGE-OG
RNF216	tanespimycin	MCF7	3.06133E-12	-0.338925	Novel DORGE-OG
RNF216	geldanamycin	MCF7	2.07251E-5	-0.362645	Novel DORGE-OG
RNF216	15-deltaprostaglandinJ2	HL60	3.62444E-4	-0.724222	Novel DORGE-OG
RNF216	alvespimycin	MCF7	2.50519E-4	-0.404522	Novel DORGE-OG
RNF216	trichostatinA	PC3	2.90355E-4	-0.174492	Novel DORGE-OG
ACVR1B	tanespimycin	MCF7	6.00574E-5	-0.133398	Novel DORGE-OG
ACVR1B	tretinoin	HL60	0.00240728	-0.349627	Novel DORGE-OG
ACVR1B	alvespimycin	MCF7	0.0186233	-0.189497	Novel DORGE-OG
CTNND2	wortmannin	MCF7	0.0274893	-0.2714	CGC-OG
MUC4	trichostatinA	MCF7	1.83775E-23	-0.199062	CGC-OG
MUC4	sirolimus	MCF7	0.00349768	-0.142319	CGC-OG
MUC4	cephaeline	MCF7	0.00437425	-0.308941	CGC-OG
SRRM1	cephaeline	MCF7	1.22809E-8	-0.799153	Novel DORGE-OG
SRRM1	tanespimycin	HL60	1.40546E-4	-0.339116	Novel DORGE-OG
PIM1	trichostatinA	MCF7	1.92483E-33	-0.489881	CGC-OG
PIM1	LY-294002	PC3	5.55636E-9	-0.839894	CGC-OG
PIM1	15-deltaprostaglandinJ2	MCF7	1.0811E-7	-0.723069	CGC-OG
PIM1	sirolimus	PC3	2.87867E-4	-0.633692	CGC-OG
PIM1	cephaeline	MCF7	6.14127E-5	-0.785752	CGC-OG
PIM1	helveticoside	MCF7	4.50371E-4	-0.594372	CGC-OG
PIM1	butylhydroxybenzoate	MCF7	0.0190091	-0.528851	CGC-OG
PIM1	pioglitazone	PC3	0.0154342	-0.592021	CGC-OG
PIM1	tretinoin	HL60	0.0128459	-0.423975	CGC-OG
PIM1	valproicacid	HL60	0.0418068	-0.468809	CGC-OG
PIM1	thioridazine	PC3	0.0324566	-0.520703	CGC-OG
CACNA1C	alvespimycin	MCF7	0.0257927	-0.220149	Novel DORGE-OG
SND1	trichostatinA	MCF7	3.11537E-41	-0.512499	CGC-OG
SND1	geldanamycin	MCF7	2.30236E-7	-0.469523	CGC-OG
SND1	LY-294002	MCF7	9.86309E-7	-0.312651	CGC-OG
SND1	tanespimycin	MCF7	1.79831E-6	-0.265314	CGC-OG
ATXN2	cephaeline	MCF7	5.63042E-11	-1.11349	Novel DORGE-OG
ATXN2	digoxigenin	MCF7	3.31373E-10	-1.1177	Novel DORGE-OG
ATXN2	lanatosideC	MCF7	2.90242E-9	-1.18535	Novel DORGE-OG
ATXN2	LY-294002	MCF7	6.28266E-9	-0.349343	Novel DORGE-OG
ATXN2	helveticoside	MCF7	2.10025E-8	-1.06143	Novel DORGE-OG
ATXN2	thioridazine	MCF7	0.00141733	-0.322471	Novel DORGE-OG
ATXN2	monastrol	MCF7	0.0241117	-0.445928	Novel DORGE-OG
ATXN2	wortmannin	MCF7	0.00515393	-0.293527	Novel DORGE-OG
ATXN2	loperamide	MCF7	0.0354426	-0.339945	Novel DORGE-OG
DYRK3	trichostatinA	PC3	0.0	-1.50856	Novel DORGE-OG
DYRK3	LY-294002	MCF7	7.79062E-6	-0.253239	Novel DORGE-OG
DYRK3	tanespimycin	MCF7	5.32256E-4	-0.185036	Novel DORGE-OG
DYRK3	lanatosideC	MCF7	0.00104858	-0.557214	Novel DORGE-OG
DYRK3	phenoxybenzamine	MCF7	0.00452017	-0.457656	Novel DORGE-OG
DYRK3	thioridazine	PC3	0.0348644	-0.482001	Novel DORGE-OG
DYRK3	geldanamycin	MCF7	0.0159679	-0.222426	Novel DORGE-OG
ERF	cephaeline	MCF7	3.16245E-10	-1.53006	Novel DORGE-OG
ERF	lanatosideC	MCF7	8.55397E-5	-0.98404	Novel DORGE-OG
ERF	digoxigenin	MCF7	1.26753E-4	-0.970578	Novel DORGE-OG
ERF	helveticoside	MCF7	3.59536E-4	-0.917837	Novel DORGE-OG
ERF	lycorine	MCF7	0.00716375	-0.55714	Novel DORGE-OG
PSIP1	trichostatinA	PC3	2.06048E-36	-0.673648	CGC-OG
PSIP1	sirolimus	MCF7	0.00211339	-0.193971	CGC-OG
