Gene	Compound	Cellline	Qvalue	Fold_change	Gene_type
ARL8B	Vx	NA	0.00531098	0.275254	Novel DORGE-TSG
ARL8B	Vemurafenib	NA	0.0020606	0.346767	Novel DORGE-TSG
ARL8B	Interferonbeta-1a	NA	0.00444278	0.26125	Novel DORGE-TSG
ARL8B	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.0147307	0.172759	Novel DORGE-TSG
ARL8B	Resveratrol	NA	0.00297946	0.45198	Novel DORGE-TSG
ARL8B	Sulforaphane	NA	0.00420372	0.735962	Novel DORGE-TSG
ARL8B	Harman	NA	0.00335087	0.0495235	Novel DORGE-TSG
ARL8B	Trovafloxacin	NA	0.00395847	1.0202	Novel DORGE-TSG
ARL8B	Alfacalcidol	NA	0.0113861	0.255521	Novel DORGE-TSG
ARL8B	4-hydroxytamoxifen	NA	0.00872703	0.180207	Novel DORGE-TSG
ARL8B	Y15	NA	0.0225928	0.43554	Novel DORGE-TSG
ARL8B	Interferongamma-1b	NA	0.00663414	0.0175708	Novel DORGE-TSG
ARL8B	Metformin	NA	0.0146626	0.214303	Novel DORGE-TSG
ARL8B	Mln4924	NA	0.0330132	0.427925	Novel DORGE-TSG
ARL8B	3,3',4,4'-tetrachlorobiphenyl	NA	0.0402782	0.241346	Novel DORGE-TSG
ARL8B	Phorbol12-myristate13-acetate(pma)	NA	0.0313635	0.299462	Novel DORGE-TSG
ARL8B	Arachidonicacid	NA	0.017993	0.264087	Novel DORGE-TSG
ARL8B	Argyrina	NA	0.0290972	0.30578	Novel DORGE-TSG
ARL8B	Cyfluthrin	NA	0.0329543	0.122066	Novel DORGE-TSG
ARL8B	Plx4032	NA	0.0462587	0.302372	Novel DORGE-TSG
ARL8B	Interferonbeta-1b	NA	0.0283262	0.015	Novel DORGE-TSG
ARL8B	Bpde	NA	0.0334309	0.0358048	Novel DORGE-TSG
ARHGEF10	Dasatinib	NA	1.11387E-9	1.76399	CGC-TSG
ARHGEF10	Antimony	NA	5.05132E-7	0.101127	CGC-TSG
ARHGEF10	Etanercept	NA	2.48105E-5	1.35898	CGC-TSG
ARHGEF10	Estradiol	NA	3.14081E-5	0.505742	CGC-TSG
ARHGEF10	Fgfr-specificpd173074inhibitor	NA	1.16673E-4	0.684552	CGC-TSG
ARHGEF10	Mesalazine	NA	4.01447E-4	0.0995822	CGC-TSG
ARHGEF10	4-hydroxytamoxifen	NA	7.44674E-4	0.651031	CGC-TSG
ARHGEF10	Vemurafenib	NA	9.16403E-4	0.218503	CGC-TSG
ARHGEF10	Bisphenola	NA	6.49447E-4	0.515954	CGC-TSG
ARHGEF10	Cadmium	NA	6.09775E-4	0.0360494	CGC-TSG
ARHGEF10	Tretinoin	NA	0.0363836	0.437973	CGC-TSG
ARHGEF10	4-hydroxynonenal	NA	0.0106107	0.229639	CGC-TSG
ARHGEF10	Insulin	NA	0.021794	0.150694	CGC-TSG
ARHGEF10	Cytarabine	NA	0.00819176	0.358795	CGC-TSG
ARHGEF10	Bpde	NA	0.00751035	0.138179	CGC-TSG
ARHGEF10	Quercetin	NA	0.0284266	0.0794012	CGC-TSG
ARHGEF10	Aminolevulinicacid	NA	0.0106097	0.210969	CGC-TSG
ARHGEF10	Doxorubicin	NA	0.0230477	0.740762	CGC-TSG
ARHGEF10	Plx4032	NA	0.0361494	0.316687	CGC-TSG
ARHGEF10	Imatinib	NA	0.0451763	0.161223	CGC-TSG
KAT8	Interferonbeta-1b	NA	8.35619E-6	0.03875	Novel DORGE-TSG
KAT8	Etanercept	NA	5.23458E-4	0.642837	Novel DORGE-TSG
KAT8	Carboplatin	NA	0.00188507	0.129377	Novel DORGE-TSG
KAT8	Cediranib	NA	5.02117E-5	0.101921	Novel DORGE-TSG
KAT8	Mesalazine	NA	0.00105708	0.144703	Novel DORGE-TSG
KAT8	Dexamethasone	NA	0.00119399	0.592896	Novel DORGE-TSG
KAT8	Vemurafenib	NA	9.0958E-4	0.409677	Novel DORGE-TSG
KAT8	Doxorubicin	NA	0.00119208	0.388915	Novel DORGE-TSG
KAT8	Alfacalcidol	NA	0.00356658	0.112242	Novel DORGE-TSG
KAT8	Estradiol	NA	0.00214961	0.10236	Novel DORGE-TSG
KAT8	Metformin	NA	0.00283469	0.361647	Novel DORGE-TSG
KAT8	Cadmium	NA	9.9528E-4	0.247295	Novel DORGE-TSG
KAT8	Lapatinib	NA	0.00627032	0.386639	Novel DORGE-TSG
KAT8	Cycloheximide	NA	0.00256653	0.281827	Novel DORGE-TSG
KAT8	Arachidonicacid	NA	0.00383071	0.55665	Novel DORGE-TSG
KAT8	Dasatinib	NA	0.00368696	0.230496	Novel DORGE-TSG
KAT8	4-hydroxynonenal	NA	0.00950721	0.154667	Novel DORGE-TSG
KAT8	Adenosinetriphosphate	NA	0.0128558	0.0767535	Novel DORGE-TSG
KAT8	Cisplatin	NA	0.0112781	0.228163	Novel DORGE-TSG
KAT8	Calcitriol	NA	0.0164774	0.177907	Novel DORGE-TSG
KAT8	Azacitidine	NA	0.0403007	0.230532	Novel DORGE-TSG
KAT8	Diclofenac	NA	0.0135703	0.164205	Novel DORGE-TSG
KAT8	Interferongamma-1b	NA	0.0148962	0.119977	Novel DORGE-TSG
KAT8	Plx4032	NA	0.04888	0.264804	Novel DORGE-TSG
KAT8	Imatinib	NA	0.0468822	0.150356	Novel DORGE-TSG
MYOF	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	NA	3.43447E-6	3.10731	Novel DORGE-TSG
MYOF	Ribavirin	NA	6.50381E-6	0.964796	Novel DORGE-TSG
MYOF	Nickel	NA	6.97883E-6	2.31386	Novel DORGE-TSG
MYOF	Lapatinib	NA	2.45741E-5	0.774308	Novel DORGE-TSG
MYOF	Plx4032	NA	3.6557E-5	1.10229	Novel DORGE-TSG
MYOF	4-hydroxynonenal	NA	9.53833E-5	0.294865	Novel DORGE-TSG
MYOF	Interferonbeta-1a	NA	1.26832E-4	1.31611	Novel DORGE-TSG
MYOF	Bicalutamide	NA	1.41391E-5	1.03729	Novel DORGE-TSG
MYOF	Antimony	NA	1.47209E-5	1.30936	Novel DORGE-TSG
MYOF	Pd173074	NA	1.02903E-4	0.4246	Novel DORGE-TSG
MYOF	Interferonbeta-1b	NA	4.8544E-5	0.440278	Novel DORGE-TSG
MYOF	Dasatinib	NA	4.2916E-5	0.704325	Novel DORGE-TSG
MYOF	Cocaine	NA	0.00732748	0.208774	Novel DORGE-TSG
MYOF	Tretinoin	NA	4.49413E-5	0.496667	Novel DORGE-TSG
MYOF	Dexamethasone	NA	2.94281E-4	0.566462	Novel DORGE-TSG
MYOF	Cytarabine	NA	1.83615E-4	1.41397	Novel DORGE-TSG
MYOF	Actinomycind	NA	2.17031E-4	0.404601	Novel DORGE-TSG
MYOF	3,3',4,4'-tetrachlorobiphenyl	NA	0.00304612	1.46098	Novel DORGE-TSG
MYOF	Sulforaphane	NA	9.39533E-4	0.865549	Novel DORGE-TSG
MYOF	Cycloheximide	NA	4.79558E-4	0.331615	Novel DORGE-TSG
MYOF	Foretinib	NA	0.0344885	1.95023	Novel DORGE-TSG
MYOF	Arachidonicacid	NA	0.00193317	1.79222	Novel DORGE-TSG
MYOF	R1881	NA	0.00450685	0.74365	Novel DORGE-TSG
MYOF	Phorbol12-myristate13-acetate(pma)	NA	0.00368144	1.82405	Novel DORGE-TSG
MYOF	Cisplatin	NA	0.00674585	0.270853	Novel DORGE-TSG
MYOF	Plx4720	NA	0.00907479	0.479668	Novel DORGE-TSG
MYOF	Bisphenola	NA	0.00236374	0.0275418	Novel DORGE-TSG
MYOF	Metformin	NA	0.00386061	0.277923	Novel DORGE-TSG
MYOF	Estradiol	NA	0.00899187	0.53418	Novel DORGE-TSG
MYOF	Lipopolysaccharide	NA	0.0159941	0.40835	Novel DORGE-TSG
MYOF	Nitricoxide	NA	0.00389049	0.374612	Novel DORGE-TSG
MYOF	Aplidin	NA	0.00399114	0.548968	Novel DORGE-TSG
MYOF	Mln4924	NA	0.0193594	0.501112	Novel DORGE-TSG
MYOF	Doxorubicin	NA	0.0177393	0.883614	Novel DORGE-TSG
MYOF	Imatinib	NA	0.00776028	0.179374	Novel DORGE-TSG
MYOF	Argyrina	NA	0.0229452	0.0827384	Novel DORGE-TSG
MYOF	Bpde	NA	0.016263	0.0784165	Novel DORGE-TSG
MYOF	Mercury	NA	0.0222015	0.490694	Novel DORGE-TSG
MYOF	Cadmium	NA	0.0267467	0.265649	Novel DORGE-TSG
MYOF	Bexarotene	NA	0.0494757	0.266218	Novel DORGE-TSG
ITPR1	Doxorubicin	NA	3.13213E-12	0.221978	Novel DORGE-TSG
ITPR1	Resveratrol	NA	5.99655E-9	2.37061	Novel DORGE-TSG
ITPR1	Tretinoin	NA	4.92886E-8	1.01	Novel DORGE-TSG
ITPR1	Calcitriol	NA	6.93667E-5	1.69709	Novel DORGE-TSG
ITPR1	Phorbol12-myristate13-acetate(pma)	NA	5.19891E-6	2.03849	Novel DORGE-TSG
ITPR1	Hypochlorousacid	NA	2.1214E-6	0.171824	Novel DORGE-TSG
ITPR1	Aplidin	NA	1.95774E-5	1.28928	Novel DORGE-TSG
ITPR1	Cycloheximide	NA	1.28267E-5	0.807789	Novel DORGE-TSG
ITPR1	Dexamethasone	NA	5.68972E-5	1.7193	Novel DORGE-TSG
ITPR1	Y15	NA	5.50324E-4	0.953906	Novel DORGE-TSG
ITPR1	Pd173074	NA	1.33589E-4	0.5172	Novel DORGE-TSG
ITPR1	Cytarabine	NA	1.43818E-4	1.18809	Novel DORGE-TSG
ITPR1	Vemurafenib	NA	2.88515E-4	0.300229	Novel DORGE-TSG
ITPR1	Cisplatin	NA	2.88048E-4	0.392293	Novel DORGE-TSG
ITPR1	Nicotine	NA	0.0100462	0.234371	Novel DORGE-TSG
ITPR1	Arachidonicacid	NA	0.00180513	3.00017	Novel DORGE-TSG
ITPR1	Cadmium	NA	6.43903E-4	0.182714	Novel DORGE-TSG
ITPR1	Thapsigargin	NA	0.00252199	0.673048	Novel DORGE-TSG
ITPR1	Vanadiumpentoxide	NA	0.00354143	0.280525	Novel DORGE-TSG
ITPR1	Metformin	NA	0.00306523	0.377603	Novel DORGE-TSG
ITPR1	Bisphenola	NA	0.00252333	0.433581	Novel DORGE-TSG
ITPR1	4-hydroxynonenal	NA	0.00445428	0.0176433	Novel DORGE-TSG
ITPR1	Doxycycline	NA	0.0305415	0.126973	Novel DORGE-TSG
ITPR1	Apratoxina	NA	0.0186494	1.22311	Novel DORGE-TSG
ITPR1	Plx4720	NA	0.0184817	0.436856	Novel DORGE-TSG
ITPR1	Promegestone	NA	0.031418	0.151858	Novel DORGE-TSG
ITPR1	Bexarotene	NA	0.0267219	0.460439	Novel DORGE-TSG
ITPR1	Celecoxib	NA	0.0361626	0.118319	Novel DORGE-TSG
ITPR1	Actinomycind	NA	0.0270324	0.124594	Novel DORGE-TSG
FAM69A	Bpde	NA	1.15268E-7	0.606699	Novel DORGE-TSG
FAM69A	Cediranib	NA	1.13031E-8	0.0269312	Novel DORGE-TSG
FAM69A	Cycloheximide	NA	1.50804E-6	1.01765	Novel DORGE-TSG
FAM69A	Puromycin,ec50,5d	NA	3.52998E-6	1.75849	Novel DORGE-TSG
FAM69A	Plx4032	NA	2.61669E-5	1.48838	Novel DORGE-TSG
FAM69A	Cadmium	NA	5.45894E-5	0.429574	Novel DORGE-TSG
FAM69A	Cytarabine	NA	6.85013E-5	2.29397	Novel DORGE-TSG
FAM69A	R1881	NA	5.24585E-5	1.60265	Novel DORGE-TSG
FAM69A	Puromycin,ec50,1d	NA	1.6693E-5	1.21137	Novel DORGE-TSG
FAM69A	Vemurafenib	NA	2.47783E-5	0.620857	Novel DORGE-TSG
FAM69A	Fgfr-specificpd173074inhibitor	NA	7.78016E-5	0.422563	Novel DORGE-TSG
FAM69A	Harman	NA	1.86335E-4	0.370704	Novel DORGE-TSG
FAM69A	2,3-dimethoxy-1,4-naphtoquinone(dmnq)	NA	0.00755464	0.423333	Novel DORGE-TSG
FAM69A	Alfacalcidol	NA	0.00311812	0.512832	Novel DORGE-TSG
FAM69A	Arachidonicacid	NA	0.00144168	1.24849	Novel DORGE-TSG
FAM69A	4-hydroxytamoxifen	NA	0.00154386	0.934023	Novel DORGE-TSG
FAM69A	Cisplatin	NA	0.00112452	0.167663	Novel DORGE-TSG
FAM69A	4-hydroxynonenal	NA	0.00224003	0.40973	Novel DORGE-TSG
FAM69A	Doxorubicin	NA	0.00500444	2.37482	Novel DORGE-TSG
FAM69A	Androstanolone	NA	0.00213964	0.191999	Novel DORGE-TSG
FAM69A	1,25dihydroxyvitamind	NA	0.00691025	0.227257	Novel DORGE-TSG
FAM69A	Calcitriol	NA	0.030506	0.51423	Novel DORGE-TSG
FAM69A	Bisphenola	NA	0.0027819	0.320273	Novel DORGE-TSG
FAM69A	Vx	NA	0.00464689	0.210955	Novel DORGE-TSG
FAM69A	Chlorpyrifos	NA	0.00448923	0.456359	Novel DORGE-TSG
FAM69A	Metformin	NA	0.00780496	0.0829667	Novel DORGE-TSG
FAM69A	Diclofenac	NA	0.00835854	0.684602	Novel DORGE-TSG
FAM69A	Apratoxina	NA	0.0197358	0.0152266	Novel DORGE-TSG
FAM69A	Dasatinib	NA	0.0179317	0.0969557	Novel DORGE-TSG
FAM69A	Dexamethasone	NA	0.0385462	0.226291	Novel DORGE-TSG
FAM69A	Nickel	NA	0.0383806	0.21384	Novel DORGE-TSG
FAM69A	Naturalalphainterferon	NA	0.0324221	0.118258	Novel DORGE-TSG
ZNF462	Cycloheximide	NA	3.34006E-8	1.41433	Novel DORGE-TSG
ZNF462	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	2.60234E-5	0.255274	Novel DORGE-TSG
ZNF462	Alfacalcidol	NA	1.23404E-4	1.00194	Novel DORGE-TSG
ZNF462	Vemurafenib	NA	4.26679E-5	0.4294	Novel DORGE-TSG
ZNF462	Bpde	NA	1.87545E-4	0.281666	Novel DORGE-TSG
ZNF462	Tretinoin	NA	3.49363E-4	0.336667	Novel DORGE-TSG
ZNF462	Bicalutamide	NA	7.54981E-4	0.477635	Novel DORGE-TSG
ZNF462	Plx4032	NA	0.00150478	0.5662	Novel DORGE-TSG
ZNF462	Cisplatin	NA	0.00134185	0.2357	Novel DORGE-TSG
ZNF462	4-hydroxytamoxifen	NA	0.00188225	0.394287	Novel DORGE-TSG
ZNF462	Doxorubicin	NA	0.00293919	0.461485	Novel DORGE-TSG
ZNF462	Imatinib	NA	0.00173991	0.248612	Novel DORGE-TSG
ZNF462	Lipopolysaccharide	NA	0.014823	0.0333333	Novel DORGE-TSG
ZNF462	3,3',4,4'-tetrachlorobiphenyl	NA	0.0169448	0.316145	Novel DORGE-TSG
ZNF462	Fgfr-specificpd173074inhibitor	NA	0.00747204	0.220773	Novel DORGE-TSG
ZNF462	Bisphenola	NA	0.00631444	0.170211	Novel DORGE-TSG
ZNF462	1,25dihydroxyvitamind	NA	0.0419452	0.251286	Novel DORGE-TSG
ZNF462	Interferonbeta-1a	NA	0.0437875	0.0763889	Novel DORGE-TSG
GLG1	Thapsigargin	NA	2.58207E-7	0.426908	Novel DORGE-TSG
GLG1	Promegestone	NA	2.68263E-5	0.565351	Novel DORGE-TSG
GLG1	Vemurafenib	NA	4.65225E-5	0.486	Novel DORGE-TSG
GLG1	Methotrexate	NA	0.00106083	0.352545	Novel DORGE-TSG
GLG1	Bexarotene	NA	2.34329E-4	0.69579	Novel DORGE-TSG
GLG1	Curcumin	NA	4.79637E-4	0.406699	Novel DORGE-TSG
GLG1	Actinomycind	NA	1.93292E-4	0.289143	Novel DORGE-TSG
GLG1	Imatinib	NA	3.80059E-4	0.580584	Novel DORGE-TSG
GLG1	Vanadiumpentoxide	NA	4.31488E-4	0.370371	Novel DORGE-TSG
GLG1	4-hydroxynonenal	NA	0.00157183	0.0545128	Novel DORGE-TSG
GLG1	Tretinoin	NA	4.98786E-4	0.196667	Novel DORGE-TSG
GLG1	Isotretinoin	NA	0.00213764	0.308434	Novel DORGE-TSG
GLG1	Cisplatin	NA	0.00910398	0.341199	Novel DORGE-TSG
GLG1	Arachidonicacid	NA	0.00377335	0.622923	Novel DORGE-TSG
GLG1	Quercetin	NA	0.0238075	0.278108	Novel DORGE-TSG
GLG1	Celecoxib	NA	0.016844	0.0239933	Novel DORGE-TSG
GLG1	Mk-886	NA	0.0115633	0.616741	Novel DORGE-TSG
GLG1	Dexamethasone	NA	0.0137251	0.245373	Novel DORGE-TSG
GLG1	Bicalutamide	NA	0.00884164	0.645281	Novel DORGE-TSG
GLG1	Etanercept	NA	0.017484	0.502593	Novel DORGE-TSG
GLG1	Gamma-tocotrienol	NA	0.0289468	0.196816	Novel DORGE-TSG
GLG1	Nilotinib	NA	0.0227383	0.977263	Novel DORGE-TSG
GLG1	Interferonbeta-1b	NA	0.0170136	0.0647917	Novel DORGE-TSG
GLG1	Bisphenola	NA	0.0200916	0.316468	Novel DORGE-TSG
GLG1	Ribavirin	NA	0.0352742	0.0991958	Novel DORGE-TSG
UBC	Doxorubicin	NA	2.5039E-13	0.185453	Novel DORGE-TSG
UBC	Dasatinib	NA	8.6581E-8	0.468505	Novel DORGE-TSG
UBC	Bortezomib	NA	6.61629E-6	0.945841	Novel DORGE-TSG
UBC	Diclofenac	NA	8.84771E-7	1.01156	Novel DORGE-TSG
UBC	Bexarotene	NA	1.34038E-6	0.756883	Novel DORGE-TSG
UBC	Lmp-420	NA	7.22161E-5	0.132222	Novel DORGE-TSG
UBC	Bpde	NA	7.04155E-5	0.172622	Novel DORGE-TSG
UBC	4-hydroxynonenal	NA	0.00109637	0.466844	Novel DORGE-TSG
UBC	Bicalutamide	NA	5.37063E-4	0.191429	Novel DORGE-TSG
UBC	Cadmium	NA	4.21067E-4	0.348835	Novel DORGE-TSG
UBC	Alfacalcidol	NA	0.00549839	0.189977	Novel DORGE-TSG
UBC	Mk-886	NA	0.00166948	0.180411	Novel DORGE-TSG
UBC	Nitricoxide	NA	0.00102826	0.474854	Novel DORGE-TSG
UBC	Tretinoin	NA	0.0342055	0.391152	Novel DORGE-TSG
UBC	Curcumin	NA	0.00385678	0.432433	Novel DORGE-TSG
UBC	Sulforaphane	NA	0.0048142	0.574693	Novel DORGE-TSG
UBC	Adenosinetriphosphate	NA	0.0051303	0.13132	Novel DORGE-TSG
UBC	Apratoxina	NA	0.0409885	0.943464	Novel DORGE-TSG
UBC	Aplidin	NA	0.00555486	0.196098	Novel DORGE-TSG
UBC	1,25dihydroxyvitamind	NA	0.0298485	0.0896761	Novel DORGE-TSG
UBC	Trovafloxacin	NA	0.00998215	0.720802	Novel DORGE-TSG
UBC	Cisplatin	NA	0.0217462	0.07285	Novel DORGE-TSG
UBC	Gamma-tocotrienol	NA	0.03056	0.202429	Novel DORGE-TSG
UBC	Bisphenola	NA	0.0147297	0.0425184	Novel DORGE-TSG
UBC	Promegestone	NA	0.0375903	0.207365	Novel DORGE-TSG
UBC	Ribavirin	NA	0.0208154	0.08455	Novel DORGE-TSG
UBC	Resveratrol	NA	0.0320657	0.272233	Novel DORGE-TSG
UBC	Interferonbeta-1a	NA	0.0386059	0.162917	Novel DORGE-TSG
UBC	Imatinib	NA	0.0383902	0.0380067	Novel DORGE-TSG
ANP32B	Doxorubicin	NA	4.39694E-11	0.0991595	Novel DORGE-TSG
ANP32B	Imatinib	NA	2.72891E-6	0.651556	Novel DORGE-TSG
ANP32B	Nitricoxide	NA	6.73771E-6	0.535333	Novel DORGE-TSG
ANP32B	Puromycin,ec50,1d	NA	1.20508E-5	0.212886	Novel DORGE-TSG
ANP32B	Cediranib	NA	5.84243E-6	0.0584162	Novel DORGE-TSG
ANP32B	Dasatinib	NA	1.96076E-5	0.342568	Novel DORGE-TSG
ANP32B	Diclofenac	NA	3.79249E-5	0.344582	Novel DORGE-TSG
ANP32B	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	NA	7.84435E-4	0.319625	Novel DORGE-TSG
ANP32B	Arachidonicacid	NA	0.00149861	1.33962	Novel DORGE-TSG
ANP32B	Metformin	NA	0.00136771	0.59762	Novel DORGE-TSG
ANP32B	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	NA	0.00244347	0.376242	Novel DORGE-TSG
ANP32B	Mk-886	NA	0.00137974	0.330218	Novel DORGE-TSG
ANP32B	Estradiol	NA	0.00144974	0.264401	Novel DORGE-TSG
ANP32B	Cocaine	NA	0.0308885	0.238154	Novel DORGE-TSG
ANP32B	Harman	NA	0.00217736	0.240218	Novel DORGE-TSG
ANP32B	Cyfluthrin	NA	0.00298298	0.550927	Novel DORGE-TSG
ANP32B	Trovafloxacin	NA	0.00364796	0.805765	Novel DORGE-TSG
ANP32B	Puromycin,ec50,5d	NA	0.00206602	0.229395	Novel DORGE-TSG
ANP32B	Doxycycline	NA	0.0225977	0.109371	Novel DORGE-TSG
ANP32B	Bisphenola	NA	0.00391147	0.283636	Novel DORGE-TSG
ANP32B	Hydrocortisone	NA	0.0271823	0.33062	Novel DORGE-TSG
ANP32B	Bicalutamide	NA	0.00504059	0.363113	Novel DORGE-TSG
ANP32B	Interferongamma-1b	NA	0.00824882	0.00612489	Novel DORGE-TSG
ANP32B	Cytarabine	NA	0.018917	0.232178	Novel DORGE-TSG
ANP32B	Vemurafenib	NA	0.0468276	0.3204	Novel DORGE-TSG
ANP32B	Thapsigargin	NA	0.0293505	0.106692	Novel DORGE-TSG
ANP32B	Bexarotene	NA	0.0211974	0.114303	Novel DORGE-TSG
ANP32B	Etanercept	NA	0.0432682	0.101573	Novel DORGE-TSG
MYO1C	Estradiol	NA	6.13652E-7	0.270638	Novel DORGE-TSG
MYO1C	Doxorubicin	NA	1.85069E-8	0.460151	Novel DORGE-TSG
MYO1C	Bicalutamide	NA	2.69845E-6	0.114295	Novel DORGE-TSG
MYO1C	R1881	NA	2.39088E-5	0.740333	Novel DORGE-TSG
MYO1C	Aminolevulinicacid	NA	9.6501E-5	0.0390898	Novel DORGE-TSG
MYO1C	Imatinib	NA	6.07341E-5	0.536604	Novel DORGE-TSG
MYO1C	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	NA	1.21728E-4	0.422363	Novel DORGE-TSG
MYO1C	Actinomycind	NA	2.73782E-4	0.27386	Novel DORGE-TSG
MYO1C	Apratoxina	NA	0.00642274	1.33156	Novel DORGE-TSG
MYO1C	Androstanolone	NA	0.00148075	0.202052	Novel DORGE-TSG
MYO1C	Nilotinib	NA	0.00280313	0.878325	Novel DORGE-TSG
MYO1C	Vanadiumpentoxide	NA	8.59224E-4	0.195089	Novel DORGE-TSG
MYO1C	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.00227675	0.133229	Novel DORGE-TSG
MYO1C	Thapsigargin	NA	0.00559953	0.311114	Novel DORGE-TSG
MYO1C	Lysophosphatidicacid	NA	0.0085713	0.432986	Novel DORGE-TSG
MYO1C	Cisplatin	NA	0.00349924	0.06407	Novel DORGE-TSG
MYO1C	Cycloheximide	NA	0.00351168	0.208327	Novel DORGE-TSG
MYO1C	Cadmium	NA	0.00172468	0.487234	Novel DORGE-TSG
MYO1C	Etanercept	NA	0.00635757	0.550763	Novel DORGE-TSG
MYO1C	Metoprolol	NA	0.0494749	0.141955	Novel DORGE-TSG
MYO1C	Sulforaphane	NA	0.00685673	0.474002	Novel DORGE-TSG
MYO1C	Dexamethasone	NA	0.00888725	0.404352	Novel DORGE-TSG
MYO1C	Arachidonicacid	NA	0.00808179	0.746105	Novel DORGE-TSG
MYO1C	Dasatinib	NA	0.00736003	0.177725	Novel DORGE-TSG
MYO1C	4-hydroxynonenal	NA	0.0109487	0.0115513	Novel DORGE-TSG
MYO1C	Pd173074	NA	0.0191308	0.153	Novel DORGE-TSG
MYO1C	Plx4032	NA	0.0238033	0.30256	Novel DORGE-TSG
