Gene	GeneID	Gene_type	DORGE-OG_score	Drug_Name	CREEDS_ID	GEO_ID	DrugBank_ID	p-value	q-value	Fold_Change	Specificity
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Doxorubicin	drug:3264	GSE6930	DB00997	0.00511599	0.0268935	-0.363931	6.609385327164573E-4
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Chlorpyrifos	drug:3571	GSE5023		0.00733949	0.0197415	-0.0904088	1.469723691945914E-4
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Puromycin,ec50,3d	drug:3269	GSE6930		0.0073395	0.041436	-0.192493	5.420054200542005E-4
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Adenosinetriphosphate	drug:3220	GSE30903		0.0102377	0.0307345	-0.296006	2.064409578860446E-4
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Puromycin,ec50,1d	drug:3268	GSE6930		0.0224062	0.0390135	-0.074228	1.883593897155773E-4
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Chromium	drug:3534	GSE6907		0.0251431	0.0447998	-1.41655	3.648303538854433E-4
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Bicalutamide	drug:3088	GSE7708	DB01128	0.0256061	0.0456168	-0.0298137	2.458814851241702E-4
PRKCB	5579	Novel DORGE-OG	0.919501693928796	Arachidonicacid	drug:3171	GSE3737	DB04557	0.0300684	0.0488472	-0.978893	0.0015600624024961
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2519	GSE1922	DB00619	2.86413E-9	1.32795E-7	-1.38509	3.439972480220158E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2516	GSE1922	DB00619	4.90575E-9	4.29302E-7	-1.49583	3.624501631025734E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Doxorubicin	drug:3263	GSE6930	DB00997	6.13946E-9	1.68474E-8	-0.019521	1.777777777777778E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2513	GSE1922	DB00619	1.37667E-8	4.17785E-7	-1.16129	2.955082742316785E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2517	GSE1922	DB00619	2.54461E-8	9.41592E-7	-1.53594	2.721829069134459E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Cytarabine	drug:3375	GSE6930	DB00987	3.65974E-8	2.52969E-7	-1.1224	1.591596371160274E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Actinomycind	drug:3098	GSE6400		4.98453E-8	1.5092E-6	-1.27941	2.004008016032064E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Bexarotene	drug:2680	GSE6914	DB00307	2.08308E-7	2.91393E-6	-0.538705	3.189792663476874E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Puromycin,ec50,5d	drug:3270	GSE6930		2.67047E-7	2.64549E-6	-1.32959	1.931993817619784E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2515	GSE1922	DB00619	5.42412E-7	1.26766E-5	-1.34631	4.04040404040404E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Cycloheximide	drug:3059	GSE8597		7.18649E-7	7.62369E-6	-0.859174	2.277385561375541E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Vanadiumpentoxide	drug:3558	GSE5339		8.57069E-7	1.09099E-5	-2.08681	2.693965517241379E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2527	GSE19567	DB00619	8.91521E-7	1.22843E-5	-0.663752	3.75234521575985E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Chlorpyrifos	drug:3571	GSE5023		1.16895E-6	5.1335E-5	-0.187524	1.469723691945914E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Puromycin,ec50,1d	drug:3268	GSE6930		1.83517E-6	1.27762E-5	-0.459677	1.883593897155773E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2520	GSE1922	DB00619	2.26818E-6	3.48508E-5	-1.06162	4.578754578754579E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Tretinoin	drug:3233	GSE23702	DB00755	2.36309E-6	7.89496E-6	-1.17133	1.312163758037003E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Tretinoin	drug:2828	GSE23702	DB00755	2.43161E-6	8.76913E-6	-1.21067	1.307018690367272E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Tretinoin	drug:3231	GSE23702	DB00755	3.97423E-6	4.08786E-5	-1.10067	1.54320987654321E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2512	GSE1922	DB00619	6.57857E-6	1.06924E-4	-1.03535	5.665722379603399E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Doxorubicin	drug:3265	GSE6930	DB00997	2.48272E-5	1.56097E-4	-1.35757	1.986886548778065E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Plx4032	drug:2567	GSE24862	DB05238	2.9238E-5	0.00536411	-1.057	0.001901140684410646
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2457	GSE1922	DB00619	6.27248E-5	0.00101511	-0.985199	6.561679790026247E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Estradiol	drug:2733	GSE26834	DB00783	1.17715E-4	0.00138255	-0.568363	4.355400696864111E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Vemurafenib	drug:2495	GSE42872		1.26641E-4	5.01636E-4	-0.375843	1.623903864891198E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Vanadiumpentoxide	drug:3557	GSE5339		1.78487E-4	0.00139382	-0.564699	4.025764895330113E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Cytarabine	drug:3373	GSE6930	DB00987	2.27314E-4	0.00283566	-0.599263	4.29553264604811E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Nilotinib	drug:2528	GSE19567	DB04868	2.67629E-4	0.00278002	-0.867839	6.688963210702341E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Vemurafenib	drug:2563	GSE37441	DB08881	5.4238E-4	0.0117283	-0.33682	0.001051524710830704
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	drug:3043	GSE29159		6.82448E-4	0.0173583	-0.255122	7.936507936507937E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Citalopram	drug:3292	GSE7036	DB00215	8.5986E-4	0.0462909	-1.55304	0.003861003861003861
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Trovafloxacin	drug:3036	GSE9166	DB00685	8.83983E-4	0.0244833	-1.35666	7.507507507507507E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Lipopolysaccharide	drug:3486	GSE5504		0.00112962	0.014261	-0.271667	3.757985719654265E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Estradiol	drug:2487	GSE46924	DB00783	0.00113661	0.011596	-0.378364	5.399568034557236E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Bicalutamide	drug:3088	GSE7708	DB01128	0.00161395	0.0042967	-0.137345	2.458814851241702E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Plx4032	drug:2557	GSE50649	DB05238	0.00218803	0.0105324	-0.393003	3.202049311559398E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Bexarotene	drug:2681	GSE12791	DB00307	0.00276811	0.0119535	-0.278723	4.065040650406504E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Motexafingadolinium(4h)	drug:3125	GSE2189	DB05428	0.00386265	0.0172676	-0.454744	4.844961240310077E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Plx4032	drug:2565	GSE24862	DB05238	0.00387417	0.0295188	-0.288	5.02008032128514E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Doxorubicin	drug:2533	GSE24460	DB00997	0.00434997	0.0213032	-1.67345	5.102040816326531E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Trovafloxacin	drug:2623	GSE9166	DB00685	0.00460747	0.0143068	-1.05115	4.716981132075472E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Alfacalcidol	drug:3362	GSE15947	DB01436	0.00506592	0.0493255	-0.235265	7.8125E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Interferonbeta-1b	drug:3343	GSE26104	DB00068	0.00599531	0.0124162	-0.148056	1.352265043948614E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Lapatinib	drug:3252	GSE38376	DB01259	0.00602848	0.0468231	-0.257321	7.23589001447178E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Tretinoin	drug:3232	GSE23702	DB00755	0.00625213	0.0177097	-1.02867	1.965408805031447E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Imatinib	drug:2526	GSE22433	DB00619	0.0076859	0.0250605	-0.223858	2.70929287455974E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		0.00834359	0.040428	-0.325489	3.532320734722713E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Estradiol	drug:2731	GSE8597	DB00783	0.00868272	0.0455639	-0.246599	4.692632566870014E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Vemurafenib	drug:2564	GSE37441	DB08881	0.00890055	0.029617	-0.207535	3.084515731030228E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Clinafloxacin	drug:2625	GSE9166		0.00894575	0.0355175	-0.265008	5.112474437627812E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Estradiol	drug:3203	GSE12446	DB00783	0.0104688	0.0457493	-0.404661	4.873294346978557E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Nitricoxide	drug:3181	GSE13887	DB00435	0.0229016	0.0413295	-0.290669	2.005213555243633E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	Bpde	drug:3379	GSE19510		0.0285398	0.0488361	-0.0697169	1.528584530724549E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Cediranib	drug:2642	GSE32569		2.47771E-12	2.75467E-11	-0.0238621	1.196601651310279E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:2731	GSE8597	DB00783	4.20299E-9	9.07341E-7	-0.996235	4.692632566870014E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Thapsigargin	drug:3236	GSE19519		5.50193E-9	1.65426E-7	-0.908496	4.380201489268506E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Vanadiumpentoxide	drug:3554	GSE5339		7.0562E-8	2.1619E-4	-0.39635	4.37636761487965E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	R1881	drug:3048	GSE22606		6.65987E-7	3.20923E-5	-2.86952	2.794857462269424E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Vanadiumpentoxide	drug:3556	GSE5339		2.29411E-6	2.11972E-4	-1.00481	4.833252779120348E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Vanadiumpentoxide	drug:3558	GSE5339		3.0852E-6	2.60145E-5	-0.909269	2.693965517241379E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:2487	GSE46924	DB00783	4.34389E-6	5.51622E-4	-1.8151	5.399568034557236E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:3063	GSE4668	DB00783	4.61606E-6	4.20667E-4	-1.23669	0.001132502831257078
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:2727	GSE4668	DB00783	5.77724E-6	0.00104487	-1.20843	0.002531645569620253
BTG2	7832	Novel DORGE-OG	0.727867236627004	Vanadiumpentoxide	drug:3557	GSE5339		6.65377E-6	1.58123E-4	-1.00621	4.025764895330113E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:2733	GSE26834	DB00783	1.105E-5	3.32584E-4	-0.856137	4.355400696864111E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	4-hydroxynonenal	drug:3080	GSE2397		1.4685E-5	2.79313E-4	-0.224299	2.061430632859204E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Curcumin	drug:3259	GSE10896		1.95059E-5	3.7331E-4	-0.49487	2.500625156289073E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Actinomycind	drug:3098	GSE6400		2.15078E-5	1.38849E-4	-0.513804	2.004008016032064E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Tretinoin	drug:3140	GSE54464	DB00755	2.92989E-5	0.0134736	-1.23994	0.01785714285714286
BTG2	7832	Novel DORGE-OG	0.727867236627004	Doxorubicin	drug:3263	GSE6930	DB00997	4.6898E-5	6.39707E-5	-0.264556	1.777777777777778E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Mesalazine	drug:3289	GSE38713	DB00244	6.63719E-5	0.00698217	-1.01137	0.001098901098901099
BTG2	7832	Novel DORGE-OG	0.727867236627004	4-hydroxynonenal	drug:3078	GSE2397		1.23866E-4	0.0015055	-0.33447	2.790178571428571E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Vx	drug:3376	GSE33606		1.24968E-4	8.98372E-4	-0.357211	2.715177844148792E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Cycloheximide	drug:3059	GSE8597		1.36021E-4	5.98904E-4	-0.346208	2.277385561375541E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	4-hydroxynonenal	drug:3082	GSE2397		2.22128E-4	0.00178131	-0.126137	2.074258452603194E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Tamoxifen	drug:2820	GSE4025	DB00675	4.01855E-4	0.0243499	-0.494273	0.009345794392523364
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:3061	GSE4668	DB00783	5.80185E-4	0.00294302	-0.432926	2.999400119976005E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	R1881	drug:3049	GSE22606		6.19144E-4	0.00544443	-1.17774	3.690036900369004E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Bexarotene	drug:2681	GSE12791	DB00307	7.0604E-4	0.00418368	-0.688597	4.065040650406504E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	4-hydroxytamoxifen	drug:3240	GSE26298		7.73998E-4	0.00378719	-0.296657	2.865329512893983E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	drug:3102	GSE6400		9.44636E-4	0.00838865	-0.450928	3.532320734722713E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Lysophosphatidicacid	drug:3224	GSE26309		0.00125916	0.00998037	-0.381637	4.347826086956522E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:3062	GSE4668	DB00783	0.0013386	0.0304444	-0.703215	0.003289473684210526
BTG2	7832	Novel DORGE-OG	0.727867236627004	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	drug:3101	GSE6400		0.00148819	0.00579179	-0.280194	2.575991756826378E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Mk-886	drug:3192	GSE3202		0.00165223	0.00672916	-0.383596	2.180549498473615E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Lysophosphatidicacid	drug:3223	GSE26309		0.00169721	0.0149303	-0.450602	6.12369871402327E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Hypochlorousacid	drug:3198	GSE11630		0.00185004	0.00593748	-0.0372568	3.255208333333333E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	3,3',4,4'-tetrachlorobiphenyl	drug:3273	GSE6878		0.00291315	0.0245025	-0.972436	4.580852038479157E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Alfacalcidol	drug:3363	GSE15947	DB01436	0.00314392	0.0323349	-0.142706	7.936507936507937E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Bisphenola	drug:2661	GSE17624		0.00316297	0.0086862	-0.265555	1.650982334489021E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Dasatinib	drug:3306	GSE59357	DB01254	0.00318569	0.00702877	-0.550479	2.271694684234439E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Bisphenola	drug:2663	GSE17624		0.00370048	0.00883695	-0.522855	1.36332651670075E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Vx	drug:3345	GSE33606		0.00376734	0.0283872	-0.234741	5.534034311012728E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Aminolevulinicacid	drug:2575	GSE8920	DB00855	0.00467435	0.0107863	-0.164979	2.420721374969741E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Doxorubicin	drug:2533	GSE24460	DB00997	0.00681424	0.0292992	-0.624878	5.102040816326531E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Apratoxina	drug:3070	GSE2742		0.00722591	0.0253526	-0.0134407	6.872852233676976E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Pioglitazone	drug:2796	GSE8157	DB01132	0.00926046	0.0267426	-0.184257	1.512401693889897E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Estradiol	drug:3203	GSE12446	DB00783	0.0100003	0.0441397	-1.09015	4.873294346978557E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Curcumin	drug:3258	GSE10896		0.0129724	0.043714	-0.078986	3.096934035305048E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Metformin	drug:2483	GSE33612	DB00331	0.0133896	0.0411565	-0.198113	3.125E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	Gefitinib	drug:3474	GSE53180	DB00317	0.0144139	0.0397393	-0.936855	1.396453009356235E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Sevoflurane	drug:2816	GSE4386	DB01236	7.08558E-10	3.05927E-7	-1.70871	7.262164124909223E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Cediranib	drug:2642	GSE32569		1.76904E-9	8.96689E-9	-0.245715	1.196601651310279E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Bisphenola	drug:2663	GSE17624		9.87765E-9	8.01649E-7	-0.907748	1.36332651670075E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Interferonbeta-1b	drug:3343	GSE26104	DB00068	1.9684E-8	1.12716E-6	-0.0144444	1.352265043948614E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Dasatinib	drug:3306	GSE59357	DB01254	4.22178E-8	4.26486E-7	-0.756312	2.271694684234439E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Bpde	drug:3378	GSE19510		3.55129E-7	9.41551E-5	-1.32098	5.341880341880342E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Naturalalphainterferon	drug:2474	GSE5542	DB05258	8.84465E-6	5.96901E-5	-0.380272	2.307869836141242E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Vanadiumpentoxide	drug:3557	GSE5339		1.03744E-5	2.08958E-4	-1.18862	4.025764895330113E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Trastuzumab	drug:3123	GSE31432	DB00072	1.64499E-5	0.006919	-0.300342	0.02
BNC2	54796	Novel DORGE-OG	0.847512882378622	Bicalutamide	drug:3088	GSE7708	DB01128	2.00427E-5	1.09651E-4	-0.0876901	2.458814851241702E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Estradiol	drug:3061	GSE4668	DB00783	5.81383E-5	5.19783E-4	-0.108494	2.999400119976005E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Doxorubicin	drug:2720	GSE12972	DB00997	6.2039E-5	7.88784E-5	-0.283949	1.432254368375824E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Carboplatin	drug:3089	GSE13525	DB00958	7.42003E-5	0.00185828	-0.271226	5.820721769499418E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Bisphenola	drug:2659	GSE17624		8.57042E-5	0.002701	-0.832504	3.891050583657588E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Vanadiumpentoxide	drug:3556	GSE5339		8.60319E-5	0.00144992	-0.545194	4.833252779120348E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Bpde	drug:3377	GSE19510		1.90098E-4	0.0283806	-0.809378	0.005208333333333333
BNC2	54796	Novel DORGE-OG	0.847512882378622	Vanadiumpentoxide	drug:3558	GSE5339		1.94713E-4	5.3134E-4	-0.745898	2.693965517241379E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Abiraterone	drug:3300	GSE49244	DB05812	2.29239E-4	0.00407261	-0.413854	3.646973012399708E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Bpde	drug:3379	GSE19510		3.35554E-4	0.0011509	-0.171299	1.528584530724549E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Y15	drug:2554	GSE43452		3.37336E-4	0.00599728	-0.348132	5.399568034557236E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Apratoxina	drug:3071	GSE2742		3.84394E-4	0.0141298	-1.79317	6.464124111182935E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Vanadiumpentoxide	drug:3554	GSE5339		5.58772E-4	0.00457073	-0.274012	4.37636761487965E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Propofol	drug:2804	GSE4386	DB00818	6.60314E-4	0.0357265	-1.22658	0.007042253521126761
BNC2	54796	Novel DORGE-OG	0.847512882378622	Doxycycline	drug:3040	GSE41035	DB00254	7.08718E-4	0.0357733	-0.164811	0.001190476190476191
BNC2	54796	Novel DORGE-OG	0.847512882378622	Cadmium	drug:3402	GSE9951		8.52593E-4	0.00147707	-0.0353748	1.126126126126126E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	Nickel	drug:3480	GSE6281		0.00105182	0.00684555	-0.309058	3.03030303030303E-4
