Gene	GeneID	Gene_type	DORGE-OG_score	Drug_Name	Cell_Line	Time	Dose	p-value	q-value	Fold_Change	Specificity
TGIF1	7050	Novel DORGE-OG	0.895875672186875	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	2.12804E-5	1.76264E-4	-0.401632	7.874015748031496E-4
TGIF1	7050	Novel DORGE-OG	0.895875672186875	fluphenazine	MCF7	6h	10.0μM	2.9781E-5	7.3513E-4	-0.381075	0.002049180327868853
TGIF1	7050	Novel DORGE-OG	0.895875672186875	thioridazine	HL60	6h	10.0μM	3.46796E-5	8.3489E-4	-0.679877	0.001626016260162602
TGIF1	7050	Novel DORGE-OG	0.895875672186875	thioridazine	PC3	6h	10.0μM	3.85606E-5	0.00141933	-0.979405	0.001677852348993289
TGIF1	7050	Novel DORGE-OG	0.895875672186875	trifluoperazine	MCF7	6h	10.0μM	8.57874E-5	0.00123958	-0.446455	0.001683501683501683
TGIF1	7050	Novel DORGE-OG	0.895875672186875	sirolimus	PC3	6h	0.1μM	1.26381E-4	0.00273921	-0.694655	0.004219409282700422
TGIF1	7050	Novel DORGE-OG	0.895875672186875	prochlorperazine	MCF7	6h	10.0μM	3.20901E-4	0.00425621	-0.349076	0.0015600624024961
TGIF1	7050	Novel DORGE-OG	0.895875672186875	methylbenzethoniumchloride	MCF7	6h	8.6μM	4.40929E-4	0.0129683	-0.821914	0.003731343283582089
TGIF1	7050	Novel DORGE-OG	0.895875672186875	PF-00562151-00	MCF7	6h	10.0μM	6.52249E-4	0.0943562	-0.723957	0.02631578947368421
TGIF1	7050	Novel DORGE-OG	0.895875672186875	chlorcyclizine	MCF7	6h	11.8μM	0.00113376	0.100037	-0.741177	0.01612903225806452
TGIF1	7050	Novel DORGE-OG	0.895875672186875	clofazimine	MCF7	6h	8.4μM	0.00207256	0.0678545	-0.494197	0.006289308176100629
TGIF1	7050	Novel DORGE-OG	0.895875672186875	aciclovir	MCF7	6h	17.8μM	0.0024896	0.442567	-0.462524	0.0
TGIF1	7050	Novel DORGE-OG	0.895875672186875	prochlorperazine	HL60	6h	10.0μM	0.00350797	0.0865927	-0.400659	0.004761904761904762
TGIF1	7050	Novel DORGE-OG	0.895875672186875	rottlerin	MCF7	6h	10.0μM	0.0065435	0.0652829	-0.604847	0.008849557522123894
TGIF1	7050	Novel DORGE-OG	0.895875672186875	AG-013608	PC3	6h	10.0μM	0.00678614	0.16818	-0.453611	0.03448275862068965
TGIF1	7050	Novel DORGE-OG	0.895875672186875	lycorine	MCF7	6h	12.4μM	0.00830339	0.039041	-0.578263	8.230452674897119E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	tretinoin	MCF7	6h	1.0μM	4.86593E-34	1.16224E-30	-1.62046	0.001196172248803828
BTG2	7832	Novel DORGE-OG	0.727867236627004	tanespimycin	MCF7	6h	1.0μM	1.50054E-24	3.66763E-23	-0.568854	5.461496450027307E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	fulvestrant	MCF7	6h	1.0μM	5.44039E-19	8.56758E-17	-0.747118	7.178750897343862E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	LY-294002	MCF7	6h	10.0μM	1.44077E-18	3.83005E-17	-0.525842	4.627487274409995E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	phenoxybenzamine	MCF7	6h	11.8μM	1.24048E-15	3.14956E-13	-1.92874	6.389776357827476E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	trichostatinA	PC3	6h	0.1μM	3.80559E-14	1.13811E-13	-0.433043	2.745744096650192E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	fulvestrant	MCF7	6h	0.01μM	6.05683E-12	8.86506E-10	-0.666694	0.002358490566037736
BTG2	7832	Novel DORGE-OG	0.727867236627004	geldanamycin	MCF7	6h	1.0μM	5.51567E-10	7.84233E-9	-0.526509	7.468259895444362E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	methotrexate	MCF7	6h	8.8μM	3.94667E-9	4.95964E-7	-1.17122	0.001213592233009709
BTG2	7832	Novel DORGE-OG	0.727867236627004	tretinoin	HL60	6h	1.0μM	1.67182E-8	1.31978E-6	-1.0892	8.237232289950577E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	alvespimycin	MCF7	6h	0.1μM	8.67445E-8	1.49679E-6	-0.473061	6.574621959237344E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	wortmannin	MCF7	6h	0.01μM	6.29991E-6	1.25806E-4	-0.371712	0.001040582726326743
BTG2	7832	Novel DORGE-OG	0.727867236627004	thioridazine	HL60	6h	10.0μM	8.69086E-6	2.97859E-4	-0.818601	0.001626016260162602
BTG2	7832	Novel DORGE-OG	0.727867236627004	thioridazine	MCF7	6h	10.0μM	9.02322E-6	1.00052E-4	-0.375005	0.00104602510460251
BTG2	7832	Novel DORGE-OG	0.727867236627004	LY-294002	HL60	6h	10.0μM	9.3907E-6	1.44056E-4	-0.520014	7.627765064836003E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	trichostatinA	MCF7	6h	0.1μM	9.83535E-6	1.75984E-5	-0.151567	2.495632642874969E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	lanatosideC	MCF7	6h	4.0μM	1.91936E-5	9.91233E-5	-0.792516	6.071645415907711E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	sirolimus	MCF7	6h	0.1μM	4.51224E-5	3.01002E-4	-0.237467	7.855459544383347E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	cloperastine	MCF7	6h	11.0μM	1.5894E-4	0.0133606	-0.636361	0.005780346820809248
BTG2	7832	Novel DORGE-OG	0.727867236627004	Prestwick-674	MCF7	6h	14.4μM	2.41956E-4	0.177069	-0.50182	0.1111111111111111
BTG2	7832	Novel DORGE-OG	0.727867236627004	helveticoside	MCF7	6h	7.4μM	2.66531E-4	0.00114976	-0.643434	5.701254275940707E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	meclozine	MCF7	6h	8.6μM	5.52866E-4	0.0429888	-0.358666	0.00980392156862745
BTG2	7832	Novel DORGE-OG	0.727867236627004	fluphenazine	MCF7	6h	10.0μM	9.09044E-4	0.0103608	-0.256518	0.002049180327868853
BTG2	7832	Novel DORGE-OG	0.727867236627004	loperamide	MCF7	6h	7.8μM	0.0013603	0.0311093	-0.3995	0.002469135802469136
BTG2	7832	Novel DORGE-OG	0.727867236627004	prochlorperazine	HL60	6h	10.0μM	0.00184875	0.0601669	-0.596212	0.004761904761904762
BTG2	7832	Novel DORGE-OG	0.727867236627004	trichostatinA	MCF7	6h	1.0μM	0.00224185	0.0042942	-0.156547	2.967359050445104E-4
BTG2	7832	Novel DORGE-OG	0.727867236627004	prochlorperazine	MCF7	6h	10.0μM	0.00323485	0.0260653	-0.263422	0.0015600624024961
BTG2	7832	Novel DORGE-OG	0.727867236627004	amiodarone	MCF7	6h	5.8μM	0.0037949	0.13927	-0.297187	0.02857142857142857
BNC2	54796	Novel DORGE-OG	0.847512882378622	tanespimycin	MCF7	6h	1.0μM	3.77038E-4	0.00113632	-0.289318	5.461496450027307E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	LM-1685	MCF7	6h	10.0μM	6.52866E-4	0.367978	-0.786317	0.5
BNC2	54796	Novel DORGE-OG	0.847512882378622	valproicacid	MCF7	6h	500.0μM	0.00159729	0.0254442	-0.443129	0.002066115702479339
BNC2	54796	Novel DORGE-OG	0.847512882378622	sirolimus	MCF7	6h	0.1μM	0.00172193	0.00750351	-0.297649	7.855459544383347E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	cotinine	MCF7	6h	22.6μM	0.00467771	0.523183	-0.634203	1.0
BNC2	54796	Novel DORGE-OG	0.847512882378622	geldanamycin	MCF7	6h	1.0μM	0.00477626	0.0168333	-0.315745	7.468259895444362E-4
BNC2	54796	Novel DORGE-OG	0.847512882378622	clozapine	MCF7	6h	10.0μM	0.00716253	0.376477	-0.395781	0.0
BNC2	54796	Novel DORGE-OG	0.847512882378622	lorglumide	MCF7	6h	8.4μM	0.00777938	0.187896	-0.487387	0.02
BNC2	54796	Novel DORGE-OG	0.847512882378622	digoxigenin	MCF7	6h	10.2μM	0.0082269	0.0267654	-0.396913	6.49772579597141E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	trichostatinA	PC3	6h	0.1μM	0.0	0.0	-0.794883	2.745744096650192E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	-0.818601	2.495632642874969E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	trichostatinA	MCF7	6h	1.0μM	8.94532E-26	6.74886E-25	-0.601153	2.967359050445104E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	trichostatinA	PC3	6h	1.0μM	5.04105E-14	4.37958E-13	-0.677384	3.663003663003663E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	trichostatinA	HL60	6h	0.1μM	3.88206E-10	2.37097E-9	-0.254197	3.424657534246575E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	trichostatinA	HL60	6h	1.0μM	2.49636E-6	1.3468E-5	-0.685178	3.90777647518562E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	thioridazine	HL60	6h	10.0μM	9.14453E-6	3.0894E-4	-0.610187	0.001626016260162602
LMNA	4000	Novel DORGE-OG	0.869541327016894	prochlorperazine	HL60	6h	10.0μM	2.63365E-4	0.0189395	-0.486083	0.004761904761904762
LMNA	4000	Novel DORGE-OG	0.869541327016894	LY-294002	HL60	6h	10.0μM	4.16634E-4	0.00312061	-0.278338	7.627765064836003E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	fluphenazine	MCF7	6h	10.0μM	4.47147E-4	0.00617421	-0.237102	0.002049180327868853
LMNA	4000	Novel DORGE-OG	0.869541327016894	fulvestrant	MCF7	6h	1.0μM	5.56826E-4	0.00393607	-0.174958	7.178750897343862E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	lanatosideC	MCF7	6h	4.0μM	0.00197467	0.0065372	-0.390968	6.071645415907711E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	trifluoperazine	HL60	6h	10.0μM	0.00260619	0.0866658	-0.394531	0.0078125
LMNA	4000	Novel DORGE-OG	0.869541327016894	helveticoside	MCF7	6h	7.4μM	0.00332602	0.0108493	-0.358558	5.701254275940707E-4
LMNA	4000	Novel DORGE-OG	0.869541327016894	digoxigenin	MCF7	6h	10.2μM	0.00784431	0.0256954	-0.324795	6.49772579597141E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	tanespimycin	MCF7	6h	1.0μM	2.97958E-22	5.765E-21	-0.453279	5.461496450027307E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	alvespimycin	MCF7	6h	0.1μM	9.46968E-11	3.44481E-9	-0.571178	6.574621959237344E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	geldanamycin	MCF7	6h	1.0μM	1.10756E-9	1.49611E-8	-0.440933	7.468259895444362E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	cephaeline	MCF7	6h	6.0μM	3.8293E-8	2.26105E-7	-0.775817	3.554923569143263E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	3.22069E-7	4.09873E-6	-0.384609	7.874015748031496E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	lycorine	MCF7	6h	12.4μM	6.38465E-5	0.00162436	-0.781316	8.230452674897119E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	tanespimycin	PC3	6h	1.0μM	5.08312E-4	0.00524422	-0.319842	9.9601593625498E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	tanespimycin	HL60	6h	1.0μM	6.87318E-4	0.00330797	-0.336976	5.966587112171838E-4
ZFR	51663	Novel DORGE-OG	0.886214563457239	acacetin	MCF7	6h	14.0μM	0.00108447	0.0479171	-0.70583	0.01923076923076923
ZFR	51663	Novel DORGE-OG	0.886214563457239	digoxigenin	MCF7	6h	10.2μM	0.00518438	0.0179114	-0.395764	6.49772579597141E-4
SMAD7	4092	Novel DORGE-OG	0.831661794209359	digoxigenin	MCF7	6h	10.2μM	4.85337E-13	7.64313E-11	-2.0382	6.49772579597141E-4
SMAD7	4092	Novel DORGE-OG	0.831661794209359	helveticoside	MCF7	6h	7.4μM	5.43667E-12	2.10055E-10	-1.72952	5.701254275940707E-4
SMAD7	4092	Novel DORGE-OG	0.831661794209359	lanatosideC	MCF7	6h	4.0μM	6.7812E-11	1.41315E-9	-1.5486	6.071645415907711E-4
SMAD7	4092	Novel DORGE-OG	0.831661794209359	trichostatinA	PC3	6h	0.1μM	4.37822E-6	9.45486E-6	-0.395855	2.745744096650192E-4
SMAD7	4092	Novel DORGE-OG	0.831661794209359	estradiol	MCF7	6h	0.01μM	1.36823E-4	0.016204	-0.297536	0.01219512195121951
SMAD7	4092	Novel DORGE-OG	0.831661794209359	tacrolimus	MCF7	6h	1.0μM	0.00482726	0.133755	-0.697174	0.0
SMAD7	4092	Novel DORGE-OG	0.831661794209359	butylhydroxybenzoate	MCF7	6h	20.6μM	0.00598932	0.2217	-0.486617	0.0131578947368421
SMAD7	4092	Novel DORGE-OG	0.831661794209359	lorglumide	MCF7	6h	8.4μM	0.00960135	0.202617	-0.367545	0.02
SGK1	6446	CGC-OG	0.9575027004939	trichostatinA	MCF7	6h	0.1μM	0.0	0.0	-1.52039	2.495632642874969E-4
SGK1	6446	CGC-OG	0.9575027004939	trichostatinA	MCF7	6h	1.0μM	1.36216E-36	4.88376E-35	-1.3092	2.967359050445104E-4
SGK1	6446	CGC-OG	0.9575027004939	tanespimycin	MCF7	6h	1.0μM	3.18657E-24	7.56568E-23	-0.778627	5.461496450027307E-4
SGK1	6446	CGC-OG	0.9575027004939	trichostatinA	PC3	6h	0.1μM	3.00259E-23	1.19117E-22	-0.893445	2.745744096650192E-4
SGK1	6446	CGC-OG	0.9575027004939	alvespimycin	MCF7	6h	0.1μM	8.72311E-16	9.27557E-14	-1.17653	6.574621959237344E-4
SGK1	6446	CGC-OG	0.9575027004939	trichostatinA	PC3	6h	1.0μM	4.28068E-12	2.73809E-11	-0.934572	3.663003663003663E-4
SGK1	6446	CGC-OG	0.9575027004939	geldanamycin	MCF7	6h	1.0μM	1.77851E-11	3.27799E-10	-0.743661	7.468259895444362E-4
SGK1	6446	CGC-OG	0.9575027004939	alpha-estradiol	MCF7	6h	0.01μM	7.08477E-11	2.20354E-7	-0.671441	0.07142857142857142
SGK1	6446	CGC-OG	0.9575027004939	trichostatinA	HL60	6h	0.1μM	7.01243E-10	4.18225E-9	-0.515337	3.424657534246575E-4
SGK1	6446	CGC-OG	0.9575027004939	thioridazine	HL60	6h	10.0μM	8.69134E-10	6.36053E-7	-2.03035	0.001626016260162602
SGK1	6446	CGC-OG	0.9575027004939	equilin	MCF7	6h	15.0μM	1.25183E-9	3.8935E-6	-1.02616	0.005917159763313609
SGK1	6446	CGC-OG	0.9575027004939	estradiol	MCF7	6h	0.1μM	1.28721E-9	1.77935E-6	-0.707375	0.01492537313432836
SGK1	6446	CGC-OG	0.9575027004939	genistein	MCF7	6h	10.0μM	3.66835E-9	1.65202E-6	-0.592918	0.004347826086956522
SGK1	6446	CGC-OG	0.9575027004939	butylhydroxybenzoate	MCF7	6h	20.6μM	6.82078E-9	2.82858E-5	-1.17693	0.0131578947368421
SGK1	6446	CGC-OG	0.9575027004939	diethylstilbestrol	MCF7	6h	15.0μM	2.1383E-7	1.47792E-4	-2.12509	0.007751937984496124
SGK1	6446	CGC-OG	0.9575027004939	estradiol	MCF7	6h	0.01μM	2.82977E-7	1.8529E-4	-0.558496	0.01219512195121951
SGK1	6446	CGC-OG	0.9575027004939	lorglumide	MCF7	6h	8.4μM	4.65047E-7	7.25845E-4	-0.858138	0.02
SGK1	6446	CGC-OG	0.9575027004939	thioperamide	MCF7	6h	9.8μM	9.02163E-7	0.0112238	-0.732831	1.0
SGK1	6446	CGC-OG	0.9575027004939	prochlorperazine	HL60	6h	10.0μM	1.26358E-5	0.0030824	-1.22311	0.004761904761904762
SGK1	6446	CGC-OG	0.9575027004939	testosterone	MCF7	6h	11.6μM	2.28687E-5	0.0214008	-0.777901	0.05882352941176471
SGK1	6446	CGC-OG	0.9575027004939	trichostatinA	HL60	6h	1.0μM	2.6274E-5	1.12328E-4	-1.1794	3.90777647518562E-4
SGK1	6446	CGC-OG	0.9575027004939	thioridazine	PC3	6h	10.0μM	6.35166E-5	0.00206321	-0.961048	0.001677852348993289
SGK1	6446	CGC-OG	0.9575027004939	trifluoperazine	HL60	6h	10.0μM	1.46824E-4	0.0160231	-1.07354	0.0078125
SGK1	6446	CGC-OG	0.9575027004939	monorden	MCF7	6h	0.1μM	6.91293E-4	0.0210278	-0.595087	0.004464285714285714
SGK1	6446	CGC-OG	0.9575027004939	valproicacid	MCF7	6h	1000.0μM	8.47177E-4	0.0183939	-0.314093	0.001988071570576541
SGK1	6446	CGC-OG	0.9575027004939	nefopam	MCF7	6h	13.8μM	0.00111616	0.330624	-0.765695	0.3333333333333333
SGK1	6446	CGC-OG	0.9575027004939	flurbiprofen	MCF7	6h	16.4μM	0.00120557	0.401617	-0.569358	0.0
SGK1	6446	CGC-OG	0.9575027004939	sirolimus	HL60	6h	0.1μM	0.00147427	0.0829929	-0.502199	0.02
SGK1	6446	CGC-OG	0.9575027004939	levonorgestrel	MCF7	6h	12.8μM	0.00342346	0.242275	-0.693895	0.03448275862068965
SGK1	6446	CGC-OG	0.9575027004939	phenoxybenzamine	MCF7	6h	11.8μM	0.00473853	0.018605	-0.565766	6.389776357827476E-4
SGK1	6446	CGC-OG	0.9575027004939	3-hydroxy-DL-kynurenine	MCF7	6h	17.8μM	0.00627941	0.642615	-0.374614	0.0
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	tanespimycin	MCF7	6h	1.0μM	0.0	0.0	-0.772791	5.461496450027307E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	geldanamycin	MCF7	6h	1.0μM	1.19591E-27	4.64946E-25	-0.766429	7.468259895444362E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	trichostatinA	MCF7	6h	0.1μM	6.08391E-24	1.60258E-23	-0.238559	2.495632642874969E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	alvespimycin	MCF7	6h	0.1μM	6.25295E-23	3.53604E-20	-0.83436	6.574621959237344E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	tanespimycin	HL60	6h	1.0μM	1.6958E-22	3.28479E-19	-0.860111	5.966587112171838E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	15-deltaprostaglandinJ2	MCF7	6h	10.0μM	1.50202E-15	1.25413E-13	-0.520322	7.874015748031496E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	tanespimycin	PC3	6h	1.0μM	1.3397E-14	8.25359E-12	-0.697178	9.9601593625498E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	geldanamycin	HL60	6h	1.0μM	6.54268E-12	1.62795E-8	-0.859639	0.00141643059490085
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	alvespimycin	HL60	6h	0.1μM	7.19411E-12	2.23755E-8	-0.837941	0.004651162790697674
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	15-deltaprostaglandinJ2	HL60	6h	10.0μM	2.41111E-10	3.61405E-8	-0.749702	7.057163020465773E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	trichostatinA	PC3	6h	0.1μM	6.38127E-10	1.6285E-9	-0.221594	2.745744096650192E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	monorden	MCF7	6h	0.1μM	9.92682E-10	6.86109E-7	-0.876688	0.004464285714285714
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	phenoxybenzamine	MCF7	6h	11.8μM	1.26478E-8	2.72235E-7	-0.779228	6.389776357827476E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	trichostatinA	MCF7	6h	1.0μM	1.83438E-8	4.84429E-8	-0.180993	2.967359050445104E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	trichostatinA	PC3	6h	1.0μM	7.49259E-6	2.27465E-5	-0.21206	3.663003663003663E-4
HSP90AA1	3320	Novel DORGE-OG	0.743400992402319	15-deltaprostaglandinJ2	PC3	6h	10.0μM	4.88204E-5	0.00562599	-0.56035	0.005
MARK2	2011	Novel DORGE-OG	0.704149394798528	helveticoside	MCF7	6h	7.4μM	1.868E-6	1.31745E-5	-0.83499	5.701254275940707E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	lanatosideC	MCF7	6h	4.0μM	1.30972E-5	7.03855E-5	-0.741271	6.071645415907711E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	digoxigenin	MCF7	6h	10.2μM	2.1319E-4	0.00109701	-0.624031	6.49772579597141E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	cephaeline	MCF7	6h	6.0μM	4.51671E-4	0.00126788	-0.420649	3.554923569143263E-4
MARK2	2011	Novel DORGE-OG	0.704149394798528	lycorine	MCF7	6h	12.4μM	0.00414659	0.0235408	-0.523509	8.230452674897119E-4
SIX2	10736	CGC-OG	0.813595462436139	trichostatinA	MCF7	6h	0.1μM	2.98238E-4	5.00591E-4	-0.119248	2.495632642874969E-4
SIX2	10736	CGC-OG	0.813595462436139	LY-294002	HL60	6h	0.1μM	0.00235971	0.796933	-0.486765	0.0
SIX2	10736	CGC-OG	0.813595462436139	fluocinonide	MCF7	6h	8.0μM	0.00447514	0.998642	-0.452242	0.0
SIX2	10736	CGC-OG	0.813595462436139	phenoxybenzamine	MCF7	6h	11.8μM	0.00809624	0.0294099	-0.379061	6.389776357827476E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	trichostatinA	MCF7	6h	0.1μM	1.75737E-16	4.0428E-16	-0.222135	2.495632642874969E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	helveticoside	MCF7	6h	7.4μM	1.50633E-8	1.79849E-7	-0.97853	5.701254275940707E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	digoxigenin	MCF7	6h	10.2μM	9.90108E-8	1.32593E-6	-0.90734	6.49772579597141E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	lanatosideC	MCF7	6h	4.0μM	1.04062E-7	8.77121E-7	-0.89808	6.071645415907711E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	trichostatinA	MCF7	6h	1.0μM	9.54594E-7	2.29268E-6	-0.215911	2.967359050445104E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	LY-294002	MCF7	6h	10.0μM	0.00322492	0.00899175	-0.117229	4.627487274409995E-4
CELF1	10658	Novel DORGE-OG	0.840814961451877	lycorine	MCF7	6h	12.4μM	0.00811578	0.0384127	-0.417581	8.230452674897119E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	helveticoside	MCF7	6h	7.4μM	9.62399E-12	3.34447E-10	-1.94711	5.701254275940707E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	lanatosideC	MCF7	6h	4.0μM	4.84087E-11	1.04922E-9	-1.795	6.071645415907711E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	digoxigenin	MCF7	6h	10.2μM	4.43976E-10	1.52163E-8	-1.68413	6.49772579597141E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	tacrolimus	MCF7	6h	1.0μM	3.36668E-5	0.0979381	-0.919067	0.0
YAP1	10413	Novel DORGE-OG	0.791975935968669	lycorine	MCF7	6h	12.4μM	0.00115754	0.00944324	-0.969964	8.230452674897119E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	trichostatinA	HL60	6h	0.1μM	0.00158698	0.00446992	-0.397572	3.424657534246575E-4
YAP1	10413	Novel DORGE-OG	0.791975935968669	clofazimine	MCF7	6h	8.4μM	0.00561683	0.114556	-0.468869	0.006289308176100629
YAP1	10413	Novel DORGE-OG	0.791975935968669	cloperastine	MCF7	6h	11.0μM	0.00727811	0.151925	-0.539268	0.005780346820809248
BRD2	6046	Novel DORGE-OG	0.910506512472288	cephaeline	MCF7	6h	6.0μM	1.59165E-12	3.32803E-11	-1.69424	3.554923569143263E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	tanespimycin	MCF7	6h	1.0μM	1.2741E-10	8.00962E-10	-0.28294	5.461496450027307E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	LY-294002	MCF7	6h	10.0μM	9.84786E-9	6.213E-8	-0.295745	4.627487274409995E-4
BRD2	6046	Novel DORGE-OG	0.910506512472288	LY-294002	HL60	6h	10.0μM	7.22328E-8	3.08746E-6	-0.555028	7.627765064836003E-4
