Gene	Compound	Cellline	Qvalue	Fold_change	Gene_type
TGIF1	Cycloheximide	NA	7.62369E-6	-0.859174	Novel DORGE-OG
TGIF1	Vanadiumpentoxide	NA	1.09099E-5	-2.08681	Novel DORGE-OG
TGIF1	Chlorpyrifos	NA	5.1335E-5	-0.187524	Novel DORGE-OG
TGIF1	Puromycin,ec50,1d	NA	1.27762E-5	-0.459677	Novel DORGE-OG
TGIF1	Tretinoin	NA	7.89496E-6	-1.17133	Novel DORGE-OG
TGIF1	Plx4032	NA	0.00536411	-1.057	Novel DORGE-OG
TGIF1	Estradiol	NA	0.00138255	-0.568363	Novel DORGE-OG
TGIF1	Vemurafenib	NA	5.01636E-4	-0.375843	Novel DORGE-OG
TGIF1	Nilotinib	NA	0.00278002	-0.867839	Novel DORGE-OG
TGIF1	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.0173583	-0.255122	Novel DORGE-OG
TGIF1	Citalopram	NA	0.0462909	-1.55304	Novel DORGE-OG
TGIF1	Trovafloxacin	NA	0.0244833	-1.35666	Novel DORGE-OG
TGIF1	Lipopolysaccharide	NA	0.014261	-0.271667	Novel DORGE-OG
TGIF1	Bicalutamide	NA	0.0042967	-0.137345	Novel DORGE-OG
TGIF1	Motexafingadolinium(4h)	NA	0.0172676	-0.454744	Novel DORGE-OG
TGIF1	Alfacalcidol	NA	0.0493255	-0.235265	Novel DORGE-OG
TGIF1	Interferonbeta-1b	NA	0.0124162	-0.148056	Novel DORGE-OG
TGIF1	Lapatinib	NA	0.0468231	-0.257321	Novel DORGE-OG
TGIF1	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	NA	0.040428	-0.325489	Novel DORGE-OG
TGIF1	Clinafloxacin	NA	0.0355175	-0.265008	Novel DORGE-OG
TGIF1	Nitricoxide	NA	0.0413295	-0.290669	Novel DORGE-OG
TGIF1	Bpde	NA	0.0488361	-0.0697169	Novel DORGE-OG
BTG2	Cediranib	NA	2.75467E-11	-0.0238621	Novel DORGE-OG
BTG2	Estradiol	NA	9.07341E-7	-0.996235	Novel DORGE-OG
BTG2	Thapsigargin	NA	1.65426E-7	-0.908496	Novel DORGE-OG
BTG2	Vanadiumpentoxide	NA	2.1619E-4	-0.39635	Novel DORGE-OG
BTG2	R1881	NA	3.20923E-5	-2.86952	Novel DORGE-OG
BTG2	4-hydroxynonenal	NA	2.79313E-4	-0.224299	Novel DORGE-OG
BTG2	Curcumin	NA	3.7331E-4	-0.49487	Novel DORGE-OG
BTG2	Actinomycind	NA	1.38849E-4	-0.513804	Novel DORGE-OG
BTG2	Tretinoin	NA	0.0134736	-1.23994	Novel DORGE-OG
BTG2	Doxorubicin	NA	6.39707E-5	-0.264556	Novel DORGE-OG
BTG2	Mesalazine	NA	0.00698217	-1.01137	Novel DORGE-OG
BTG2	Vx	NA	8.98372E-4	-0.357211	Novel DORGE-OG
BTG2	Cycloheximide	NA	5.98904E-4	-0.346208	Novel DORGE-OG
BTG2	Tamoxifen	NA	0.0243499	-0.494273	Novel DORGE-OG
BTG2	Bexarotene	NA	0.00418368	-0.688597	Novel DORGE-OG
BTG2	4-hydroxytamoxifen	NA	0.00378719	-0.296657	Novel DORGE-OG
BTG2	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	NA	0.00838865	-0.450928	Novel DORGE-OG
BTG2	Lysophosphatidicacid	NA	0.00998037	-0.381637	Novel DORGE-OG
BTG2	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	NA	0.00579179	-0.280194	Novel DORGE-OG
BTG2	Mk-886	NA	0.00672916	-0.383596	Novel DORGE-OG
BTG2	Hypochlorousacid	NA	0.00593748	-0.0372568	Novel DORGE-OG
BTG2	3,3',4,4'-tetrachlorobiphenyl	NA	0.0245025	-0.972436	Novel DORGE-OG
BTG2	Alfacalcidol	NA	0.0323349	-0.142706	Novel DORGE-OG
BTG2	Bisphenola	NA	0.0086862	-0.265555	Novel DORGE-OG
BTG2	Dasatinib	NA	0.00702877	-0.550479	Novel DORGE-OG
BTG2	Aminolevulinicacid	NA	0.0107863	-0.164979	Novel DORGE-OG
BTG2	Apratoxina	NA	0.0253526	-0.0134407	Novel DORGE-OG
BTG2	Pioglitazone	NA	0.0267426	-0.184257	Novel DORGE-OG
BTG2	Metformin	NA	0.0411565	-0.198113	Novel DORGE-OG
BTG2	Gefitinib	NA	0.0397393	-0.936855	Novel DORGE-OG
BNC2	Sevoflurane	NA	3.05927E-7	-1.70871	Novel DORGE-OG
BNC2	Cediranib	NA	8.96689E-9	-0.245715	Novel DORGE-OG
BNC2	Bisphenola	NA	8.01649E-7	-0.907748	Novel DORGE-OG
BNC2	Interferonbeta-1b	NA	1.12716E-6	-0.0144444	Novel DORGE-OG
BNC2	Dasatinib	NA	4.26486E-7	-0.756312	Novel DORGE-OG
BNC2	Bpde	NA	9.41551E-5	-1.32098	Novel DORGE-OG
BNC2	Naturalalphainterferon	NA	5.96901E-5	-0.380272	Novel DORGE-OG
BNC2	Vanadiumpentoxide	NA	2.08958E-4	-1.18862	Novel DORGE-OG
BNC2	Trastuzumab	NA	0.006919	-0.300342	Novel DORGE-OG
BNC2	Bicalutamide	NA	1.09651E-4	-0.0876901	Novel DORGE-OG
BNC2	Estradiol	NA	5.19783E-4	-0.108494	Novel DORGE-OG
BNC2	Doxorubicin	NA	7.88784E-5	-0.283949	Novel DORGE-OG
BNC2	Carboplatin	NA	0.00185828	-0.271226	Novel DORGE-OG
BNC2	Abiraterone	NA	0.00407261	-0.413854	Novel DORGE-OG
BNC2	Y15	NA	0.00599728	-0.348132	Novel DORGE-OG
BNC2	Apratoxina	NA	0.0141298	-1.79317	Novel DORGE-OG
BNC2	Propofol	NA	0.0357265	-1.22658	Novel DORGE-OG
BNC2	Doxycycline	NA	0.0357733	-0.164811	Novel DORGE-OG
BNC2	Cadmium	NA	0.00147707	-0.0353748	Novel DORGE-OG
BNC2	Nickel	NA	0.00684555	-0.309058	Novel DORGE-OG
BNC2	Luteolin	NA	0.0297877	-1.52772	Novel DORGE-OG
BNC2	Gefitinib	NA	0.0101449	-1.70032	Novel DORGE-OG
BNC2	Curcumin	NA	0.00925497	-0.565127	Novel DORGE-OG
BNC2	Actinomycind	NA	0.0057147	-0.212794	Novel DORGE-OG
BNC2	Interferonbeta-1a	NA	0.010647	-0.132639	Novel DORGE-OG
BNC2	Cisplatin	NA	0.0198154	-0.392437	Novel DORGE-OG
BNC2	Vx	NA	0.0298673	-0.204121	Novel DORGE-OG
BNC2	Interferongamma-1b	NA	0.0146977	-0.315058	Novel DORGE-OG
BNC2	4-hydroxynonenal	NA	0.0310457	-0.221364	Novel DORGE-OG
BNC2	Harman	NA	0.032445	-0.472102	Novel DORGE-OG
BNC2	Cyfluthrin	NA	0.0364705	-0.433409	Novel DORGE-OG
BNC2	Chlorpyrifos	NA	0.0414406	-0.25993	Novel DORGE-OG
BNC2	Imatinib	NA	0.0482414	-0.0738928	Novel DORGE-OG
LMNA	Vemurafenib	NA	2.02545E-6	-0.461714	Novel DORGE-OG
LMNA	Tretinoin	NA	3.68033E-7	-0.916667	Novel DORGE-OG
LMNA	Calcitriol	NA	4.64315E-5	-0.85181	Novel DORGE-OG
LMNA	Bisphenola	NA	2.6986E-5	-0.14216	Novel DORGE-OG
LMNA	Nickel	NA	4.83611E-5	-0.417262	Novel DORGE-OG
LMNA	Interferongamma-1b	NA	1.24289E-4	-0.0816344	Novel DORGE-OG
LMNA	Lipopolysaccharide	NA	0.00317335	-1.26508	Novel DORGE-OG
LMNA	Y15	NA	0.00120345	-0.485353	Novel DORGE-OG
LMNA	Plx4720	NA	0.00146136	-0.519558	Novel DORGE-OG
LMNA	Cisplatin	NA	0.00238032	-0.726283	Novel DORGE-OG
LMNA	Fgfr-specificpd173074inhibitor	NA	5.84757E-4	-0.29806	Novel DORGE-OG
LMNA	Pioglitazone	NA	5.18387E-4	-0.268681	Novel DORGE-OG
LMNA	Celecoxib	NA	0.00250716	-0.245031	Novel DORGE-OG
LMNA	Plx4032	NA	0.0470881	-0.26	Novel DORGE-OG
LMNA	Adenosinetriphosphate	NA	0.00614434	-0.371136	Novel DORGE-OG
LMNA	Vx	NA	0.0058985	-0.242286	Novel DORGE-OG
LMNA	Etanercept	NA	0.0192803	-0.530115	Novel DORGE-OG
LMNA	Puromycin,ec50,3d	NA	0.0197448	-0.301592	Novel DORGE-OG
LMNA	Cediranib	NA	0.00338405	-0.0803098	Novel DORGE-OG
LMNA	Azacitidine	NA	0.0405369	-1.05855	Novel DORGE-OG
LMNA	Isotretinoin	NA	0.00995405	-0.144978	Novel DORGE-OG
LMNA	Gefitinib	NA	0.0223627	-0.938581	Novel DORGE-OG
LMNA	4-hydroxynonenal	NA	0.0412148	-0.14077	Novel DORGE-OG
LMNA	Bexarotene	NA	0.0411264	-0.313685	Novel DORGE-OG
LMNA	Interferonbeta-1a	NA	0.0388782	-0.136389	Novel DORGE-OG
LMNA	Argyrina	NA	0.0470616	-0.195197	Novel DORGE-OG
LMNA	Puromycin,ec50,1d	NA	0.032645	-0.263417	Novel DORGE-OG
LMNA	Puromycin,ec50,5d	NA	0.0381992	-0.409443	Novel DORGE-OG
ZFR	Tretinoin	NA	1.15947E-7	-0.893333	Novel DORGE-OG
ZFR	Bexarotene	NA	3.23548E-6	-0.518603	Novel DORGE-OG
ZFR	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	NA	8.25715E-6	-0.744847	Novel DORGE-OG
ZFR	Imatinib	NA	1.56299E-5	-0.0941853	Novel DORGE-OG
ZFR	Dasatinib	NA	6.84288E-6	-0.247312	Novel DORGE-OG
ZFR	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	NA	2.92161E-5	-0.487372	Novel DORGE-OG
ZFR	Puromycin,ec50,5d	NA	2.18328E-5	-0.584319	Novel DORGE-OG
ZFR	Actinomycind	NA	5.76271E-5	-0.383549	Novel DORGE-OG
ZFR	Cetuximab	NA	4.05308E-4	-0.837388	Novel DORGE-OG
ZFR	Naturalalphainterferon	NA	7.90752E-5	-0.457657	Novel DORGE-OG
ZFR	Cediranib	NA	4.20579E-5	-0.302192	Novel DORGE-OG
ZFR	Chromium	NA	4.9299E-4	-0.280944	Novel DORGE-OG
ZFR	Etanercept	NA	0.00174205	-0.388878	Novel DORGE-OG
ZFR	Fgfr-specificpd173074inhibitor	NA	0.00407893	-0.249633	Novel DORGE-OG
ZFR	Vemurafenib	NA	0.00251308	-0.266133	Novel DORGE-OG
ZFR	R1881	NA	0.00520109	-0.335811	Novel DORGE-OG
ZFR	Curcumin	NA	0.00484378	-0.259024	Novel DORGE-OG
ZFR	Cisplatin	NA	0.00913625	-0.223643	Novel DORGE-OG
ZFR	Isotretinoin	NA	0.0039256	-0.274988	Novel DORGE-OG
ZFR	Doxorubicin	NA	0.00550817	-0.417386	Novel DORGE-OG
ZFR	Lapatinib	NA	0.0175727	-0.302062	Novel DORGE-OG
ZFR	4-hydroxynonenal	NA	0.00853518	-0.225058	Novel DORGE-OG
ZFR	Androstanolone	NA	0.00833209	-0.136732	Novel DORGE-OG
ZFR	Alfacalcidol	NA	0.0351486	-0.198159	Novel DORGE-OG
ZFR	Nitricoxide	NA	0.0116576	-0.298938	Novel DORGE-OG
ZFR	4-hydroxytamoxifen	NA	0.0167492	-0.219122	Novel DORGE-OG
ZFR	Puromycin,ec50,3d	NA	0.0372496	-0.350166	Novel DORGE-OG
ZFR	Trovafloxacin	NA	0.0433964	-0.824045	Novel DORGE-OG
ZFR	Resveratrol	NA	0.0278285	-0.27556	Novel DORGE-OG
ZFR	Mk-886	NA	0.0263073	-0.128079	Novel DORGE-OG
ZFR	Cytarabine	NA	0.0409736	-0.462427	Novel DORGE-OG
ZFR	Nickel	NA	0.0290062	-0.247509	Novel DORGE-OG
ZFR	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.0434688	-0.038894	Novel DORGE-OG
ZFR	Antimony	NA	0.0245691	-1.58446	Novel DORGE-OG
SMAD7	Puromycin,ec50,5d	NA	5.45178E-8	-1.95554	Novel DORGE-OG
SMAD7	Cytarabine	NA	5.69157E-8	-1.0146	Novel DORGE-OG
SMAD7	Actinomycind	NA	5.51572E-7	-1.71577	Novel DORGE-OG
SMAD7	Bexarotene	NA	5.84992E-7	-0.659623	Novel DORGE-OG
SMAD7	R1881	NA	6.55741E-5	-1.80659	Novel DORGE-OG
SMAD7	Dexamethasone	NA	5.54276E-5	-1.6328	Novel DORGE-OG
SMAD7	Bisphenola	NA	3.62415E-5	-0.239868	Novel DORGE-OG
SMAD7	Cigarettesmoke	NA	0.00679427	-0.908719	Novel DORGE-OG
SMAD7	Vemurafenib	NA	0.0218797	-0.463887	Novel DORGE-OG
SMAD7	Doxycycline	NA	0.00303151	-0.764836	Novel DORGE-OG
SMAD7	Laccaicacid	NA	0.00487775	-0.48026	Novel DORGE-OG
SMAD7	Interferonbeta-1b	NA	2.26716E-4	-0.01	Novel DORGE-OG
SMAD7	Puromycin,ec50,1d	NA	2.50217E-4	-0.507401	Novel DORGE-OG
SMAD7	Vx	NA	7.37385E-4	-0.8871	Novel DORGE-OG
SMAD7	Tretinoin	NA	0.0302041	-0.591238	Novel DORGE-OG
SMAD7	Plx4032	NA	0.00118949	-0.553497	Novel DORGE-OG
SMAD7	Cadmium	NA	5.68757E-4	-1.36892	Novel DORGE-OG
SMAD7	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	NA	0.00347927	-0.662896	Novel DORGE-OG
SMAD7	3,3',4,4'-tetrachlorobiphenyl	NA	0.00806443	-1.16379	Novel DORGE-OG
SMAD7	Hydrocortisone	NA	0.0121606	-1.3228	Novel DORGE-OG
SMAD7	Vanadiumpentoxide	NA	0.00363322	-0.740851	Novel DORGE-OG
SMAD7	Doxorubicin	NA	0.00210115	-1.18544	Novel DORGE-OG
SMAD7	Mesalazine	NA	0.0216822	-0.864124	Novel DORGE-OG
SMAD7	Gefitinib	NA	0.00573715	-2.13804	Novel DORGE-OG
SMAD7	Lmp-420	NA	0.00446102	-0.616463	Novel DORGE-OG
SMAD7	Estradiol	NA	0.00631468	-0.273155	Novel DORGE-OG
SMAD7	Clinafloxacin	NA	0.0130035	-0.73083	Novel DORGE-OG
SMAD7	Mercury	NA	0.00425995	-1.31197	Novel DORGE-OG
SMAD7	Adenosinetriphosphate	NA	0.0099246	-0.179746	Novel DORGE-OG
SMAD7	Quercetin	NA	0.0358688	-0.481726	Novel DORGE-OG
SMAD7	Imatinib	NA	0.00981844	-0.239358	Novel DORGE-OG
SMAD7	Dmnq(2,3-dimethoxy-1,4-naphthoquinone)	NA	0.0161892	-0.275854	Novel DORGE-OG
SMAD7	Pd173074	NA	0.0349151	-0.149573	Novel DORGE-OG
SMAD7	Calcitriol	NA	0.0454887	-0.228417	Novel DORGE-OG
SMAD7	Curcumin	NA	0.0357481	-0.396849	Novel DORGE-OG
SMAD7	Harman	NA	0.0412426	-1.00752	Novel DORGE-OG
SMAD7	Chromium	NA	0.0398525	-0.495258	Novel DORGE-OG
SGK1	Sapphyrinpci-2050(1.25&icirc;&frac14;m)	NA	6.88763E-9	-2.68386	CGC-OG
SGK1	Vemurafenib	NA	1.7438E-8	-0.880485	CGC-OG
SGK1	Actinomycind	NA	2.90658E-8	-3.48691	CGC-OG
SGK1	Sapphyrinpci-2050(2.5&icirc;&frac14;m)	NA	6.76368E-7	-2.92341	CGC-OG
SGK1	Dasatinib	NA	4.82743E-8	-1.55478	CGC-OG
SGK1	Imatinib	NA	2.81849E-6	-0.932358	CGC-OG
SGK1	Hypochlorousacid	NA	5.61324E-6	-0.0960895	CGC-OG
SGK1	Vx	NA	2.42448E-5	-1.12917	CGC-OG
SGK1	Etanercept	NA	6.0993E-5	-1.09426	CGC-OG
SGK1	Vanadiumpentoxide	NA	6.44717E-5	-2.20867	CGC-OG
SGK1	Calcitriol	NA	0.00104171	-0.741755	CGC-OG
SGK1	Doxorubicin	NA	1.22181E-5	-0.728923	CGC-OG
SGK1	Fgfr-specificpd173074inhibitor	NA	2.19694E-4	-0.628003	CGC-OG
SGK1	2,3-dimethoxy-1,4-naphtoquinone(dmnq)	NA	0.00259031	-0.79	CGC-OG
SGK1	Nickel	NA	1.23519E-4	-1.21994	CGC-OG
SGK1	Bisphenola	NA	2.18693E-4	-0.14817	CGC-OG
SGK1	Interferongamma-1b	NA	2.89205E-4	-0.337116	CGC-OG
SGK1	Plx4032	NA	0.0138902	-0.98	CGC-OG
SGK1	Cadmium	NA	4.54593E-4	-0.308163	CGC-OG
SGK1	Doxycycline	NA	0.0104813	-0.674084	CGC-OG
SGK1	Mln4924	NA	0.00665399	-0.708032	CGC-OG
SGK1	Gefitinib	NA	0.00500859	-3.01686	CGC-OG
SGK1	3,3',4,4'-tetrachlorobiphenyl	NA	0.0127018	-0.587843	CGC-OG
SGK1	Antimony	NA	0.0013397	-0.66659	CGC-OG
SGK1	Curcumin	NA	0.00477094	-0.525423	CGC-OG
SGK1	Dexamethasone	NA	0.00511698	-0.468634	CGC-OG
SGK1	Lipopolysaccharide	NA	0.0231558	-0.57	CGC-OG
SGK1	Gamma-tocotrienol	NA	0.0203053	-0.555594	CGC-OG
SGK1	Quercetin	NA	0.041219	-0.219151	CGC-OG
SGK1	Bicalutamide	NA	0.00860655	-1.72204	CGC-OG
SGK1	Azacitidine	NA	0.0456314	-0.664659	CGC-OG
SGK1	Cytarabine	NA	0.0307279	-0.204779	CGC-OG
SGK1	Trovafloxacin	NA	0.0407064	-0.776942	CGC-OG
SGK1	Ribavirin	NA	0.0284439	-0.215067	CGC-OG
SGK1	Mk-886	NA	0.0386035	-0.173046	CGC-OG
HSP90AA1	Imatinib	NA	2.35128E-6	-0.538274	Novel DORGE-OG
HSP90AA1	Doxorubicin	NA	5.96041E-7	-0.0197101	Novel DORGE-OG
HSP90AA1	Tretinoin	NA	1.96071E-6	-0.543333	Novel DORGE-OG
HSP90AA1	Vemurafenib	NA	1.28074E-4	-0.875888	Novel DORGE-OG
HSP90AA1	Nitricoxide	NA	3.63457E-5	-0.356609	Novel DORGE-OG
HSP90AA1	Bpde	NA	1.34097E-4	-0.199978	Novel DORGE-OG
HSP90AA1	Abiraterone	NA	0.0010223	-0.440935	Novel DORGE-OG
HSP90AA1	Aplidin	NA	1.63766E-4	-0.171327	Novel DORGE-OG
HSP90AA1	Vanadiumpentoxide	NA	2.13781E-4	-0.314201	Novel DORGE-OG
HSP90AA1	Dexamethasone	NA	6.10784E-4	-0.584299	Novel DORGE-OG
HSP90AA1	R1881	NA	8.66284E-4	-0.453985	Novel DORGE-OG
HSP90AA1	Bisphenola	NA	5.2199E-4	-0.28302	Novel DORGE-OG
HSP90AA1	Argyrina	NA	0.00127784	-0.263232	Novel DORGE-OG
HSP90AA1	Lapatinib	NA	0.00265733	-0.437233	Novel DORGE-OG
HSP90AA1	4-hydroxytamoxifen	NA	0.00181653	-0.169101	Novel DORGE-OG
HSP90AA1	Luteolin	NA	0.018804	-1.56511	Novel DORGE-OG
HSP90AA1	Plx4032	NA	0.00276188	-0.473535	Novel DORGE-OG
HSP90AA1	Y15	NA	0.00888341	-0.523761	Novel DORGE-OG
HSP90AA1	Doxycycline	NA	0.0234599	-0.168209	Novel DORGE-OG
HSP90AA1	Cediranib	NA	9.47466E-4	-0.156054	Novel DORGE-OG
HSP90AA1	Ribavirin	NA	0.0028141	-0.324675	Novel DORGE-OG
HSP90AA1	Alfacalcidol	NA	0.00953101	-0.235507	Novel DORGE-OG
HSP90AA1	Naturalalphainterferon	NA	0.00262593	-0.0870659	Novel DORGE-OG
HSP90AA1	Etanercept	NA	0.0185887	-0.682071	Novel DORGE-OG
HSP90AA1	Plx4720	NA	0.0223762	-0.355128	Novel DORGE-OG
HSP90AA1	Cisplatin	NA	0.0170788	-0.17115	Novel DORGE-OG
HSP90AA1	Bexarotene	NA	0.0056735	-0.266231	Novel DORGE-OG
HSP90AA1	Chromium	NA	0.00788761	-0.337193	Novel DORGE-OG
HSP90AA1	Thapsigargin	NA	0.0187368	-0.148599	Novel DORGE-OG
HSP90AA1	Cycloheximide	NA	0.00988459	-0.174238	Novel DORGE-OG
HSP90AA1	4-hydroxynonenal	NA	0.023852	-0.0842948	Novel DORGE-OG
HSP90AA1	3,3',4,4'-tetrachlorobiphenyl	NA	0.0397331	-0.510388	Novel DORGE-OG
HSP90AA1	Fgfr-specificpd173074inhibitor	NA	0.0268849	-0.158467	Novel DORGE-OG
HSP90AA1	Interferongamma-1b	NA	0.0430992	-0.00919575	Novel DORGE-OG
HSP90AA1	Dasatinib	NA	0.0433383	-0.263924	Novel DORGE-OG
MARK2	Doxorubicin	NA	8.44468E-32	-0.0198984	Novel DORGE-OG
MARK2	Puromycin,ec50,1d	NA	1.37643E-7	-1.14234	Novel DORGE-OG
MARK2	Mesalazine	NA	4.08282E-5	-0.12913	Novel DORGE-OG
MARK2	Argyrina	NA	1.02134E-4	-0.616011	Novel DORGE-OG
MARK2	Antimony	NA	1.61664E-5	-0.731594	Novel DORGE-OG
MARK2	Cyfluthrin	NA	1.67439E-4	-0.273983	Novel DORGE-OG
MARK2	Hypochlorousacid	NA	1.19161E-4	-0.0404361	Novel DORGE-OG
MARK2	4-hydroxynonenal	NA	2.93929E-4	-1.05148	Novel DORGE-OG
MARK2	Fgfr-specificpd173074inhibitor	NA	2.52358E-4	-0.471743	Novel DORGE-OG
MARK2	Bexarotene	NA	1.5534E-4	-0.836329	Novel DORGE-OG
MARK2	Cediranib	NA	1.22201E-4	-0.00944523	Novel DORGE-OG
MARK2	Nickel	NA	4.36555E-4	-2.83704	Novel DORGE-OG
MARK2	Chlorpyrifos	NA	0.00133259	-1.1367	Novel DORGE-OG
MARK2	Bicalutamide	NA	0.00189325	-0.352317	Novel DORGE-OG
MARK2	Chromium	NA	0.00341211	-1.22676	Novel DORGE-OG
MARK2	Bisphenola	NA	0.00378675	-0.105391	Novel DORGE-OG
MARK2	Decitabine	NA	0.0268774	-0.906222	Novel DORGE-OG
MARK2	Naturalalphainterferon	NA	0.00395582	-0.242365	Novel DORGE-OG
MARK2	Vemurafenib	NA	0.00429227	-0.177067	Novel DORGE-OG
MARK2	Triiodothyronine-[13c6]hydrochloride(t3thyronine)	NA	0.00740791	-0.153873	Novel DORGE-OG
MARK2	Actinomycind	NA	0.00499487	-0.184911	Novel DORGE-OG
MARK2	Gefitinib	NA	0.00990488	-1.30504	Novel DORGE-OG
MARK2	Celecoxib	NA	0.0177221	-0.262112	Novel DORGE-OG
MARK2	Aplidin	NA	0.0138389	-0.620461	Novel DORGE-OG
MARK2	Puromycin,ec50,5d	NA	0.0131839	-1.37665	Novel DORGE-OG
MARK2	Imatinib	NA	0.0226206	-0.212589	Novel DORGE-OG
MARK2	Bpde	NA	0.0201054	-0.149	Novel DORGE-OG
MARK2	Mercury	NA	0.0321989	-1.24725	Novel DORGE-OG
MARK2	Tretinoin	NA	0.0486472	-0.0466667	Novel DORGE-OG
SIX2	Doxorubicin	NA	2.26149E-13	-0.0375782	CGC-OG
SIX2	Bisphenola	NA	3.25826E-5	-0.621763	CGC-OG
SIX2	Torcetrapib	NA	0.00404149	-0.393897	CGC-OG
SIX2	Aminolevulinicacid	NA	2.33486E-4	-0.0388325	CGC-OG
SIX2	Cediranib	NA	7.63051E-5	-0.131282	CGC-OG
SIX2	Curcumin	NA	0.00108396	-0.671503	CGC-OG
SIX2	Harman	NA	0.00103393	-1.42237	CGC-OG
SIX2	Celecoxib	NA	0.0036097	-0.139848	CGC-OG
SIX2	Cytarabine	NA	6.09477E-4	-0.721209	CGC-OG
SIX2	Bpde	NA	0.00103352	-0.173523	CGC-OG
SIX2	Gefitinib	NA	0.00925565	-1.98786	CGC-OG
SIX2	Estradiol	NA	0.0206966	-0.159866	CGC-OG
SIX2	Vemurafenib	NA	0.022657	-0.209107	CGC-OG
SIX2	Nickel	NA	0.0459361	-0.113506	CGC-OG
CELF1	Doxorubicin	NA	3.61825E-12	-0.0652799	Novel DORGE-OG
CELF1	Tretinoin	NA	9.83175E-7	-0.646667	Novel DORGE-OG
CELF1	Nickel	NA	4.48405E-5	-0.458569	Novel DORGE-OG
CELF1	Cytarabine	NA	2.35646E-5	-0.415173	Novel DORGE-OG
CELF1	Nitricoxide	NA	6.14896E-5	-0.105847	Novel DORGE-OG
CELF1	Thapsigargin	NA	2.52306E-4	-0.341247	Novel DORGE-OG
CELF1	Cadmium	NA	1.28721E-4	-0.196587	Novel DORGE-OG
CELF1	4-hydroxynonenal	NA	4.706E-4	-0.207233	Novel DORGE-OG
CELF1	R1881	NA	9.82892E-4	-0.349414	Novel DORGE-OG
CELF1	Bexarotene	NA	6.65813E-4	-0.503974	Novel DORGE-OG
CELF1	Antimony	NA	1.48416E-4	-0.210297	Novel DORGE-OG
CELF1	Lapatinib	NA	0.00378044	-0.417509	Novel DORGE-OG
CELF1	Fgfr-specificpd173074inhibitor	NA	0.00171555	-0.301843	Novel DORGE-OG
